"muni","cod_via","prov","old","new","old_date","new_date"
20058,6009,"gipuzkoa","SECTOR 201","HARIZTI INDUSTRIALDEA",20010630,20101231
20059,2120,"gipuzkoa","SANTXOLOPETEGI AUZOA","SANTXOLOPEZTEGI AUZOA",20010630,20101231
20059,2170,"gipuzkoa","URRUXOLA AUZOA","URREXOLA AUZOA",20010630,20101231
20062,1190,"gipuzkoa","DISEMINADO","ORMAIZTEGI SAKABANATUA",20010630,20101231
20063,1410,"gipuzkoa","ESTANKETA KALEA","ALDAPABEKOA-ESTANKETA KALEA",20010630,20101231
20065,1110,"gipuzkoa","ALEJANDRO CALONGE","ALEJANDRO CALONGE AUZUNEA",20010630,20101231
20065,1120,"gipuzkoa","FRONTON","FRONTOI KALEA",20010630,20101231
20065,1130,"gipuzkoa","ELIZBURU","ELIZBURU KALEA",20010630,20101231
20065,1140,"gipuzkoa","ETXABURUETA","ETXABURUETA KALEA",20010630,20101231
20065,1150,"gipuzkoa","ESTACION","ESTAZINO KALEA",20010630,20101231
20065,1160,"gipuzkoa","ZELETA","ZELETA AUZUNEA",20010630,20101231
20065,1180,"gipuzkoa","SANTA ANA","SANTA ANA KALEA",20010630,20101231
20065,1190,"gipuzkoa","OLEA","OLEA AUZOA",20010630,20101231
20065,1191,"gipuzkoa","TXURRUKA, BARRIO","TXURRUKA AUZOA",20010630,20101231
20065,1192,"gipuzkoa","SAN ANDRES, BARRIO","SAN ANDRES AUZOA",20010630,20101231
20065,1210,"gipuzkoa","ARRAIKUA","ARRAIKUA KALEA",20010630,20101231
20065,1220,"gipuzkoa","LORALDE","LORALDE AUZOA",20010630,20101231
20065,1230,"gipuzkoa","GABOLATZ","GABOLATS KALEA",20010630,20101231
20065,1240,"gipuzkoa","VIRGEN DE EZOZIA","EZOZIBIDEA",20010630,20101231
20065,1250,"gipuzkoa","EZOZIA, BARRIO","EZOZIA AUZOA",20010630,20101231
20065,1290,"gipuzkoa","POLIGONO INDUSTRIAL MENDIOLA","MENDIOLA INDUSTRIALDEA",20010630,20101231
20065,2110,"gipuzkoa","SERAFIN ACHOTEGI","SERAFIN ATXOTEGI AUZUNEA",20010630,20101231
20065,2120,"gipuzkoa","REKALDE","ERREKALDE KALEA",20010630,20101231
20065,2130,"gipuzkoa","GIPUZKOA","GIPUZKOA ETORBIDEA",20010630,20101231
20065,2140,"gipuzkoa","ATXURI","ATXURI KALEA",20010630,20101231
20065,2150,"gipuzkoa","RABAL","ERRABAL KALEA",20010630,20101231
20065,2210,"gipuzkoa","BALTEGIETA","BALTEGIETA KALEA",20010630,20101231
20065,2220,"gipuzkoa","SAGAR-ERREKA","SAGARRERREKA AUZOA",20010630,20101231
20065,2230,"gipuzkoa","IRURE, BARRIO","IRURE AUZOA",20010630,20101231
20066,1130,"gipuzkoa","EZAMA DISEMINADO","EZAMA",20010630,20101231
20066,1140,"gipuzkoa","IBARBIA DISEMINADO","IBARBIA",20010630,20101231
20066,1150,"gipuzkoa","LETEA DISEMINADO","LETEA",20010630,20101231
20067,1101,"gipuzkoa","ARRIBA","GOIKO KALEA / CALLE ARRIBA",20010630,20101231
20067,1103,"gipuzkoa","HERRIKO ENPARANTZA","HERRIKO PLAZA",20010630,20101231
20067,1104,"gipuzkoa","IGLESIA","ELIZAKO KALEA / CALLE IGLESIA",20010630,20101231
20067,1105,"gipuzkoa","MAGDALENA","MADALEN KALEA",20010630,20101231
20067,1106,"gipuzkoa","MEDIO","ERDIKO KALEA / CALLE MEDIO",20010630,20101231
20067,1107,"gipuzkoa","MIGUEL DE ALDUNCIN","MIGUEL ALDUNTZIN KALEA",20010630,20101231
20067,1108,"gipuzkoa","ORERETA","ORERETA KALEA",20010630,20101231
20067,1109,"gipuzkoa","PABLO IGLESIAS","PABLO IGLESIAS KALEA",20010630,20101231
20067,1110,"gipuzkoa","SANTA CLARA","SANTA KLARA KALEA",20010630,20101231
20067,1201,"gipuzkoa","CAPITANENEA","KAPITANENEA KALEA",20010630,20101231
20067,1202,"gipuzkoa","CRISTOBAL DE GAMON","KRISTOBAL GAMON KALEA",20010630,20101231
20067,1203,"gipuzkoa","FERNANDEZ DE LANDA","FERNANDEZ DE LANDA PLAZA",20010630,20101231
20067,1204,"gipuzkoa","GAMON, ALAMEDA DE","JUAN IGNACIO GAMON ZUMARDIA/ALAMEDA JUAN I. GAMON",20010630,20101231
20067,1207,"gipuzkoa","MARTIRES DE LA LIBERTAD","ASKATASUNAREN MARTIRIEN KALEA",20010630,20101231
20067,1208,"gipuzkoa","NAVARRA","NAFARROA HIRIBIDEA/AVENIDA DE NAVARRA",20010630,20101231
20067,1209,"gipuzkoa","SANCHOENEA","SANTXOENEA KALEA",20010630,20101231
20067,1210,"gipuzkoa","SANTA MARIA","SANTA MARIA KALEA",20010630,20101231
20067,1211,"gipuzkoa","URANZU","URANTZU KALEA",20010630,20101231
20067,1212,"gipuzkoa","VITERI","BITERI KALEA",20010630,20101231
20067,1213,"gipuzkoa","ZAMALBIDE","ZAMALBIDE KALEA",20010630,20101231
20067,1214,"gipuzkoa","ZUBIAURRE","ZUBIAURRE KALEA",20010630,20101231
20067,1301,"gipuzkoa","FUEROS","FORU PLAZA",20010630,20101231
20067,1302,"gipuzkoa","GAZTANO","GAZTANO AUZOA/BARRIO GAZTANO",20010630,20101231
20067,1304,"gipuzkoa","MARIA DE LEZO","MARIA LEZO KALEA",20010630,20101231
20067,1401,"gipuzkoa","AITZBITARTE, PASAJE DE","AIZPITARTE PASABIDEA/PASAJE AIZPITARTE",20010630,20101231
20067,1402,"gipuzkoa","ALEXANDER FLEMING","ALEXANDER FLEMING KALEA",20010630,20101231
20067,1403,"gipuzkoa","FANDERIA ETORBIDEA","FANDERIA PASEALEKUA/PASEO FANDERIA",20010630,20101231
20067,1404,"gipuzkoa","LARZABAL","LARTZABAL AUZOA/BARRIO LARTZABAL",20010630,20101231
20067,1406,"gipuzkoa","SALK Y SABIN","SALK ETA SABIN KALEA",20010630,20101231
20067,1407,"gipuzkoa","TOMAS LOPEZ","TOMAS LOPEZ KALEA",20010630,20101231
20067,1408,"gipuzkoa","GABIERROTA","GABIERROTA PASEALEKUA/PASEO GABIERROTA",20010630,20101231
20067,1501,"gipuzkoa","ABAJO","BEHEKO KALEA/ CALLE ABAJO",20010630,20101231
20067,1507,"gipuzkoa","SANTA CLARA","SANTA KLARA PLAZA",20010630,20101231
20067,1601,"gipuzkoa","ANARBE","ANARBE KALEA",20010630,20101231
20067,1602,"gipuzkoa","BIDASOA","BIDASOA KALEA",20010630,20101231
20067,1603,"gipuzkoa","LOPE DE ISASTI","LOPE ISASTI KALEA",20010630,20101231
20067,1604,"gipuzkoa","KALE TXIKI","KALETXIKI",20010630,20101231
20067,1605,"gipuzkoa","MARTIN ETXEBERRIA","MARTIN ETXEBERRIA KALEA",20010630,20101231
20067,1606,"gipuzkoa","MORRONGUILLETA","MORRONGILLETA KALEA",20010630,20101231
20067,1607,"gipuzkoa","ORIA","ORIA KALEA",20010630,20101231
20067,1608,"gipuzkoa","VALLE DEL UROLA","UROLA KALEA",20010630,20101231
20067,1610,"gipuzkoa","XENPELAR","XENPELAR KALEA",20010630,20101231
20067,1701,"gipuzkoa","GALTZARABORDA","GALTZARABORDA ETORBIDEA/AVENIDA GALTZARABORDA",20010630,20101231
20067,1702,"gipuzkoa","PARQUE","PARKE KALEA",20010630,20101231
20067,1801,"gipuzkoa","AITZGORRI","AIZKORRI PLAZA",20010630,20101231
20067,1803,"gipuzkoa","GANBO","GANBO PLAZA",20010630,20101231
20067,1804,"gipuzkoa","MIGUEL DE ZABALETA","MIGUEL ZABALETA KALEA",20010630,20101231
20067,1805,"gipuzkoa","URBIA","URBIA PLAZA",20010630,20101231
20067,1806,"gipuzkoa","YANCI","IGANTZI KALEA",20010630,20101231
20067,1808,"gipuzkoa","TXIRRITA MALEO","TXIRRITA-MALEO KALEA",20010630,20101231
20067,1901,"gipuzkoa","ALFONSO XI","ALFONSO XI.AREN KALEA",20010630,20101231
20067,1903,"gipuzkoa","FRANCISCO GAZKUE","FRANCISCO GAZKUE KALEA",20010630,20101231
20067,1904,"gipuzkoa","JOSE DE ERVITI","JOSE ERBITI KALEA",20010630,20101231
20067,1906,"gipuzkoa","SEGUNDO IZPIZUA","SEGUNDO ISPIZUA KALEA",20010630,20101231
20067,1907,"gipuzkoa","VICENTE ELICEGUI","VICENTE ELIZEGI KALEA",20010630,20101231
20067,2001,"gipuzkoa","ALABERGA","ALABERGA AUZOA / BARRIO ALABERGA",20010630,20101231
20067,2002,"gipuzkoa","JUAN DE OLAZABAL","JUAN OLAZABAL KALEA",20010630,20101231
20067,2103,"gipuzkoa","ALTO DE CAPUCHINOS","KAPUTXINOGANA",20010630,20101231
20067,2201,"gipuzkoa","DONOSTIA-SAN SEBASTIAN","DONOSTIA KALEA / CALLE SAN SEBASTIAN",20010630,20101231
20067,2202,"gipuzkoa","IZTIETA","IZTIETA PASEALEKUA/PASEO IZTIETA",20010630,20101231
20067,2203,"gipuzkoa","LEZO ERREPIDEA","LEZO PASEALEKUA/PASEO LEZO",20010630,20101231
20067,2205,"gipuzkoa","PASAJES","PASAIA KALEA",20010630,20101231
20067,2301,"gipuzkoa","DIPUTACION","DIPUTAZIO PLAZA",20010630,20101231
20067,2303,"gipuzkoa","HONDARRIBIA","HONDARRIBIA KALEA",20010630,20101231
20067,2304,"gipuzkoa","IRUN","IRUN KALEA",20010630,20101231
20067,2307,"gipuzkoa","OIARTZUN","OIARTZUN KALEA",20010630,20101231
20067,2401,"gipuzkoa","AMASAS","AMASA KALEA",20010630,20101231
20067,2406,"gipuzkoa","ASTIGARRAGA","ASTIGARRAGA KALEA",20010630,20101231
20067,2502,"gipuzkoa","JAIZKIBEL","JAIZKIBEL KALEA",20010630,20101231
20067,2504,"gipuzkoa","URDABURU","URDABURU KALEA",20010630,20101231
20067,2601,"gipuzkoa","ERNIO","ERNIO KALEA",20010630,20101231
20067,2602,"gipuzkoa","IRUMUGARRIETA","IRUMUGARRIETA KALEA",20010630,20101231
20067,2603,"gipuzkoa","LARRUNARRI","LARRUNARRI KALEA",20010630,20101231
20067,2604,"gipuzkoa","MANDOEGUI","MANDOEGI KALEA",20010630,20101231
20067,2605,"gipuzkoa","MURUMENDI","MURUMENDI KALEA",20010630,20101231
20067,2701,"gipuzkoa","ARALAR","ARALAR PLAZA",20010630,20101231
20067,2901,"gipuzkoa","AGUSTINAS","MOJA AGUSTINDARREN ETORBIDEA/AVENIDA AGUSTINAS",20010630,20101231
20067,2902,"gipuzkoa","ATARI EDER","ATARIEDER KALEA",20010630,20101231
20067,2903,"gipuzkoa","ELIAS SALABERRIA","ELIAS SALABERRIA KALEA",20010630,20101231
20067,2904,"gipuzkoa","HOMBRADOS ONATIBIA","HOMBRADOS ONATIBIA KALEA",20010630,20101231
20067,2905,"gipuzkoa","MARKOLA","MARKOLA ETORBIDEA/AVENIDA MARKOLA",20010630,20101231
20067,2907,"gipuzkoa","RESURRECCION MARIA DE AZKUE","RESURRECCION MARIA AZKUE KALEA",20010630,20101231
20067,3001,"gipuzkoa","OLIBET","OLIBET AUZOA/BARRIO OLIBET",20010630,20101231
20067,3201,"gipuzkoa","ARDITURRI","ARDITURRI KALEA",20010630,20101231
20067,3204,"gipuzkoa","PONTIKA","PONTIKA KALEA",20010630,20101231
20067,3402,"gipuzkoa","JESUS GURIDI","JESUS GURIDI KALEA",20010630,20101231
20067,3403,"gipuzkoa","JUAN CRISOSTOMO ARRIAGA","JUAN CRISOSTOMO ARRIAGA KALEA",20010630,20101231
20067,3404,"gipuzkoa","JULIAN LAVILLA","JULIAN LAVILLA KALEA",20010630,20101231
20067,3405,"gipuzkoa","NORBERTO ALMANDOZ","NORBERTO ALMANDOZ KALEA",20010630,20101231
20067,3501,"gipuzkoa","BERAUN","BERAUN KALEA",20010630,20101231
20067,3601,"gipuzkoa","AITA DONOSTIA","AITA DONOSTIA KALEA",20010630,20101231
20067,3603,"gipuzkoa","MAURICE RAVEL","MAURICE RAVEL KALEA",20010630,20101231
20067,3604,"gipuzkoa","SAN MARCOS","SAN MARKO KALEA",20010630,20101231
20067,3701,"gipuzkoa","ALDACOENEA","ALDAKONEA KALEA",20010630,20101231
20067,3702,"gipuzkoa","ISIDRO ANSORENA","ISIDRO ANTSORENA KALEA",20010630,20101231
20067,3703,"gipuzkoa","JOSE MARIA USANDIZAGA","JOSE MARIA USANDITZAGA KALEA",20010630,20101231
20067,3801,"gipuzkoa","SORGINTXULO","SORGINTZULO KALEA",20010630,20101231
20067,3901,"gipuzkoa","BASANOAGA","BASANOAGA KALEA",20010630,20101231
20067,3903,"gipuzkoa","VERSALLES","VERSALLES KALEA",20010630,20101231
20067,3904,"gipuzkoa","ESNABIDE","ESNABIDE KALEA",20010630,20101231
20067,6002,"gipuzkoa","EVARISTO BOZAS URRUTIA, PLAZA","EVARISTO BOZAS PLAZA",20010630,20101231
20067,6003,"gipuzkoa","ZABALETA ANAIAREN","ZABALETA ANAIEN KALEA/CALLE HERMANOS ZABALETA",20010630,20101231
20067,6004,"gipuzkoa","PENA DE AYA (LA)","AIAKO HARRIA KALEA",20010630,20101231
20067,6005,"gipuzkoa","APEADERO","GELTOKIKO KALEA / CALLE APEADERO",20010630,20101231
20067,6006,"gipuzkoa","ZONA DE SAN MARCOS","SAN MARKO GUNEA",20010630,20101231
20067,6007,"gipuzkoa","ZENTOLEN ALDE","ZENTOLEN GUNEA",20010630,20101231
20067,6008,"gipuzkoa","ZONA ZAMALBIDE","ZAMALBIDE GUNEA",20010630,20101231
20067,6009,"gipuzkoa","ALDURA ALDE","ALDURA GUNEA",20010630,20101231
20067,6010,"gipuzkoa","URBASA","URBASA KALEA",20010630,20101231
20067,6012,"gipuzkoa","CORSARIO ICUZA","IKUTZA KORTSARIOA KALEA",20010630,20101231
20067,6013,"gipuzkoa","MUSIKARIEN PLAZA","MUSIKA PLAZA",20010630,20101231
20067,6014,"gipuzkoa","HERRI SENIDETUEN PLAZA","SENIDETUTAKO HERRIEN PLAZA/PLAZA PUEBLOS HERMANADO",20010630,20101231
20067,6017,"gipuzkoa","TOURING ETORBIDEA","TOURING ETORBIDEA/AVENIDA TOURING",20010630,20101231
20067,6018,"gipuzkoa","DOLORES IBARRURI ZUMARDIA","DOLORES IBARRURI ZUMARDIA/ALAMEDA DOLORES IBARRURI",20010630,20101231
20067,6019,"gipuzkoa","DARIO REGOYOS","DARIO REGOYOS KALEA",20010630,20101231
20067,6020,"gipuzkoa","GARCIA LORCA KALEA","FEDERICO GARCIA LORCA KALEA",20010630,20101231
20067,6022,"gipuzkoa","AGIRRE LEHENDAKARIA PLAZA","AGIRRE LEHENDAKARIAREN PLAZA",20010630,20101231
20067,6023,"gipuzkoa","ANDONI KORTA","ANDONI KORTA KALEA",20010630,20101231
20067,6026,"gipuzkoa","UGARRITZE ETORBIDEA","UGARRITZA ETORBIDEA/AVENIDA UGARRITZA",20010630,20101231
20067,6027,"gipuzkoa","ZAPIRAIN ANAIEN KALEA","ZAPIRAIN ANAIEN KALEA/CALLE HERMANOS ZAPIRAIN",20010630,20101231
20067,6028,"gipuzkoa","PELOTARIEN KALEA","PELOTARI KALEA",20010630,20101231
20067,6030,"gipuzkoa","JOSE MIGEL BARANDIARAN PARKEA","JOSE MIGUEL BARANDIARAN KALEA",20010630,20101231
20069,100,"gipuzkoa","ALCALDE JOSE ELOSEGI","ALCALDE J.ELOSEGI",20010630,20101231
20069,1095,"gipuzkoa","M. DOLORES AGIRRE","MARIA DOLORES AGIRRE",20010630,20101231
20069,1120,"gipuzkoa","F. GARCIA LORCA","FEDERICO G. LORCA",20010630,20101231
20069,1140,"gipuzkoa","COFRAD. DONOSTIARRAS","COF. DONOSTIARRAS",20010630,20101231
20069,1225,"gipuzkoa","ZURRIOLA DE LA","ZURRIOLA DE",20010630,20101231
20069,1235,"gipuzkoa","STA. CATALINA DE","SANTA CATALINA DE",20010630,20101231
20069,1245,"gipuzkoa","M. CRISTINA DE","MARIA CRISTINA DE",20010630,20101231
20069,1250,"gipuzkoa","CRISTOBAL BALENCIAGA","CRIST. BALENCIAGA",20010630,20101231
20069,1255,"gipuzkoa","C. BLASCO DE IMAZ","CARL. BLASCO IMAZ",20010630,20101231
20069,1320,"gipuzkoa","DOCTOR BEGIRISTAIN","DOCT. BEGIRISTAIN",20010630,20101231
20069,1460,"gipuzkoa","EGUZKIEDER","EGUZKI EDER",20010630,20101231
20069,1670,"gipuzkoa","EUSKALHERRIA","EUSKAL HERRIA",20010630,20101231
20069,2410,"gipuzkoa","JOSE MIG.BARANDIARAN","J.MIG.BARANDIARAN",20010630,20101231
20069,2740,"gipuzkoa","LUGARIZ DE","GERRAENE",20010630,20101231
20069,320,"gipuzkoa","ANDERENO E.ZIPITRIA","ANDERE.E.ZIPITRIA",20010630,20101231
20069,3710,"gipuzkoa","PEINE DE LOS VIENTOS","EDUARDO CHILLIDA",20010630,20101231
20069,4590,"gipuzkoa","TOKIEDER DE","TOKI EDER DE",20010630,20101231
20069,550,"gipuzkoa","ATARIEDER","ATARI EDER",20010630,20101231
20069,6020,"gipuzkoa","ALDERDI-EDER DE","ALDERDI EDER DE",20010630,20101231
20069,6030,"gipuzkoa","ELKANO DE","ALTO DE ZORROAGA",20010630,20101231
20069,6330,"gipuzkoa","HIPODROMO DEL","ARRAPIDE DE",20010630,20101231
20069,7260,"gipuzkoa","DOMINGO AGUIRRE","TXOMIN AGIRRE",20010630,20101231
20069,7420,"gipuzkoa","DONIBANE-GARAZI","DONIBANE GARAZI",20010630,20101231
20069,750,"gipuzkoa","BERTSOLARI TXIRRITA","BERTSOL. TXIRRITA",20010630,20101231
20069,7810,"gipuzkoa","M. DOLORES GOIA","MARIA DOL. GOIA",20010630,20101231
20069,8200,"gipuzkoa","ILLARRA BERRI","BERNARDO ESTORNES L.",20010630,20101231
20069,8280,"gipuzkoa","LUIS P.PENA SANTIAGO","L.P.PENA SANTIAGO",20010630,20101231
20069,8730,"gipuzkoa","FCO. GRANDMONTAGNE","FRCO. GRANDMONTAGNE",20010630,20101231
20069,8740,"gipuzkoa","FCO. LOPEZ ALEN","FRCO. LOPEZ ALEN",20010630,20101231
20071,1110,"gipuzkoa","AGINTARI KALEA","ENPERADORE KALEA",20010630,20101231
20071,1150,"gipuzkoa","SANTA MARIA KALEA","ANDRE MARIA KALEA",20010630,20101231
20071,1160,"gipuzkoa","SANTA MARIA","ANDRE MARIA PLAZA",20010630,20101231
20071,1250,"gipuzkoa","SOLANA KALEA","ZERKAUSIA KALEA",20010630,20101231
20071,1260,"gipuzkoa","VERDURA PLAZA","BERDURA PLAZA",20010630,20101231
20071,1310,"gipuzkoa","AROSTEGIETA KALEA","AROZTEGIETA KALEA",20010630,20101231
20071,1320,"gipuzkoa","ATADI KALEA","ATARI KALEA",20010630,20101231
20071,1370,"gipuzkoa","PABLO GOROSABEL KALEA","RONDILLA KALEA",20010630,20101231
20071,1430,"gipuzkoa","BELATE IBILTOKIA","BELATE PASEALEKUA",20010630,20101231
20071,1480,"gipuzkoa","SIERVAS DE JESUS KALEA","JESUSEN ZERBITZARIEN KALEA",20010630,20101231
20071,2110,"gipuzkoa","FORUEN ETORBIDEA","FORU ETORBIDEA",20010630,20101231
20071,2120,"gipuzkoa","FORUEN PLAZA","TRIANGULOA PLAZA",20010630,20101231
20071,2150,"gipuzkoa","LASKORAIN KALEA","LASKOAIN KALEA",20010630,20101231
20071,2160,"gipuzkoa","POETA LIZARDI PLAZA.","LIZARDI PLAZA",20010630,20101231
20071,2170,"gipuzkoa","LOPEZ MENDIZABAL IBILTOKIA","LOPEZ-MENDIZABAL PASEALEKUA",20010630,20101231
20071,2191,"gipuzkoa","PEDRO DE TOLOSA IBILTOKIA","PEDRO TOLOSA PASEALEKUA",20010630,20101231
20071,2193,"gipuzkoa","SAN FRANTZISKO IBILTOKIA","SAN FRANTZISKO PASEALEKUA",20010630,20101231
20071,2194,"gipuzkoa","ZUMALAKARREGI IBILTOKIA","ZUMALAKARREGI PASEALEKUA",20010630,20101231
20071,2220,"gipuzkoa","BATXILLER ZALDIBIA KALEA","BATXILER ZALDIBIA KALEA",20010630,20101231
20071,2240,"gipuzkoa","GERNIKAKO ARBOLAREN LORATEGIAK","GERNIKAKO ARBOLA LORATEGIAK",20010630,20101231
20071,2280,"gipuzkoa","SAN JUAN KALEA","SAN JOAN KALEA",20010630,20101231
20071,2320,"gipuzkoa","AUZO-TXIKIA AUZOA","AUZOTXIKIA",20010630,20101231
20071,2330,"gipuzkoa","MONTEZKUE AUZOA","MONTESKUE AUZOA",20010630,20101231
20071,2360,"gipuzkoa","SAN ESTEBAN","SAN ESTEBAN AUZOA",20010630,20101231
20071,2390,"gipuzkoa","ZUBEROA AUZUNEA","ZUBEROA AUZOA",20010630,20101231
20071,2391,"gipuzkoa","ZULOAGA AUZUNEA","ZULOAGA AUZOA",20010630,20101231
20071,2393,"gipuzkoa","ALDABA TXIKI AUZOA","ALDABATXIKI AUZOA",20010630,20101231
20071,3110,"gipuzkoa","ALMIRANTE REKALDE KALEA","REKALDE ALMIRANTEAREN KALEA",20010630,20101231
20071,3130,"gipuzkoa","MARTIN J.IRAOLA ETORBIDEA","MARTIN JOSE IRAOLA KALEA",20010630,20101231
20071,3210,"gipuzkoa","AMAROZ AUZUNEA","AMAROTZ AUZOA",20010630,20101231
20071,3320,"gipuzkoa","BIZKAI KALEA","BIZKAIA KALEA",20010630,20101231
20071,3350,"gipuzkoa","IGARALDE KALEA","IGERALDE KALEA",20010630,20101231
20071,3360,"gipuzkoa","IGARONDO KALEA","IGERONDO KALEA",20010630,20101231
20071,3380,"gipuzkoa","IZASKUN ANDRE MARIAREN AUZOA","IZASKUN ANDRE MARIA PLAZA",20010630,20101231
20071,3390,"gipuzkoa","KONDEKO ALDAPA","KONDEANEKO ALDAPA",20010630,20101231
20071,3394,"gipuzkoa","ZABALARRETA LORATEGIAK","ZABALARRETA PARKEA",20010630,20101231
20071,4180,"gipuzkoa","SANTA LUZI AUZOA","SANTA LUTZIA AUZOA",20010630,20101231
20071,6002,"gipuzkoa","ANDRA MARI BIHOTZAREN","ITURRITXIKI PLAZA",20010630,20101231
20071,6006,"gipuzkoa","IURRAMENDI IBILTOKIA","IURRAMENDI PASEALEKUA",20010630,20101231
20071,6007,"gipuzkoa","IURRE AUZUNEA","IURRE AUZOA",20010630,20101231
20071,6010,"gipuzkoa","ANTONIO MARIA LABAIEN","ANTONIO MARIA LABAIEN PLAZA",20010630,20101231
20072,1110,"gipuzkoa","SAN JUAN","SAN JUAN KALEA",20010630,20101231
20072,1120,"gipuzkoa","ESTACION","ESTACION KALEA",20010630,20101231
20072,1130,"gipuzkoa","AZKORTE","AZKORTE KALEA",20010630,20101231
20072,1140,"gipuzkoa","SANTA LEOCADIA","SANTA LEOCADIA KALEA",20010630,20101231
20072,1150,"gipuzkoa","ISIDRO SETIEN","ISIDRO SETIEN KALEA",20010630,20101231
20072,1160,"gipuzkoa","URBITA","URBITA KALEA",20010630,20101231
20072,1180,"gipuzkoa","LANTEGUI, BARRIO","LATEGI BARRIO",20010630,20101231
20072,1210,"gipuzkoa","IDIAZABAL","IDIAZABAL KALEA",20010630,20101231
20072,1220,"gipuzkoa","ZABALETA","ZABALETA KALEA",20010630,20101231
20072,1230,"gipuzkoa","ALDAPETA","ALDAPETA KALEA",20010630,20101231
20072,1240,"gipuzkoa","M. YURRAMENDI","M. YURRAMENDI KALEA",20010630,20101231
20072,1250,"gipuzkoa","LIZARDI","LIZARDI KALEA",20010630,20101231
20072,1260,"gipuzkoa","ARANZUBI","ARANZUBI KALEA",20010630,20101231
20072,1270,"gipuzkoa","TXORITAGAIN","TXORITAGAIN PLAZA",20010630,20101231
20072,1280,"gipuzkoa","HERREROS","LOS HERREROS KALEA",20010630,20101231
20072,1291,"gipuzkoa","ERGOYEN, BARRIO","ERGOIEN BARRIO",20010630,20101231
20072,6001,"gipuzkoa","ZONA INDUSTRIAL","ERGOIEN INDUSTRIALDEA",20010630,20101231
20072,7004,"gipuzkoa","ZELAI-ALDE","ZELAI ALDE KALEA",20010630,20101231
20072,7005,"gipuzkoa","POLIGONO INDUSTRIAL ERRAZTU","ERRATZU INDUSTRIALDEA",20010630,20101231
20072,7006,"gipuzkoa","DENDALDEGI","DENDALDEGI KALEA",20010630,20101231
20073,1210,"gipuzkoa","SAN ESTEBAN AUZOA","URDAIAGA AUZOA",20010630,20101231
20073,1320,"gipuzkoa","TXIKI-ERDI AUZOA","TXIKIERDI AUZOA",20010630,20101231
20074,1220,"gipuzkoa","EGINO MALLEA PLAZA","EGINO-MALLEA PLAZA",20010630,20101231
20075,1110,"gipuzkoa","MAYOR","KALE NAGUSIA",20010630,20101231
20075,1120,"gipuzkoa","TXERMIN","TXERMIN KALEA",20010630,20101231
20075,1140,"gipuzkoa","NUEVA","KALE BERRIA",20010630,20101231
20075,1150,"gipuzkoa","SANTIAGO","SANTIAGO KALEA",20010630,20101231
20075,1160,"gipuzkoa","OTSABI","OTSABI AUZOA",20010630,20101231
20075,1170,"gipuzkoa","ARROA","ARROA AUZOA",20010630,20101231
20075,1190,"gipuzkoa","OTELARRE","OTELARRE AUZOA",20010630,20101231
20075,1192,"gipuzkoa","LEGARRETA","LEGARRETA AUZOA",20010630,20101231
20075,1193,"gipuzkoa","ERROTA","ERROTA KALEA",20010630,20101231
20075,1210,"gipuzkoa","ORIAMENDI","ORIAMENDI AUZOA",20010630,20101231
20075,1220,"gipuzkoa","LARREA","LARREA AUZOA",20010630,20101231
20075,1340,"gipuzkoa","ERNIOBEA","ERNIOBEA KALEA",20010630,20101231
20075,6001,"gipuzkoa","ETXEONDO","ETXEONDO AUZOA",20010630,20101231
20076,1102,"gipuzkoa","SANTA MARIA KALEA","SANTAMARIA-ANDRE MARI KALEA",20010630,20101231
20076,1103,"gipuzkoa","NIKOLAS LEKUONA PLAZA","NICOLAS LEKUONA PLAZA",20010630,20101231
20076,1104,"gipuzkoa","GOITIA KALEA","DOMINGO GOITIA KALEA",20010630,20101231
20076,1105,"gipuzkoa","GOEN KALEA","GOENKALE",20010630,20101231
20076,1108,"gipuzkoa","NAGUSIA PLAZA","PLAZA NAGUSIA",20010630,20101231
20076,1109,"gipuzkoa","EUSKALERRIA KALEA","EUSKAL HERRIA KALEA",20010630,20101231
20076,1110,"gipuzkoa","SAN PEDRO KALEA","DONE PETRI KALEA",20010630,20101231
20076,1112,"gipuzkoa","ARTEAGA KALEA","JOAQUIN JOSE ARTEAGA KALEA",20010630,20101231
20076,1113,"gipuzkoa","JOSEBA REZOLAREN PASEALEKUA","JOSEBA REZOLA PASEALEKUA",20010630,20101231
20076,1203,"gipuzkoa","KALE BERRI","KALE BERRIA",20010630,20101231
20076,1204,"gipuzkoa","GOIHERRI KALEA","GOIERRI KALEA",20010630,20101231
20076,1302,"gipuzkoa","MARIARATZ KALEA","MARIARATS KALEA",20010630,20101231
20076,1305,"gipuzkoa","EGUTERA BIDEA","EGUTERABIDEA",20010630,20101231
20076,1306,"gipuzkoa","IBARBIA KALEA","JOAQUIN IBARBIA KALEA",20010630,20101231
20076,1404,"gipuzkoa","ITURTXO BIDEA","ITURTXOBIDEA",20010630,20101231
20076,1406,"gipuzkoa","ARANA KALEA","JOSE ARANA KALEA",20010630,20101231
20076,1409,"gipuzkoa","FORUEN PASEALEKUA","FORU PASEALEKUA",20010630,20101231
20076,1410,"gipuzkoa","FILIPINETA KALEA","FILIPINAK KALEA",20010630,20101231
20076,1414,"gipuzkoa","JOSE MIEL BARANDIARAN PLAZA","JOSE MIGEL BARANDIARAN PLAZA",20010630,20101231
