"muni","cod_via","prov","old","new","old_date","new_date"
10007,8,"caceres","DESAPARECIDOS AGOSTO 1936 (GUERRA CIVIL ESPANOLA)","DESAPARECIDOS AGOSTO 1936",20101231,20110630
10014,208,"caceres","FINCA LOS RAIZALES","FINCA LOS RAIZALES ALTOS",20101231,20110630
10047,63,"caceres","CARRETERA DE PLASENCIA","PLASENCIA",20101231,20110630
10047,81,"caceres","LA CELADILLA","HUERTOS DEL SANTO",20101231,20110630
10053,42,"caceres","EX-109 KM 37,4","EX-108",20101231,20110630
10104,119,"caceres","CARRETERA JARANDILLA","ALMAZARA",20101231,20110630
10105,282,"caceres","LAS BUTRERAS","BUTRERAS, LAS",20101231,20110630
10105,55,"caceres","TILOS","LOS TILOS",20101231,20110630
10105,710,"caceres","LA BEJARANA","FINCA LA BEJARANA",20101231,20110630
10107,160,"caceres","BARRIO DEL TEJO","DEL TEJO",20101231,20110630
10121,1821,"caceres","EX-106 MIAJADAS-DON BENITO","EX-106 MIAJADAS-DON BENITO, 1 P.K. 2.5",20101231,20110630
10140,102,"caceres","ROMERO TORRES","ROMERO DE TORRES",20101231,20110630
10148,2790,"caceres","MATIAS MONTERO","MANUEL BERMEJO HERNANDEZ",20101231,20110630
10197,3,"caceres","DE EXTREMADURA","EXTREMADURA (DE)",20101231,20110630
10204,56,"caceres","CONDES DE NIEVA","ANGEL CORREAS PENA",20101231,20110630
1052,1080,"alava","CERCADO (EL)","EL CERCADO",20101231,20110630
1059,4790,"alava","RENACIMIENTO","RENACIMIENTO (DEL)",20101231,20110630
11007,1640,"cadiz","COMPLEJO RENDOMAR","RENDOMAR",20101231,20110630
11007,350,"cadiz","COMPLEJO MIRAMAR","MIRAMAR",20101231,20110630
11007,575,"cadiz","REAL (ZAHARA)","REAL (ZAHARA DE LOS ATUNES)",20101231,20110630
11007,902,"cadiz","MATADOR DE TOROS FRANCISCO RIVERA, PAQUIRRI","FRANCISCO RIVERA,PAQUIRRI",20101231,20110630
11025,21,"cadiz","ALCALDE PATINO","MEMORIA HISTORICA (DE LA)",20101231,20110630
11025,263,"cadiz","CUATRO VIENTOS (LOS)","MARIA ESTHER JIMENEZ VILLEGAS",20101231,20110630
11025,442,"cadiz","TRAVESIA","ALFONSO PERALES",20101231,20110630
11027,891,"cadiz","AMERICO VESPUCCI","AMERIGO VESPUCCI",20101231,20110630
11032,11120,"cadiz","VIRGEN DE LA CARIDAD","PADRE LUIS NUNEZ RODRIGUEZ",20101231,20110630
11032,6176,"cadiz","CABO BLANCO","FRAY MARIANO DE SANLUCAR",20101231,20110630
11033,1065,"cadiz","RIBERA DEL GUARAMI","RIBERA DEL GURAMI",20101231,20110630
11035,20,"cadiz","AMADOR DE LOS RIOS","CORONEL FRANCISCO VALDES",20101231,20110630
11035,570,"cadiz","CORONEL MOSCARDO","PRIVILEGIOS",20101231,20110630
12009,20,"castellon","ALCORA","SANTA QUITERIA (L'ALCORA)",20101231,20110630
12031,152,"castellon","NUEVA","HUERTA NOVELLA",20101231,20110630
13015,610,"ciudad real","PLAZA (F)","DR.ANTONIO HERRERO MENCHEN (F)",20101231,20110630
13034,879,"ciudad real","ZONA D","ZONA D (C)",20101231,20110630
13040,21,"ciudad real","IOMAR PARDO TABERA","GUIOMAR PARDO TAVERA",20101231,20110630
13058,325,"ciudad real","PENALVA","PENALBA",20101231,20110630
13058,362,"ciudad real","PENALVA","PENALBA",20101231,20110630
13087,1142,"ciudad real","CAMINO DE LA CALZADA","CALZADA (DE LA)",20101231,20110630
14018,249,"cordoba","ESTE","MATRONA ESTRELLA DE DIOS ZARZA",20101231,20110630
14042,310,"cordoba","BEATO JUAN DE AVILA","SAN JUAN DE AVILA",20101231,20110630
14049,540,"cordoba","CERRO DE LA IGLESIA","STMO. CRISTO DE LA EXPIRACION",20101231,20110630
14051,260,"cordoba","CARDENAL MOHEDANO SAAVEDRA","MOHEDANO SAAVEDRA",20101231,20110630
14051,440,"cordoba","CARRETERA EL GUIJO","GUIJO (EL)",20101231,20110630
14056,127,"cordoba","HEREDAD","HEREDAD (DE)",20101231,20110630
14056,159,"cordoba","PASEO ANTONIO FERNANDEZ","ANTONIO FERNANDEZ",20101231,20110630
14056,319,"cordoba","FRENTE PSJE SAN ANDRES","FRENTE PASAJE SAN ANDRES",20101231,20110630
15053,148,"a coruna","RIBERIA DE SOLLEIROS (A)","RIBEIRA DE SOLLEIROS (A)",20101231,20110630
16033,10,"cuenca","CALVO SOTELO","DULCINEA",20101231,20110630
16033,16,"cuenca","DIVISION AZUL","CONCORDIA",20101231,20110630
16033,22,"cuenca","ENRIQUE FERNANDEZ (DE)","PILAR (DEL)",20101231,20110630
16033,25,"cuenca","EUGENIO PEREZ","CONDESTABLE LUCAS DE IRANZO",20101231,20110630
16033,28,"cuenca","FRANCISCO SALCEDO","JORGE MANRIQUE",20101231,20110630
16033,3,"cuenca","ANTONIO RUIZ","LOPE DE LEON",20101231,20110630
16033,304,"cuenca","MUNOZ GRANDES","CORREOS (DE)",20101231,20110630
16033,31,"cuenca","GERARDO DELGADO","LOS TINTES",20101231,20110630
16033,351,"cuenca","RECAREDO BAILLO","ELENA OSORIO",20101231,20110630
16033,36,"cuenca","JOSE ANTONIO","JUAN PACHECO",20101231,20110630
16033,37,"cuenca","JOSE ANTONIO GONZALEZ","LUIS ANDUJAR",20101231,20110630
16033,39,"cuenca","JULIO HERNANDEZ","LA TERCIA",20101231,20110630
16033,4,"cuenca","ARSENIO RADA","SAN ANDRES",20101231,20110630
16033,40,"cuenca","JULIO ROMERA","PEDRO I",20101231,20110630
16033,59,"cuenca","PEDRO POVEDA","FRANCISCO SANCHEZ, TIO CAMUNAS",20101231,20110630
16033,60,"cuenca","RECAREDO BAILLO","ELENA OSORIO",20101231,20110630
16033,69,"cuenca","SARGENTO CARNAL","CONDE LUCANOR",20101231,20110630
16033,76,"cuenca","URBANO AGUDO","PEDRO PAEZ",20101231,20110630
16048,40,"cuenca","SOTO","MAESTRO DON JOSE LEACHE AYLLON",20101231,20110630
16048,62,"cuenca","CUCHAREROS","CARDENAL JULIAN HERRANZ CASADO",20101231,20110630
16106,14,"cuenca","CALVO SOTELO","AGRUPACION DE PROTECCION CIVIL",20101231,20110630
16106,44,"cuenca","JOSE ANTONIO","ALCALDE PEDRO LOPEZ BREA",20101231,20110630
16118,159,"cuenca","PASEO DE LA ERMITA","ERMITA (LA)",20101231,20110630
16118,176,"cuenca","ROSA (DE LA)","AZAFRAN (DEL)",20101231,20110630
16118,45,"cuenca","VELAZQUEZ","ESTRELLA",20101231,20110630
16118,6,"cuenca","CERVANTES","DIEGO VELAZQUEZ",20101231,20110630
16170,166,"cuenca","ALCOCER","DOCTOR DON VICENTE JIMENEZ",20101231,20110630
16905,88,"cuenca","CAZ DEL MOLINO","CAZ (DEL)",20101231,20110630
16905,90,"cuenca","RIO SAN MARTIN","RIO (DEL)",20101231,20110630
17009,1200,"girona","CAN PONS","PLA DE LA MARGARIDA (DEL)",20101231,20110630
17029,3,"girona","PROCESSO","PROCESSO DE BOADELLA",20101231,20110630
17048,96,"girona","SICARS","BAIXA SICARS",20101231,20110630
17066,451,"girona","CAPRICORNI","CAPRICORN",20101231,20110630
17069,46,"girona","PUIGLLANSADA","PUIGLLANCADA",20101231,20110630
17095,8117,"girona","JARDINS","JARDINS DE SANTA CLOTILDE",20101231,20110630
17118,2510,"girona","SANTIAGO BANERAS Y GODAY","SANTIAGO BANERAS I GODAY",20101231,20110630
17139,199,"girona","ZONA ESPORTIVA","ZONA ESPORTIVA (DE LA)",20101231,20110630
17139,20,"girona","SANT SEBASTIA","COSTA SANT SEBASTIA",20101231,20110630
17139,21,"girona","ESTACIO","ESTACIO (DE L')",20101231,20110630
17139,210,"girona","POCAFARINA","POCAFARINA (DE)",20101231,20110630
17147,220,"girona","CASA FAJULA","ADO-CTRA VALLFOGONA (L')",20101231,20110630
17901,98,"girona","CASSA DE LA SELVA","CASSA DE LA SELVA-CRUILLES",20101231,20110630
18087,10063,"granada","MONJAS (DE LAS)","SANTA LUISA DE MARILLAC",20101231,20110630
18087,1272,"granada","ROSARIO","VIRGEN DEL ROSARIO",20101231,20110630
18087,8576,"granada","MIRA DE AMEZCUA","POETA MIRA DE AMEZCUA",20101231,20110630
18089,437,"granada","BAJO","JESUS CAMPANA HERNANDEZ",20101231,20110630
19192,3,"guadalajara","QUERENCIA","AMPUDIA",20101231,20110630
20044,1114,"gipuzkoa","SAN  LORENTZO KALEA","SAN LORENTZO KALEA",20101231,20110630
20064,1110,"gipuzkoa","DONIBANE","DONIBANE KALEA",20101231,20110630
20064,1120,"gipuzkoa","BONANZA","BONANTZAKO PASEALEKUA",20101231,20110630
20064,1130,"gipuzkoa","CAMINO ARROKAUNDIETA","ARROKAUNDIETABIDEA",20101231,20110630
20064,1210,"gipuzkoa","LEZO-BIDE","LEZOBIDE",20101231,20110630
20064,1220,"gipuzkoa","JOSE JOAKIN OTAEGUI","JOSE JOAKIN OTAEGI PLAZA",20101231,20110630
20064,1230,"gipuzkoa","SAN ROQUE","SAN ROKE KALEA",20101231,20110630
20064,1240,"gipuzkoa","JUAN XXIII","JUAN XXIII KALEA",20101231,20110630
20064,1250,"gipuzkoa","BORDALABORDA","BORDALABORDA KALEA",20101231,20110630
20064,1260,"gipuzkoa","MEIPI","MEIPI KALEA",20101231,20110630
20064,1270,"gipuzkoa","LOURDES-TXIKI","LOURDESTXIKI KALEA",20101231,20110630
20064,2110,"gipuzkoa","SAN PEDRO","SAN PEDRO KALEA",20101231,20110630
20064,2111,"gipuzkoa","ARRAUNLARIEN KALEA","ARRAUNLARI KALEA",20101231,20110630
20064,2120,"gipuzkoa","TORRE ATZE","TORREATZE KALEA",20101231,20110630
20064,2130,"gipuzkoa","ONDARTXO, PASEO DE","ONDARTXOKO PASEALEKUA",20101231,20110630
20064,2140,"gipuzkoa","HERRIKO","HERRIKO PLAZA",20101231,20110630
20064,2150,"gipuzkoa","PASAMAN ALARGUNAREN","PASAMAN ALARGUNAREN KALEA",20101231,20110630
20064,2170,"gipuzkoa","ERREKA","ERREKAKO PLAZA",20101231,20110630
20064,2180,"gipuzkoa","MORALES OLIVER","MORALES OLIVER PLAZA",20101231,20110630
20064,2190,"gipuzkoa","MARQUES DE SEOANE","SEOANE MARKESAREN PLAZA",20101231,20110630
20064,2192,"gipuzkoa","INGENIERO MARKINA","MARKINA INGENIARIAREN KALEA",20101231,20110630
20064,2210,"gipuzkoa","ESNABIDE","ESNABIDE KALEA",20101231,20110630
20064,2220,"gipuzkoa","ESPINOSA DE LOS MONTEROS","ESPINOSA DE LOS MONTEROS KALEA",20101231,20110630
20064,2230,"gipuzkoa","RICARDO ARRILLAGA","RICARDO ARRILLAGA KALEA",20101231,20110630
20064,2240,"gipuzkoa","DANIEL DE CASTELAO","DANIEL DE CASTELAO KALEA",20101231,20110630
20064,2250,"gipuzkoa","URRESTARAZU ANAIAREN","URRESTARAZU ANAIEN KALEA",20101231,20110630
20064,2260,"gipuzkoa","SALINAS","SALINAS KALEA",20101231,20110630
20064,2270,"gipuzkoa","LOS MARINOS","MARINEL KALEA",20101231,20110630
20064,2280,"gipuzkoa","FARO","FAROLAKO BIDEA",20101231,20110630
20064,2310,"gipuzkoa","KAMPITXO","KANPITXO KALEA",20101231,20110630
20064,2320,"gipuzkoa","PABLO-ENEA","PABLOENEA KALEA",20101231,20110630
20064,2330,"gipuzkoa","GRAN SOL","GRAN SOL KALEA",20101231,20110630
20064,2370,"gipuzkoa","BORDA-ENEA","BORDAENEA KALEA",20101231,20110630
20064,2420,"gipuzkoa","PESCADERIA","ARRANDEGI KALEA",20101231,20110630
20064,2430,"gipuzkoa","ARANEDER","ARANEDER KALEA",20101231,20110630
20064,2440,"gipuzkoa","TERRANOVA","TERRANOVA KALEA",20101231,20110630
20064,2520,"gipuzkoa","HERRERA","HERRERA KALEA",20101231,20110630
20064,2530,"gipuzkoa","ADUANA","ADUANA KALEA",20101231,20110630
20064,2540,"gipuzkoa","CONSIGNATARIOS","KONTSIGNATARIO KALEA",20101231,20110630
20064,2550,"gipuzkoa","PUERTO","KAIA KALEA",20101231,20110630
20064,2610,"gipuzkoa","JAIZKIBEL","JAIZKIBEL KALEA",20101231,20110630
20064,2620,"gipuzkoa","N.S. DEL CARMEN","KARMENGO AMA PLAZA",20101231,20110630
20064,2630,"gipuzkoa","F.ANDONAEGI","ANDONAEGI KALEA",20101231,20110630
20064,2640,"gipuzkoa","URGULL","URGULL KALEA",20101231,20110630
20064,2650,"gipuzkoa","SAN SEBASTIAN","DONOSTIA KALEA",20101231,20110630
20064,2710,"gipuzkoa","AZKUENE","AZKUENE KALEA",20101231,20110630
20064,2720,"gipuzkoa","ULIA","ULIA ETORBIDEA",20101231,20110630
20064,2730,"gipuzkoa","MARTIMUNO","MARTIMUNO KALEA",20101231,20110630
20064,2740,"gipuzkoa","TOKI ALAI","TOKIALAI KALEA",20101231,20110630
20064,2750,"gipuzkoa","OIARTZUN","OIARTZUN KALEA",20101231,20110630
20064,2760,"gipuzkoa","IGELDO","IGELDO KALEA",20101231,20110630
20064,2770,"gipuzkoa","MENDIOLA","MENDIOLABIDEA",20101231,20110630
20064,2780,"gipuzkoa","BIDASOA","BIDASOA KALEA",20101231,20110630
20064,2820,"gipuzkoa","RENTERIA","ERRENTERIA KALEA",20101231,20110630
20064,3120,"gipuzkoa","BLAS DE LEZO","BLAS DE LEZO KALEA",20101231,20110630
20064,3130,"gipuzkoa","ESKALANTEGI","ESKALANTEGI KALEA",20101231,20110630
20064,3140,"gipuzkoa","MAIATZAREN LEHENA","MAIATZAREN LEHENA KALEA",20101231,20110630
20064,3150,"gipuzkoa","ZUMALAKARREGI","ZUMALAKARREGI KALEA",20101231,20110630
20064,3220,"gipuzkoa","SAN MARCOS","SANMARKOBIDEA",20101231,20110630
20064,3230,"gipuzkoa","GELASIO ARAMBURU","GELASIO ARANBURU KALEA",20101231,20110630
20064,3240,"gipuzkoa","MANUEL AZURMENDI","MANUEL AZURMENDI KALEA",20101231,20110630
20064,3250,"gipuzkoa","HAMARRETXETA","HAMARRETXETA KALEA",20101231,20110630
20064,3290,"gipuzkoa","VITERI","BITERI PLAZA",20101231,20110630
20064,3340,"gipuzkoa","KUPELDEGI","KUPELDEGI KALEA",20101231,20110630
20064,3350,"gipuzkoa","AXULAR","AXULAR PLAZA",20101231,20110630
20064,3380,"gipuzkoa","AMBITO PORTUARIO","PORTUALDEA",20101231,20110630
20064,6002,"gipuzkoa","CARRETERA LARRABIDE","LARRABIDEKO BIDEA",20101231,20110630
20064,6003,"gipuzkoa","CARRETERA JAIZKIBEL","JAIZKIBELBIDEA",20101231,20110630
20064,6004,"gipuzkoa","DONIBANE, PASEO","DONIBANEKO PASEALEKUA",20101231,20110630
20064,6005,"gipuzkoa","TORREKO, PLAZA","TORREKO PLAZA",20101231,20110630
20064,6006,"gipuzkoa","TIRRI-TARREN, PLAZA","TIRRI-TARREN PLAZA",20101231,20110630
2039,23,"albacete","PRIMO DE RIVERA","LEVANTE (DE)",20101231,20110630
2039,24,"albacete","RAMON FRANCO","EUROPA",20101231,20110630
2039,9,"albacete","ESTEBAN GOMEZ GIL","LIBERTAD (DE LA)",20101231,20110630
21014,184,"huelva","GABIA ONDILLA","GAVIA HONDILLA",20101231,20110630
21021,574,"huelva","HINOJAL EL","EL HINOJAL",20101231,20110630
21021,581,"huelva","JARAMAGAL EL","EL JARAMAGAL",20101231,20110630
21021,675,"huelva","HOYO 2","HOYO 2-AVDA. CRISTOBAL COLON-42",20101231,20110630
21021,724,"huelva","COSTA VERDE","PLAYA VERDE-C/ LAGUNA SECA",20101231,20110630
21021,843,"huelva","JOSE MARIA III-AVDA.","JOSE MARIA III-AVDA. PLAYAS DE CARTAYA",20101231,20110630
21021,90,"huelva","CAMPANA","TRASCAMPANA",20101231,20110630
21025,451,"huelva","PEDRO BARBOSA PARRENO","PEDRO BARBABOSA PARRENO",20101231,20110630
21040,103,"huelva","CANUELO, DEL","CANUELO DEL",20101231,20110630
21040,23,"huelva","TENERIA, DE LA","TENERIA DE LA",20101231,20110630
21040,31,"huelva","CALERA, LA","CALERA LA",20101231,20110630
21060,110,"huelva","SAN JUAN BAUTISTA","JULIAN GONZALEZ VAZ",20101231,20110630
22039,118,"huesca","FUENTE (DE LA)","FUENTE (LA) (FONTELLAS)",20101231,20110630
22125,15751,"huesca","CENTRO REHABILITACION PSI","CENTRO REHABILITACION PSIQUIATRICA",20101231,20110630
22172,52,"huesca","ESCUELA","CAMINO ESCUELAS",20101231,20110630
22250,32,"huesca","LA ESTRELLA","DE FRANCIA",20101231,20110630
22902,47,"huesca","IGLESIA (SANTA ENGRACIA)","PLAZA IGLESIA(SANTA ENGRACIA)",20101231,20110630
23009,1302,"jaen","COMUNIDADES AUTONOMAS (DE LAS)","REINO DE LEON (DEL)",20101231,20110630
23011,299,"jaen","P. R. COBOS","PARROCO ELICIO MARTINEZ",20101231,20110630
23015,33,"jaen","GENERAL DE LAMO PERIS","MARIA ZAMBRANO",20101231,20110630
23050,596,"jaen","TORREQUEBRADILLA","ANTONIO PASCUAL ACOSTA",20101231,20110630
23061,101,"jaen","PILAREJO (DEL)","MONSENOR FERNANDO CHICA ARELLANO",20101231,20110630
23069,5,"jaen","ALFONSO XII","RELIGIOSAS DE SAN JOSE DE GERONA",20101231,20110630
23077,14,"jaen","DIEGO LOPEZ","RAMIRO RIVERA CIRUJANO CARDIOVASCULAR",20101231,20110630
23077,24,"jaen","PEDRO LOPEZ","JUAN BARRANCO GALLARDO",20101231,20110630
24010,664,"leon","REYES CATOLICOS","P.P. ARTURO CABO CARRASCO",20101231,20110630
24100,8,"leon","ATRAS","IGLESIA (LA)",20101231,20110630
24107,40,"leon","FRESNO","ALAMBIQUE",20101231,20110630
24160,24,"leon","ESCUELA 1","ESCUELA (LA)",20101231,20110630
24160,25,"leon","ESCUELA 2","ALBERGUE DON GAIFEROS",20101231,20110630
24160,33,"leon","IGLESIA 1","CIUDAD DE PALLANTIA",20101231,20110630
24160,34,"leon","IGLESIA 2","IGLESIA (LA)",20101231,20110630
24160,55,"leon","SAN MARTIN 1","SAN MARTIN",20101231,20110630
24160,56,"leon","SAN MARTIN 2","SANTOS CORNELIO Y CIPRIANO",20101231,20110630
24160,65,"leon","ZAPARDIEL 1","ZAPARDIEL",20101231,20110630
24160,66,"leon","ZAPARDIEL 2","VINAS (LAS)",20101231,20110630
24160,67,"leon","ZAPARDIEL 3","VALDELASCASAS",20101231,20110630
24160,68,"leon","ZAPARDIEL 4","TORRE (LA)",20101231,20110630
24179,53,"leon","MOLINO (EL)","MARTA VILLAYANDRE BAYON",20101231,20110630
24227,234,"leon","FUENTE DE LOS ENAMORADOS","FUENTE",20101231,20110630
25040,966,"lleida","CARRER BARCELONA CARRER LA GARRIGA","JOSEP TARRADELLAS",20101231,20110630
25209,800,"lleida","BORDA DE PAISAN","DE LA BORDA",20101231,20110630
25211,63,"lleida","SANTIAGO RUSSINYOL","SANTIAGO RUSINOL",20101231,20110630
25211,78,"lleida","RICARD VINYES","RICARD VINES",20101231,20110630
25220,208,"lleida","PALLARS","MARIA RUBIES",20101231,20110630
25222,66,"lleida","AJUNTAMENT (DE L')","ALZINERA (DE L')",20101231,20110630
25231,20,"lleida","LLEIDA","DE LLEIDA",20101231,20110630
25231,23,"lleida","MOLI","DEL MOLI DEL DUCH",20101231,20110630
25231,25,"lleida","VILANOVA","VILANOVA DE LA BARCA",20101231,20110630
25231,59,"lleida","AFORES","PINTOR VILADRICH",20101231,20110630
25231,65,"lleida","BALAGUER","DE BALAGUER",20101231,20110630
26012,13,"la rioja","FUENTE (DE LA)","ALCALDE D. JESUS ANGEL ARNEDO VICENTE (DEL)",20101231,20110630
26018,220,"la rioja","CARRERA","CARRERA DE VICO",20101231,20110630
26041,21,"la rioja","CAMINO BANOS","LIRIOS (LOS)",20101231,20110630
26041,26,"la rioja","JOSE ANTONIO","LUIS MERLO (SACERDOTE)",20101231,20110630
26041,30,"la rioja","CAUDILLO","PILAR (DEL)",20101231,20110630
26041,35,"la rioja","MAYOR","GONZALO DE BERCEO",20101231,20110630
26041,37,"la rioja","REJAS (LAS)","DOMINGO HERNAEZ",20101231,20110630
26041,38,"la rioja","BODEGAS","ORQUIDEAS (LAS)",20101231,20110630
26041,39,"la rioja","JOSE ANTONIO","CALAS (LAS)",20101231,20110630
26047,548,"la rioja","SAN MIGUEL","CAMINO SAN MIGUEL",20101231,20110630
26063,66,"la rioja","ROYO","ROYO-VILLASECA",20101231,20110630
27032,513,"lugo","ALAMEDA (DE LA)","PRESIDENTE FERNANDO GONZALEZ LAXE (DO)",20101231,20110630
27032,514,"lugo","CORUNA (DE LA)","CORUNA (DA)",20101231,20110630
27032,525,"lugo","CAMPO (DEL)","CAMPO (DO)",20101231,20110630
27047,265,"lugo","GUIMAROS (OS)","FEIRA (DA)",20101231,20110630
27050,553,"lugo","TRAMPILLA","TRAMPILLA (A)",20101231,20110630
28008,108,"madrid","VICTIMAS DEL TERRORISMO","VISTILLAS",20101231,20110630
28040,534,"madrid","ANTONIO DE CABEZON","ANTONIO DE CABEZON (DE)",20101231,20110630
28050,262,"madrid","ANTONIO CHENEL ""ANTONETE""","ANTONIO CHENEL ANTONETE",20101231,20110630
28050,264,"madrid","FRANCISCO RIVERA ""PAQUIRRI""","FRANCISCO RIVERA PAQUIRRI",20101231,20110630
28051,166,"madrid","ENGANO","DEHESA VECINAL (DE LA)",20101231,20110630
28065,60431,"madrid","SELMA LAGED LOEF (DE)","SELMA LAGERLOEF (DE)",20101231,20110630
28074,2907,"madrid","CAMINO DE ALCORCON","ELVAS",20101231,20110630
28079,45811,"madrid","3 SUR","DELTA",20101231,20110630
28079,46226,"madrid","CAMINO DEL RIO","MADRE ROSA BLANCO",20101231,20110630
28079,9127,"madrid","ENCINAR DE LOS REYES","EL ENCINAR DE LOS REYES",20101231,20110630
28114,84,"madrid","EL CASTILLO (BAR)","NACIONAL I",20101231,20110630
28176,295,"madrid","M-521 (QUIJORNA)","PANERAS (DE LAS)",20101231,20110630
28178,10019,"madrid","JARDINES","ISAAC PERAL",20101231,20110630
28178,10020,"madrid","REAL SEGOVIANA","RAMON Y CAJAL",20101231,20110630
29067,2150,"malaga","GENERAL MOLA","O'DONNELL",20101231,20110630
29067,2152,"malaga","GENERAL SANJURJO","ESCRITOR ENRIQUE LLOVET",20101231,20110630
30015,1776,"murcia","LORENZO SUAREZ DE FIGUEROA","MAESTRO JOSE ANTONIO RUZAFA",20101231,20110630
30016,11757,"murcia","HOTEL HACIENDA DOS MARES","EDIF. HACIENDA DOS MARES",20101231,20110630
30028,1,"murcia","A","LAVADERO-BENIZAR",20101231,20110630
30028,101,"murcia","LARGA","LARGA-EL SABINAR",20101231,20110630
30028,1019,"murcia","PLAZA","PLAZA-OTOS",20101231,20110630
30028,1039,"murcia","CASA NUEVA (LA)","CASA NUEVA-ROGATIVA",20101231,20110630
30028,1113,"murcia","ODRES","MAYOR-ODRES",20101231,20110630
30028,1136,"murcia","E","OLIVERAS",20101231,20110630
30028,1138,"murcia","F","CORREOS-OTOS",20101231,20110630
30028,1139,"murcia","G","MAZUZA (DE)",20101231,20110630
30028,1140,"murcia","H","ALMECES",20101231,20110630
30028,1141,"murcia","S","ESTRECHA",20101231,20110630
30028,1142,"murcia","T","TORAL",20101231,20110630
30028,1145,"murcia","Q","SABINA ALBAR",20101231,20110630
30028,1146,"murcia","VINAS (DE LAS)","CAMINO DE LA VINA",20101231,20110630
30028,1156,"murcia","O-INAZARES","CUESTA (DE LA)",20101231,20110630
30028,1157,"murcia","I-CANADA DE LA CRUZ","CRUZ (DE LA)",20101231,20110630
30028,1158,"murcia","J-CANADA DE LA CRUZ","CASINO (DEL)",20101231,20110630
30028,1159,"murcia","K-CANADA DE LA CRUZ","PARAISO",20101231,20110630
30028,1161,"murcia","M-CANADA DE LA CRUZ","CERRO DE CASA VIEJA",20101231,20110630
30028,1164,"murcia","N-CANADA DE LA CRUZ","SUIZOS (LOS)",20101231,20110630
30028,1170,"murcia","MOLINO","MOLINO-BENIZAR",20101231,20110630
30028,1172,"murcia","TELECLUB","TELECLUB-OTOS",20101231,20110630
30028,1195,"murcia","UNO","NUEVA-BENIZAR",20101231,20110630
30028,129,"murcia","OTOS","VILLARICOS (EL)",20101231,20110630
30028,156,"murcia","FUENTE-CANADA DE LA CRUZ","FUENTE (DE LA)-CANADA DE LA CRUZ",20101231,20110630
30028,158,"murcia","G-CANADA DE LA CRUZ","TIO MARTIN (DEL)",20101231,20110630
30028,159,"murcia","H-CANADA DE LA CRUZ","CHAPARRAL",20101231,20110630
30028,160,"murcia","ODRES (DE LOS)-ODRES","BARRANCO (DEL)",20101231,20110630
30028,198,"murcia","FUENTE LA TERCIA","FUENTE FRESCA",20101231,20110630
30028,43,"murcia","CASA NUEVA","CASA NUEVA-SAN JUAN",20101231,20110630
30028,47,"murcia","CASA REQUENA","MAYOR-CASA REQUENA",20101231,20110630
30028,7,"murcia","ALONSO","ALONSO-CALAR DE LA SANTA",20101231,20110630
30028,78,"murcia","ERAS","ERAS-OTOS",20101231,20110630
30028,781,"murcia","IGLESIA","IGLESIA-MORATALLA",20101231,20110630
30028,785,"murcia","PARAJE DE LA RISCA","PASAJE DE LA RISCA",20101231,20110630
30028,79,"murcia","ESCUELAS","ESCUELAS-OTOS",20101231,20110630
30028,917,"murcia","CARRETERA","ENTREDICHO (DEL)",20101231,20110630
30028,98,"murcia","INAZARES","HORNO-INAZARES",20101231,20110630
30028,991,"murcia","B","BANCAL DE LA ACEQUIA",20101231,20110630
30028,992,"murcia","C","ABENEYZOR",20101231,20110630
30028,993,"murcia","D","SOCOVOS-BENIZAR",20101231,20110630
30030,14103,"murcia","FEDERICO GARCIA LORCA","MARIA GOYRI",20101231,20110630
30030,14817,"murcia","ORFEO","HERACLITO",20101231,20110630
30030,15030,"murcia","COLUMBARES","JOSE ARCE JIMENEZ",20101231,20110630
30030,6255,"murcia","PITO","TAJO-SEGURA",20101231,20110630
3005,61,"alicante","HERMANOS MONTEZ","MARTINEZ",20101231,20110630
3023,94,"alicante","FINLANDIA","MESTRE ANTONIO PORTO",20101231,20110630
3025,116,"alicante","PROLONGACION JOSE MARIA PUCHAES","JOSE MARIA PUCHAES",20101231,20110630
3031,4150,"alicante","PP 6/1 XIXO","PRESIDENTE ADOLFO SUAREZ",20101231,20110630
3033,34,"alicante","RAVALET","RAVALET DEL ALCALDE RAMON ROMA ORDINEZ",20101231,20110630
3065,5401,"alicante","IL LICITA ABSENT (DEL)","IL.LICITA ABSENT (DEL)",20101231,20110630
3096,402,"alicante","HUERTO DE LAS MONJAS","RAMON SEMPERE QUILIS",20101231,20110630
31010,13,"navarra","ERMITAKO","ERMITA",20101231,20110630
31010,16,"navarra","GELTOKI","GELTOKI/DE LA ESTACION",20101231,20110630
31010,166,"navarra","GASTEIZKO ETORBIDEA","GASTEIZKO ETORBIDEA/AVENIDA DE VITORIA",20101231,20110630
31010,18,"navarra","FERIALEKU","FERIALDEKO/DEL FERIAL",20101231,20110630
31010,187,"navarra","JUANMARIZUBI","JUANMARIZUBIRI/PUENTE SECO",20101231,20110630
31010,19,"navarra","PILOTAJOKO ZEHARBIDEA","PILOTAJOKO ZEHARBIDEA/TRAVESIA DEL FRONTON",20101231,20110630
31010,191,"navarra","LAEEZABAL","LARREZABAL/LARRESAL",20101231,20110630
31010,192,"navarra","ALDAGOITIA","ALDAGOITIA/ALDAUTIA",20101231,20110630
31010,195,"navarra","KABALDEKO BIDEA","KABALDEKO BIDEA/CAMINO DE LA CAVA",20101231,20110630
