"muni_code","muni_name","total","h_u25","h_25_40","h_a40","m_u25","m_25_40","m_a40","agricultura","industria","construccion","servicios","sin_empleo_anterior","prov"
8225,"sant marti d'albars",5,NA,1,1,NA,NA,3,NA,3,NA,2,NA,"barcelona"
8224,"sant marti de centelles",90,2,11,25,3,24,25,2,14,6,62,6,"barcelona"
8226,"sant marti de tous",51,1,7,13,NA,14,16,2,14,1,33,1,"barcelona"
8227,"sant marti sarroca",171,10,31,32,5,50,43,16,25,15,105,10,"barcelona"
8228,"sant marti sesgueioles",21,1,3,4,NA,4,9,NA,8,NA,13,NA,"barcelona"
8229,"sant mateu de bages",21,NA,5,6,0,5,5,1,7,2,11,0,"barcelona"
8192,"santpedor",369,12,58,80,8,93,118,6,74,38,240,11,"barcelona"
8231,"sant pere de ribes",2526,80,460,616,63,595,712,69,249,341,1742,125,"barcelona"
8232,"sant pere de riudebitlles",119,4,17,27,3,31,37,3,29,12,66,9,"barcelona"
8233,"sant pere de torello",132,8,20,23,3,29,49,6,41,8,64,13,"barcelona"
8234,"sant pere de vilamajor",265,10,41,71,10,52,81,2,39,21,191,12,"barcelona"
8189,"sant pere sallavinera",4,1,0,2,NA,NA,1,NA,1,NA,3,NA,"barcelona"
8235,"sant pol de mar",240,7,40,57,4,51,81,6,21,19,186,8,"barcelona"
8236,"sant quinti de mediona",166,3,30,39,4,42,48,16,36,16,84,14,"barcelona"
8237,"sant quirze de besora",97,4,12,21,5,17,38,3,30,8,51,5,"barcelona"
8238,"sant quirze del valles",863,32,140,185,14,192,300,2,168,60,589,44,"barcelona"
8239,"sant quirze safaja",19,NA,4,7,NA,2,6,1,5,0,13,NA,"barcelona"
8240,"sant sadurni d'anoia",672,27,115,133,21,164,212,48,135,33,409,47,"barcelona"
8241,"sant sadurni d'osormort",4,NA,0,1,NA,1,2,1,NA,NA,2,1,"barcelona"
8098,"sant salvador de guardiola",187,7,28,44,6,41,61,4,25,21,132,5,"barcelona"
8262,"sant vicenc de castellet",809,20,156,191,17,173,252,19,151,91,500,48,"barcelona"
8263,"sant vicenc dels horts",2516,100,459,565,94,565,733,22,445,291,1580,178,"barcelona"
8264,"sant vicenc de montalt",241,9,29,62,7,47,87,2,31,15,188,5,"barcelona"
8265,"sant vicenc de torello",101,4,12,24,4,21,36,NA,30,4,63,4,"barcelona"
8267,"sentmenat",548,17,98,104,10,140,179,2,137,45,339,25,"barcelona"
8269,"seva",167,4,21,49,3,27,63,3,37,20,102,5,"barcelona"
8270,"sitges",1370,31,258,359,30,260,432,4,105,81,1138,42,"barcelona"
8271,"sobremunt",4,NA,2,1,0,1,NA,NA,0,NA,4,0,"barcelona"
8272,"sora",10,2,2,0,NA,4,2,1,1,NA,7,1,"barcelona"
8273,"subirats",154,4,22,36,1,43,48,3,28,8,103,12,"barcelona"
8274,"suria",355,14,49,77,14,62,139,3,92,21,226,13,"barcelona"
8276,"tagamanent",18,NA,4,3,NA,7,4,0,1,1,14,2,"barcelona"
8277,"talamanca",6,NA,0,1,NA,4,1,NA,1,NA,5,NA,"barcelona"
8278,"taradell",333,12,45,85,12,55,124,2,81,29,195,26,"barcelona"
8275,"tavernoles",5,NA,1,2,NA,1,1,NA,NA,NA,5,NA,"barcelona"
8280,"tavertet",8,NA,1,3,NA,2,2,NA,1,NA,7,NA,"barcelona"
8281,"teia",240,5,47,58,5,44,81,6,32,17,180,5,"barcelona"
8279,"terrassa",19018,645,3773,4346,604,4371,5279,168,3052,2846,11224,1728,"barcelona"
8282,"tiana",360,4,62,70,6,79,139,1,53,27,269,10,"barcelona"
8283,"tona",480,22,87,97,14,84,176,6,131,42,275,26,"barcelona"
8284,"tordera",1438,49,289,317,44,368,371,45,183,160,992,58,"barcelona"
8285,"torello",921,33,154,195,31,176,332,19,230,81,498,93,"barcelona"
8286,"torre de claramunt, la",336,14,49,73,16,76,108,5,78,33,201,19,"barcelona"
8287,"torrelavit",59,5,8,10,4,13,19,2,14,1,37,5,"barcelona"
8288,"torrelles de foix",222,11,32,67,5,47,60,16,38,30,118,20,"barcelona"
8289,"torrelles de llobregat",330,12,48,82,5,79,104,4,53,32,227,14,"barcelona"
8290,"ullastrell",93,2,16,18,1,24,32,1,15,5,70,2,"barcelona"
8291,"vacarisses",427,18,65,98,12,101,133,1,85,51,275,15,"barcelona"
8292,"vallbona d'anoia",118,4,20,30,2,26,36,2,26,12,75,3,"barcelona"
8293,"vallcebre",13,2,2,1,NA,4,4,NA,2,1,10,NA,"barcelona"
8294,"vallgorguina",165,3,34,32,2,50,44,NA,27,10,122,6,"barcelona"
8295,"vallirana",976,31,183,236,20,231,275,11,143,122,657,43,"barcelona"
8296,"vallromanes",94,4,9,28,2,13,38,0,19,5,70,0,"barcelona"
8297,"veciana",3,NA,1,1,NA,NA,1,NA,1,NA,2,NA,"barcelona"
8298,"vic",3297,123,676,719,133,800,846,55,584,283,1891,484,"barcelona"
8299,"vilada",37,0,3,18,1,3,12,NA,10,5,22,NA,"barcelona"
8301,"viladecans",4923,225,884,1102,161,1122,1429,36,656,573,3348,310,"barcelona"
8300,"viladecavalls",475,21,66,96,16,104,172,2,90,47,314,22,"barcelona"
8305,"vilafranca del penedes",3208,117,713,645,130,789,814,286,419,268,1995,240,"barcelona"
8306,"vilalba sasserra",45,1,8,5,2,16,13,NA,6,5,31,3,"barcelona"
8302,"vilanova del cami",1340,65,218,268,59,307,423,28,346,101,745,120,"barcelona"
8902,"vilanova del valles",277,12,32,63,3,78,89,3,49,22,195,8,"barcelona"
8303,"vilanova de sau",13,NA,1,4,NA,2,6,1,NA,1,11,NA,"barcelona"
8307,"vilanova i la geltru",5383,185,1022,1271,149,1174,1582,88,625,618,3758,294,"barcelona"
8214,"vilassar de dalt",489,5,98,130,6,101,149,7,78,58,335,11,"barcelona"
8219,"vilassar de mar",1015,29,173,237,17,217,342,19,123,90,735,48,"barcelona"
8304,"vilobi del penedes",47,2,7,12,2,18,6,4,5,6,28,4,"barcelona"
8308,"viver i serrateix",8,NA,1,3,NA,1,3,1,2,NA,4,1,"barcelona"
48001,"abadino",409,20,90,57,22,112,108,3,88,24,255,39,"bizkaia"
48002,"abanto y ciervana-abanto zierbena",908,28,214,206,30,236,194,9,108,139,564,88,"bizkaia"
48911,"ajangiz",17,0,4,7,NA,3,3,1,6,2,8,NA,"bizkaia"
48912,"alonsotegi",286,13,65,63,11,85,49,12,30,35,183,26,"bizkaia"
48003,"amorebieta-etxano",1036,26,221,205,23,318,243,24,183,83,668,78,"bizkaia"
48004,"amoroto",12,NA,5,2,NA,4,1,NA,1,1,9,1,"bizkaia"
48005,"arakaldo",8,0,2,3,NA,1,2,1,1,1,3,2,"bizkaia"
48006,"arantzazu",14,2,1,2,0,5,4,1,1,1,10,1,"bizkaia"
48093,"areatza",83,1,19,24,3,18,18,1,22,10,41,9,"bizkaia"
48009,"arrankudiaga",39,0,6,7,0,11,15,0,7,2,30,0,"bizkaia"
48914,"arratzu",13,1,4,0,0,4,4,NA,3,1,7,2,"bizkaia"
48010,"arrieta",23,3,2,4,1,5,8,2,6,1,13,1,"bizkaia"
48011,"arrigorriaga",939,29,187,215,31,209,268,11,145,97,595,91,"bizkaia"
48023,"artea",35,0,7,14,0,3,11,0,2,4,28,1,"bizkaia"
48008,"artzentales",59,2,7,23,2,12,13,3,3,11,34,8,"bizkaia"
48091,"atxondo",56,0,8,7,2,23,16,1,10,3,39,3,"bizkaia"
48070,"aulesti",14,NA,2,5,1,3,3,0,2,2,9,1,"bizkaia"
48012,"bakio",168,1,45,32,7,48,35,3,31,8,119,7,"bizkaia"
48090,"balmaseda",748,24,148,169,15,222,170,17,100,71,462,98,"bizkaia"
48013,"barakaldo",8647,216,1973,1942,193,2316,2007,106,886,1250,5538,867,"bizkaia"
48014,"barrika",95,0,23,26,2,23,21,NA,11,12,69,3,"bizkaia"
48015,"basauri",3487,114,728,742,97,855,951,43,467,398,2213,366,"bizkaia"
48092,"bedia",63,2,17,14,0,14,16,2,14,5,41,1,"bizkaia"
48016,"berango",356,9,77,75,6,97,92,1,39,29,268,19,"bizkaia"
48017,"bermeo",1104,46,313,198,41,290,216,47,171,119,623,144,"bizkaia"
48018,"berriatua",63,3,20,12,2,19,7,5,18,5,32,3,"bizkaia"
48019,"berriz",258,4,64,38,12,82,58,7,69,13,143,26,"bizkaia"
48020,"bilbao",29215,821,6559,6486,853,7005,7491,559,2480,3130,19446,3600,"bizkaia"
48021,"busturia",126,3,38,26,5,28,26,7,15,11,79,14,"bizkaia"
48901,"derio",347,10,67,77,6,113,74,3,50,30,240,24,"bizkaia"
48026,"dima",61,1,8,16,2,19,15,2,12,7,37,3,"bizkaia"
48027,"durango",1773,49,408,325,55,536,400,32,371,123,1069,178,"bizkaia"
48028,"ea",45,NA,11,13,0,11,10,1,11,5,26,2,"bizkaia"
48031,"elantxobe",15,NA,5,1,0,5,4,NA,3,2,10,NA,"bizkaia"
48032,"elorrio",310,7,54,60,9,99,81,1,88,23,166,32,"bizkaia"
48902,"erandio",1911,55,491,427,32,496,410,37,213,256,1266,139,"bizkaia"
48033,"ereno",6,1,1,NA,NA,3,1,NA,1,0,5,0,"bizkaia"
48034,"ermua",1028,21,207,213,22,296,269,14,253,96,584,81,"bizkaia"
48079,"errigoiti",28,1,7,8,1,7,4,NA,5,3,17,3,"bizkaia"
48029,"etxebarri",717,25,153,150,22,182,185,7,93,121,436,60,"bizkaia"
48030,"etxebarria",21,1,3,5,1,9,2,2,11,0,7,1,"bizkaia"
48906,"forua",56,3,11,12,3,11,16,NA,12,6,30,8,"bizkaia"
48035,"fruiz",31,0,8,5,NA,14,4,NA,2,2,27,NA,"bizkaia"
48036,"galdakao",1913,47,380,392,56,480,558,24,315,181,1246,147,"bizkaia"
48037,"galdames",63,0,13,20,1,15,14,1,5,6,48,3,"bizkaia"
48038,"gamiz-fika",70,3,12,17,0,15,23,1,10,3,50,6,"bizkaia"
48039,"garai",12,NA,1,3,NA,3,5,NA,2,NA,8,2,"bizkaia"
48040,"gatika",83,1,20,20,1,23,18,3,24,10,43,3,"bizkaia"
48041,"gautegiz arteaga",41,2,8,12,2,10,7,0,9,6,21,5,"bizkaia"
48046,"gernika-lumo",1203,28,279,230,42,342,282,21,219,97,687,179,"bizkaia"
48044,"getxo",4284,77,966,876,93,1075,1197,38,437,310,3148,351,"bizkaia"
48047,"gizaburuaga",6,NA,1,1,2,1,1,0,2,NA,4,NA,"bizkaia"
48042,"gordexola",89,1,21,26,4,18,19,2,13,4,59,11,"bizkaia"
48043,"gorliz",391,10,96,84,8,98,95,6,49,33,280,23,"bizkaia"
48045,"guenes",598,18,136,132,24,169,119,23,67,48,381,79,"bizkaia"
48048,"ibarrangelu",37,1,10,10,0,8,8,NA,3,4,29,1,"bizkaia"
48094,"igorre",251,5,48,47,6,86,59,6,47,23,144,31,"bizkaia"
48049,"ispaster",26,1,9,7,0,8,1,1,3,1,20,1,"bizkaia"
48910,"iurreta",252,3,64,44,9,68,64,2,75,16,140,19,"bizkaia"
48050,"izurtza",11,NA,5,3,1,1,1,1,2,0,7,1,"bizkaia"
48022,"karrantza harana/valle de carranza",249,8,63,62,6,74,36,24,21,30,155,19,"bizkaia"
48907,"kortezubi",15,NA,1,5,0,6,3,0,0,3,10,2,"bizkaia"
48051,"lanestosa",17,0,3,4,0,4,6,1,1,1,11,3,"bizkaia"
48052,"larrabetzu",96,1,31,22,0,26,16,3,17,8,68,0,"bizkaia"
48053,"laukiz",46,1,9,12,NA,15,9,NA,9,2,32,3,"bizkaia"
48054,"leioa",1972,45,482,395,38,521,491,26,236,203,1370,137,"bizkaia"
48057,"lekeitio",306,5,71,72,11,74,73,13,63,12,198,20,"bizkaia"
48055,"lemoa",249,5,49,61,6,71,57,5,63,28,134,19,"bizkaia"
48056,"lemoiz",72,4,15,20,1,18,14,1,7,12,48,4,"bizkaia"
48081,"lezama",109,3,16,20,1,30,39,1,22,3,75,8,"bizkaia"
48903,"loiu",82,4,14,18,1,23,22,2,13,7,56,4,"bizkaia"
48058,"mallabia",43,3,6,8,1,14,11,0,5,6,25,7,"bizkaia"
48059,"manaria",28,NA,9,5,0,10,4,1,7,3,14,3,"bizkaia"
48060,"markina-xemein",224,7,71,53,5,58,30,27,65,11,104,17,"bizkaia"
48061,"maruri-jatabe",36,1,9,6,1,10,9,2,9,2,21,2,"bizkaia"
48062,"mendata",11,1,2,3,NA,3,2,NA,2,1,8,NA,"bizkaia"
48063,"mendexa",17,0,4,7,0,5,1,0,6,2,9,0,"bizkaia"
48064,"menaka",23,1,6,5,0,5,6,NA,5,2,16,0,"bizkaia"
48066,"morga",18,0,5,4,NA,5,4,1,4,2,11,0,"bizkaia"
48068,"mundaka",94,2,26,21,1,24,20,1,12,10,59,12,"bizkaia"
48069,"mungia",1023,31,241,161,24,294,272,24,173,71,678,77,"bizkaia"
48007,"munitibar-arbatzegi gerrikaitz",21,0,4,7,NA,6,4,1,3,4,13,0,"bizkaia"
48908,"murueta",13,0,2,4,1,3,3,NA,0,1,10,2,"bizkaia"
48071,"muskiz",625,12,170,132,13,172,126,6,72,107,393,47,"bizkaia"
48067,"muxika",69,2,13,17,2,17,18,5,10,7,40,7,"bizkaia"
48909,"nabarniz",9,0,2,5,NA,2,0,NA,0,1,6,2,"bizkaia"
48073,"ondarroa",524,18,136,106,18,128,118,37,157,18,278,34,"bizkaia"
48075,"orozko",88,3,20,22,2,26,15,5,9,15,53,6,"bizkaia"
48083,"ortuella",749,25,154,164,21,201,184,4,93,113,467,72,"bizkaia"
48072,"otxandio",62,1,13,11,4,15,18,3,10,1,40,8,"bizkaia"
48077,"plentzia",277,7,65,63,4,64,74,4,29,28,191,25,"bizkaia"
48078,"portugalete",3687,86,822,825,93,850,1011,33,405,454,2449,346,"bizkaia"
48082,"santurtzi",4183,129,964,952,107,1028,1003,48,385,653,2610,487,"bizkaia"
48084,"sestao",3152,102,741,741,111,780,677,81,295,395,2030,351,"bizkaia"
48904,"sondika",261,4,51,61,9,65,71,2,42,26,168,23,"bizkaia"
48085,"sopelana",781,13,180,168,14,199,207,5,109,61,560,46,"bizkaia"
48086,"sopuerta",175,4,42,34,5,51,39,5,26,19,109,16,"bizkaia"
48076,"sukarrieta",22,1,3,8,0,3,7,1,4,1,13,3,"bizkaia"
48087,"trucios-turtzioz",43,1,7,11,1,10,13,1,3,8,31,0,"bizkaia"
48088,"ubide",6,NA,0,2,NA,2,2,2,0,NA,3,1,"bizkaia"
48065,"ugao-miraballes",314,5,82,67,11,76,73,6,43,44,195,26,"bizkaia"
48089,"urduliz",227,12,51,45,3,64,52,4,34,17,158,14,"bizkaia"
48074,"urduna/orduna",287,4,56,57,5,81,84,7,56,27,183,14,"bizkaia"
48080,"valle de trapaga-trapagaran",939,21,222,233,20,227,216,9,125,133,600,72,"bizkaia"
48095,"zaldibar",162,2,45,21,6,54,34,3,34,14,96,15,"bizkaia"
48096,"zalla",832,25,192,159,14,218,224,36,104,82,509,101,"bizkaia"
48905,"zamudio",188,3,49,35,7,56,38,0,35,12,128,13,"bizkaia"
48097,"zaratamo",119,6,22,30,9,28,24,3,13,14,77,12,"bizkaia"
48024,"zeanuri",43,1,12,12,0,10,8,1,8,5,28,1,"bizkaia"
48025,"zeberio",50,2,14,10,1,12,11,2,5,6,35,2,"bizkaia"
48913,"zierbena",120,3,35,28,4,22,28,1,20,19,72,8,"bizkaia"
48915,"ziortza-bolibar",14,1,1,3,2,4,3,NA,1,1,10,2,"bizkaia"
9001,"abajas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9003,"adrada de haza",17,1,1,5,1,4,5,4,2,1,9,1,"burgos"
9006,"aguas candidas",3,0,NA,2,NA,0,1,NA,NA,NA,3,0,"burgos"
9007,"aguilar de bureba",4,NA,NA,0,NA,1,3,NA,1,NA,3,NA,"burgos"
9009,"albillos",19,NA,2,7,0,8,2,NA,4,4,11,0,"burgos"
9010,"alcocero de mola",3,NA,1,2,NA,NA,NA,1,1,NA,1,NA,"burgos"
9011,"alfoz de bricia",1,NA,NA,1,NA,NA,0,NA,1,NA,0,NA,"burgos"
9907,"alfoz de quintanaduenas",160,3,31,37,4,49,36,3,15,11,102,29,"burgos"
9012,"alfoz de santa gadea",2,NA,NA,1,NA,NA,1,0,NA,NA,2,NA,"burgos"
9013,"altable",3,NA,NA,1,1,NA,1,NA,NA,NA,2,1,"burgos"
9014,"altos, los",4,NA,1,2,NA,NA,1,NA,0,2,2,NA,"burgos"
9016,"ameyugo",4,NA,2,NA,NA,1,1,NA,NA,1,3,NA,"burgos"
9017,"anguix",4,NA,3,0,NA,NA,1,1,0,NA,3,NA,"burgos"
9018,"aranda de duero",2831,120,438,548,135,738,852,486,370,190,1566,219,"burgos"
9019,"arandilla",13,0,2,3,NA,3,5,2,1,NA,10,NA,"burgos"
9020,"arauzo de miel",25,1,5,8,1,5,5,5,3,9,8,NA,"burgos"
9021,"arauzo de salce",2,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"burgos"
9022,"arauzo de torre",3,NA,NA,2,NA,NA,1,NA,1,NA,2,NA,"burgos"
9023,"arcos",86,2,11,14,1,37,21,1,10,7,65,3,"burgos"
9024,"arenillas de riopisuerga",19,3,3,4,3,4,2,3,3,1,9,3,"burgos"
9025,"arija",5,NA,1,2,NA,2,NA,0,NA,3,2,NA,"burgos"
9026,"arlanzon",29,0,7,9,2,2,9,1,7,4,16,1,"burgos"
9027,"arraya de oca",6,NA,1,3,NA,1,1,NA,NA,2,4,NA,"burgos"
9029,"atapuerca",11,1,2,4,1,1,2,NA,1,1,9,NA,"burgos"
9030,"ausines, los",4,NA,2,1,NA,NA,1,NA,1,1,2,NA,"burgos"
9032,"avellanosa de muno",4,NA,1,NA,NA,0,3,2,NA,NA,2,NA,"burgos"
9033,"bahabon de esgueva",3,NA,1,1,NA,1,0,1,0,NA,2,NA,"burgos"
9034,"balbases, los",12,NA,0,7,NA,1,4,0,1,2,8,1,"burgos"
9035,"banos de valdearados",27,1,4,14,NA,6,2,3,6,9,7,2,"burgos"
9036,"banuelos de bureba",4,NA,1,1,NA,1,1,NA,NA,NA,4,NA,"burgos"
9037,"barbadillo de herreros",3,NA,0,3,NA,NA,NA,NA,0,NA,3,NA,"burgos"
9038,"barbadillo del mercado",4,NA,0,3,NA,NA,1,NA,NA,2,2,NA,"burgos"
9039,"barbadillo del pez",9,NA,3,4,NA,NA,2,2,NA,3,1,3,"burgos"
9041,"barrio de muno",0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,"burgos"
9043,"barrios de bureba, los",2,NA,1,1,NA,NA,0,NA,1,NA,1,NA,"burgos"
9044,"barrios de colina",3,NA,2,NA,NA,NA,1,NA,1,NA,2,NA,"burgos"
9045,"basconcillos del tozo",13,1,1,5,NA,0,6,1,1,2,9,0,"burgos"
9046,"bascunana",1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"burgos"
9047,"belbimbre",0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"burgos"
9048,"belorado",124,3,23,26,4,35,33,6,21,8,82,7,"burgos"
9050,"berberana",4,NA,3,NA,NA,NA,1,NA,NA,NA,4,NA,"burgos"
9051,"berlangas de roa",7,NA,2,3,NA,NA,2,1,1,1,4,NA,"burgos"
9052,"berzosa de bureba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9054,"bozoo",5,0,1,2,NA,1,1,NA,1,1,3,NA,"burgos"
9055,"brazacorta",6,1,2,1,NA,2,NA,1,NA,NA,5,NA,"burgos"
9056,"briviesca",791,42,123,177,29,177,243,35,181,78,446,51,"burgos"
9057,"bugedo",8,NA,0,1,1,3,3,NA,3,0,5,NA,"burgos"
9058,"buniel",30,0,7,10,1,6,6,NA,2,1,27,NA,"burgos"
9059,"burgos",13975,620,2632,2763,582,3561,3817,394,1988,1378,9034,1181,"burgos"
9060,"busto de bureba",7,NA,NA,2,NA,1,4,NA,3,NA,4,NA,"burgos"
9061,"cabanes de esgueva",4,NA,1,1,NA,2,NA,0,1,0,3,NA,"burgos"
9062,"cabezon de la sierra",2,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,"burgos"
9064,"caleruega",30,NA,6,6,1,10,7,6,1,2,21,NA,"burgos"
9065,"campillo de aranda",12,1,5,3,1,1,1,7,2,NA,2,1,"burgos"
9066,"campolara",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9067,"canicosa de la sierra",40,4,3,16,2,11,4,7,2,7,22,2,"burgos"
9068,"cantabrana",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9070,"carazo",2,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,"burgos"
9071,"carcedo de bureba",3,NA,NA,2,NA,NA,1,NA,1,NA,1,1,"burgos"
9072,"carcedo de burgos",21,NA,6,5,2,4,4,NA,2,3,14,2,"burgos"
9073,"cardenadijo",79,2,13,15,NA,35,14,1,16,17,44,1,"burgos"
9074,"cardenajimeno",72,4,13,18,3,16,18,1,8,9,53,1,"burgos"
9075,"cardenuela riopico",7,NA,1,NA,NA,5,1,NA,1,NA,6,NA,"burgos"
9076,"carrias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9077,"cascajares de bureba",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9078,"cascajares de la sierra",0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,"burgos"
9079,"castellanos de castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9082,"castildelgado",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"burgos"
9083,"castil de peones",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9084,"castrillo de la reina",16,1,0,9,1,4,1,1,1,7,6,1,"burgos"
9085,"castrillo de la vega",44,2,10,13,1,11,7,7,10,1,23,3,"burgos"
9086,"castrillo del val",33,0,1,7,3,13,9,0,6,3,23,1,"burgos"
9088,"castrillo de riopisuerga",2,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,"burgos"
9090,"castrillo matajudios",1,NA,NA,1,NA,0,NA,NA,1,NA,0,NA,"burgos"
9091,"castrojeriz",36,NA,6,9,1,10,10,NA,3,5,25,3,"burgos"
9063,"cavia",6,2,0,0,2,1,1,1,NA,NA,4,1,"burgos"
9093,"cayuela",14,1,3,NA,NA,7,3,1,2,2,9,NA,"burgos"
9094,"cebrecos",6,NA,3,2,NA,0,1,2,NA,NA,4,NA,"burgos"
9095,"celada del camino",5,NA,1,2,NA,1,1,NA,NA,NA,5,0,"burgos"
9098,"cerezo de rio tiron",32,NA,8,3,0,10,11,2,17,NA,13,NA,"burgos"
9100,"cerraton de juarros",2,NA,0,1,NA,1,NA,NA,NA,NA,2,NA,"burgos"
9101,"ciadoncha",5,NA,1,NA,1,1,2,NA,NA,NA,5,NA,"burgos"
9102,"cillaperlata",5,NA,1,2,NA,1,1,NA,NA,NA,4,1,"burgos"
9103,"cilleruelo de abajo",8,NA,1,5,NA,0,2,2,NA,3,2,1,"burgos"
9104,"cilleruelo de arriba",1,NA,0,NA,NA,1,NA,NA,0,NA,1,NA,"burgos"
9105,"ciruelos de cervera",0,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,"burgos"
9108,"cogollos",36,1,3,11,NA,12,9,2,6,4,24,NA,"burgos"
9109,"condado de trevino",31,1,7,6,1,15,1,1,4,3,22,1,"burgos"
9110,"contreras",2,NA,NA,2,NA,NA,0,NA,1,NA,1,NA,"burgos"
9112,"coruna del conde",0,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,"burgos"
9113,"covarrubias",22,1,6,8,NA,4,3,1,5,5,11,0,"burgos"
9114,"cubillo del campo",4,1,NA,1,NA,1,1,1,NA,0,2,1,"burgos"
9115,"cubo de bureba",9,1,NA,6,NA,1,1,NA,3,1,5,NA,"burgos"
9117,"cueva de roa, la",13,1,6,3,1,0,2,8,1,2,2,NA,"burgos"
9119,"cuevas de san clemente",1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,"burgos"
9120,"encio",3,NA,1,2,NA,NA,0,NA,2,1,0,NA,"burgos"
9122,"espinosa de cervera",3,NA,1,1,NA,NA,1,NA,1,NA,2,NA,"burgos"
9123,"espinosa del camino",2,NA,NA,1,NA,NA,1,NA,NA,NA,2,NA,"burgos"
9124,"espinosa de los monteros",147,9,27,43,2,25,41,9,19,17,94,8,"burgos"
9125,"estepar",23,NA,1,16,NA,3,3,1,1,3,18,NA,"burgos"
9127,"fontioso",6,NA,0,2,NA,1,3,1,NA,NA,5,NA,"burgos"
9128,"frandovinez",3,NA,NA,1,NA,1,1,NA,1,NA,2,NA,"burgos"
9129,"fresneda de la sierra tiron",4,NA,1,0,NA,3,NA,0,1,1,2,NA,"burgos"
9130,"fresnena",1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,"burgos"
9131,"fresnillo de las duenas",29,2,4,9,1,7,6,3,6,2,15,3,"burgos"
9132,"fresno de rio tiron",9,NA,4,1,2,1,1,NA,2,1,4,2,"burgos"
9133,"fresno de rodilla",3,NA,2,NA,NA,NA,1,1,NA,1,1,NA,"burgos"
9134,"frias",26,1,5,11,NA,3,6,3,NA,3,19,1,"burgos"
9135,"fuentebureba",2,NA,NA,0,NA,1,1,NA,NA,0,2,NA,"burgos"
9136,"fuentecen",11,NA,0,7,NA,2,2,1,0,NA,9,1,"burgos"
9137,"fuentelcesped",13,2,1,3,1,3,3,2,5,1,5,NA,"burgos"
9138,"fuentelisendo",3,1,0,1,NA,NA,1,2,NA,0,1,NA,"burgos"
9139,"fuentemolinos",2,NA,NA,2,NA,0,NA,NA,1,1,0,NA,"burgos"
9140,"fuentenebro",14,2,4,4,0,2,2,2,4,1,6,1,"burgos"
9141,"fuentespina",37,1,2,7,NA,13,14,1,6,2,28,0,"burgos"
9143,"galbarros",0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,"burgos"
9144,"gallega, la",1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,"burgos"
9148,"grijalba",2,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,"burgos"
9149,"grisalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"burgos"
9151,"gumiel de izan",30,0,4,12,1,7,6,5,3,2,19,1,"burgos"
9152,"gumiel de mercado",37,3,7,16,NA,6,5,19,5,1,12,NA,"burgos"
9154,"hacinas",9,NA,0,5,0,2,2,NA,2,2,5,0,"burgos"
9155,"haza",1,NA,0,1,NA,NA,NA,NA,NA,1,0,NA,"burgos"
9159,"hontanas",2,NA,2,0,NA,NA,NA,NA,1,NA,1,NA,"burgos"
9160,"hontangas",1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,"burgos"
9162,"hontoria de la cantera",6,NA,1,NA,NA,3,2,NA,1,0,5,NA,"burgos"
9163,"hontoria del pinar",33,2,7,11,NA,5,8,1,6,2,22,2,"burgos"
9164,"hontoria de valdearados",2,NA,0,0,NA,2,0,1,NA,NA,1,NA,"burgos"
9166,"hormazas, las",3,NA,NA,2,NA,NA,1,NA,NA,1,2,NA,"burgos"
9167,"hornillos del camino",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"burgos"
9168,"horra, la",21,NA,6,7,NA,4,4,6,6,NA,7,2,"burgos"
9169,"hortiguela",3,NA,1,1,NA,NA,1,NA,NA,NA,3,NA,"burgos"
9170,"hoyales de roa",16,1,2,6,2,1,4,0,2,1,10,3,"burgos"
9172,"huermeces",1,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,"burgos"
