"prov_code","muni_code","censo","votantes","validos","blancos","nulos","siglas","votos"
12,"12022",340,273,269,1,4,"PSOE",59
12,"12033",1907,1483,1436,11,47,"PSOE",336
12,"12087",26,18,18,3,0,"PSOE",2
12,"12093",189,147,145,1,2,"PSOE",29
12,"12112",99,81,79,1,2,"PSOE",29
12,"12044",483,438,431,4,7,"PSOE",155
12,"12139",322,239,237,1,2,"PSOE",16
12,"12014",184,140,136,1,4,"PSOE",46
12,"12006",176,140,140,1,0,"PSOE",48
12,"12136",2657,2302,2252,22,50,"PSOE",471
12,"12120",184,155,154,1,1,"PSOE",46
12,"12052",590,464,442,5,22,"PSOE",113
12,"12128",1400,1102,1091,11,11,"PSOE",306
12,"12102",536,452,437,1,15,"PSOE",163
12,"12041",97,77,77,0,0,"PSOE",9
12,"12061",378,275,275,4,0,"PSOE",88
12,"12012",2695,2236,2204,6,32,"PSOE",594
12,"12076",87,70,70,1,0,"PSOE",16
12,"12036",593,448,445,2,3,"PSOE",132
12,"12113",85,69,69,2,0,"PSOE",13
12,"12015",96,83,81,0,2,"PSOE",2
12,"12130",404,339,332,0,7,"PSOE",28
12,"12007",758,672,667,7,5,"PSOE",94
12,"12089",4331,3103,3050,25,53,"PSOE",441
12,"12092",112,84,84,0,0,"PSOE",17
12,"12124",1853,1411,1394,20,17,"PSOE",278
12,"12131",65,53,53,0,0,"PSOE",11
12,"12043",581,470,459,4,11,"PSOE",109
12,"12072",1117,962,937,8,25,"PSOE",289
12,"12064",97,83,82,0,1,"PSOE",23
12,"12138",19064,13610,13456,135,154,"PSOE",2780
12,"12126",24480,18885,18687,115,198,"PSOE",4130
12,"12114",200,150,149,1,1,"PSOE",32
12,"12016",1582,1311,1295,9,16,"PSOE",311
12,"12046",193,154,153,3,1,"PSOE",54
12,"12008",231,192,190,2,2,"PSOE",43
12,"12090",109,94,93,2,1,"PSOE",7
12,"12115",217,169,167,2,2,"PSOE",25
12,"12049",455,348,339,5,9,"PSOE",89
12,"12107",351,313,309,3,4,"PSOE",83
12,"12123",47,32,32,0,0,"PSOE",4
12,"12073",156,132,131,0,1,"PSOE",32
12,"12021",4442,3486,3432,25,54,"PSOE",850
12,"12096",775,587,580,12,7,"PSOE",213
12,"12013",148,119,116,4,3,"PSOE",21
12,"12101",363,282,273,3,9,"PSOE",51
12,"12070",524,418,408,8,10,"PSOE",129
12,"12055",106,79,79,2,0,"PSOE",6
12,"12026",894,697,676,14,21,"PSOE",163
12,"12902",2148,1562,1536,9,26,"PSOE",327
12,"12017",164,133,132,1,1,"PSOE",34
12,"12098",588,479,473,4,6,"PSOE",98
12,"12901",3433,2691,2664,27,27,"PSOE",676
12,"12097",67,55,54,0,1,"PSOE",7
12,"12080",1955,1647,1624,13,23,"PSOE",660
12,"12050",1320,1044,1032,8,12,"PSOE",344
12,"12125",214,185,183,2,2,"PSOE",55
12,"12025",137,106,106,0,0,"PSOE",23
12,"12104",6954,5571,5470,26,101,"PSOE",1219
12,"12042",621,520,512,13,8,"PSOE",89
12,"12024",139,115,113,1,2,"PSOE",31
12,"12037",16,14,14,0,0,"PSOE",4
12,"12051",477,337,335,2,2,"PSOE",28
12,"12106",1170,983,967,16,16,"PSOE",363
12,"12081",611,503,493,3,10,"PSOE",111
12,"12046",193,154,153,3,1,"PP",48
12,"12139",322,239,237,1,2,"PP",109
12,"12033",1907,1483,1436,11,47,"PP",497
12,"12069",74,50,49,0,1,"PP",16
12,"12077",4625,3443,3387,20,56,"PP",1033
12,"12138",19064,13610,13456,135,154,"PP",3706
12,"12020",124,104,103,1,1,"PP",68
12,"12053",2069,1691,1677,8,14,"PP",619
12,"12085",5061,3310,3264,20,46,"PP",1111
12,"12052",590,464,442,5,22,"PP",213
12,"12014",184,140,136,1,4,"PP",50
12,"12092",112,84,84,0,0,"PP",48
12,"12095",974,789,784,8,5,"PP",256
12,"12026",894,697,676,14,21,"PP",319
12,"12103",89,69,68,2,1,"PP",45
12,"12039",840,726,719,2,7,"PP",306
12,"12015",96,83,81,0,2,"PP",33
12,"12057",606,495,487,3,8,"PP",164
12,"12083",95,82,80,0,2,"PP",35
12,"12072",1117,962,937,8,25,"PP",362
12,"12128",1400,1102,1091,11,11,"PP",277
12,"12111",375,314,310,0,4,"PP",113
12,"12117",3576,2786,2747,17,39,"PP",842
12,"12068",49,34,34,1,0,"PP",18
12,"12012",2695,2236,2204,6,32,"PP",758
12,"12055",106,79,79,2,0,"PP",27
12,"12120",184,155,154,1,1,"PP",79
12,"12050",1320,1044,1032,8,12,"PP",358
12,"12080",1955,1647,1624,13,23,"PP",474
12,"12011",4587,3530,3480,30,50,"PP",898
12,"12130",404,339,332,0,7,"PP",249
12,"12121",1127,955,928,6,27,"PP",372
12,"12129",1840,1391,1360,19,31,"PP",333
12,"12141",101,80,80,0,0,"PP",40
12,"12021",4442,3486,3432,25,54,"PP",963
12,"12094",851,688,674,2,14,"PP",126
12,"12025",137,106,106,0,0,"PP",50
12,"12004",4204,3174,3130,19,44,"PP",1080
12,"12101",363,282,273,3,9,"PP",106
12,"12074",784,690,678,9,12,"PP",270
12,"12125",214,185,183,2,2,"PP",79
12,"12119",147,100,100,1,0,"PP",55
12,"12082",9655,7570,7492,38,78,"PP",2827
12,"12901",3433,2691,2664,27,27,"PP",773
12,"12100",1345,1115,1098,6,17,"PP",418
12,"12056",285,243,238,3,5,"PP",73
12,"12079",405,318,312,4,6,"PP",145
12,"12064",97,83,82,0,1,"PP",24
12,"12028",12566,9902,9830,55,72,"PP",3351
12,"12013",148,119,116,4,3,"PP",38
12,"12073",156,132,131,0,1,"PP",58
12,"12002",116,98,96,0,2,"PP",13
12,"12060",446,367,360,2,7,"PP",158
12,"12032",23508,17400,17279,89,121,"PP",5674
12,"12112",99,81,79,1,2,"PP",37
12,"12059",244,190,189,1,1,"PP",66
12,"12126",24480,18885,18687,115,198,"PP",5747
12,"12031",3830,3049,2987,20,62,"PP",854
12,"12001",1054,798,786,8,12,"PP",305
12,"12099",542,434,405,9,29,"PP",190
12,"12076",87,70,70,1,0,"PP",27
12,"12024",139,115,113,1,2,"PP",33
12,"12102",536,452,437,1,15,"PP",141
12,"12034",1430,1078,1053,4,25,"PP",297
12,"12089",4331,3103,3050,25,53,"PP",1229
12,"12018",293,244,235,2,9,"PP",81
12,"12081",611,503,493,3,10,"PP",187
12,"12061",378,275,275,4,0,"PP",91
12,"12114",200,150,149,1,1,"PP",56
12,"12041",97,77,77,0,0,"PP",48
12,"12109",647,531,520,1,11,"PP",155
12,"12071",1280,1002,988,5,14,"PP",389
12,"12096",775,587,580,12,7,"PP",173
12,"12137",37,26,26,1,0,"PP",6
12,"12115",217,169,167,2,2,"PP",88
12,"12075",123,94,92,1,2,"PP",31
12,"12065",192,166,166,0,0,"PP",93
12,"12134",138,97,96,0,1,"PP",30
12,"12010",259,216,209,6,7,"PP",76
12,"12124",1853,1411,1394,20,17,"PP",689
12,"12108",463,395,390,0,5,"PP",145
12,"12118",74,60,59,0,1,"PP",23
12,"12133",60,49,49,0,0,"PP",27
12,"12063",42,35,34,2,1,"PP",4
12,"12127",77,56,56,0,0,"PP",14
12,"12090",109,94,93,2,1,"PP",57
12,"12043",581,470,459,4,11,"PP",176
12,"12113",85,69,69,2,0,"PP",35
12,"12097",67,55,54,0,1,"PP",23
12,"12038",171,121,120,1,1,"PP",67
12,"12058",74,60,59,2,1,"PP",30
12,"12017",164,133,132,1,1,"PP",64
12,"12107",351,313,309,3,4,"PP",122
12,"12140",1140,961,950,5,11,"PP",322
12,"12098",588,479,473,4,6,"PP",206
12,"12088",69,58,58,0,0,"PP",35
12,"12016",1582,1311,1295,9,16,"PP",550
12,"12104",6954,5571,5470,26,101,"PP",1963
12,"12009",17430,12600,12501,77,99,"PP",3784
12,"12022",340,273,269,1,4,"PP",108
12,"12029",717,572,566,6,6,"PP",162
12,"12040",117832,89135,88464,525,671,"PP",26091
12,"12044",483,438,431,4,7,"PP",162
12,"12110",244,173,170,1,3,"PP",50
12,"12902",2148,1562,1536,9,26,"PP",587
12,"12070",524,418,408,8,10,"PP",158
12,"12048",249,196,192,1,4,"PP",77
12,"12078",339,250,247,1,3,"PP",121
12,"12105",851,666,659,5,7,"PP",365
12,"12067",543,442,424,1,18,"PP",169
12,"12005",8090,6113,6027,57,86,"PP",1900
12,"12084",17599,13146,13022,98,124,"PP",4421
12,"12037",16,14,14,0,0,"PP",4
12,"12091",185,145,141,3,4,"PP",61
12,"12027",17217,12263,12122,77,141,"PP",3701
12,"12006",176,140,140,1,0,"PP",42
12,"12007",758,672,667,7,5,"PP",294
12,"12106",1170,983,967,16,16,"PP",226
12,"12093",189,147,145,1,2,"PP",57
12,"12045",354,282,279,2,3,"PP",69
12,"12116",67,49,49,0,0,"PP",26
12,"12003",991,762,752,10,10,"PP",371
12,"12132",486,407,398,2,9,"PP",127
12,"12135",35749,27015,26806,174,209,"PP",7602
12,"12042",621,520,512,13,8,"PP",322
12,"12142",161,124,123,0,1,"PP",69
12,"12051",477,337,335,2,2,"PP",256
12,"12008",231,192,190,2,2,"PP",78
12,"12136",2657,2302,2252,22,50,"PP",1096
12,"12131",65,53,53,0,0,"PP",39
12,"12049",455,348,339,5,9,"PP",70
12,"12123",47,32,32,0,0,"PP",14
12,"12122",805,660,647,4,13,"PP",323
12,"12036",593,448,445,2,3,"PP",194
12,"12087",26,18,18,3,0,"PP",10
13,"13022",351,280,280,2,0,"PP",92
13,"13004",1052,827,816,1,11,"PP",360
13,"13038",1649,1317,1294,15,23,"PP",356
13,"13088",610,501,495,5,6,"PP",167
13,"13039",14383,10833,10684,100,149,"PP",4074
13,"13067",360,298,294,2,4,"PP",90
13,"13003",487,367,363,2,4,"PP",158
13,"13002",1500,1003,993,9,10,"PP",448
13,"13060",269,212,209,1,3,"PP",66
13,"13902",479,374,367,0,7,"PP",119
13,"13018",824,667,662,7,5,"PP",225
13,"13021",436,376,374,0,2,"PP",159
13,"13096",7677,5743,5661,51,82,"PP",2249
13,"13097",2282,1783,1768,12,15,"PP",763
13,"13076",488,415,408,1,7,"PP",209
13,"13053",14389,10624,10521,79,103,"PP",3677
13,"13011",4866,3346,3312,15,34,"PP",1054
13,"13052",6497,4715,4648,71,67,"PP",2085
13,"13033",1653,1395,1378,4,17,"PP",446
13,"13001",1270,985,977,8,8,"PP",343
13,"13089",1728,1410,1381,6,29,"PP",635
13,"13009",1459,1167,1156,4,11,"PP",638
13,"13082",25841,17702,17561,154,141,"PP",7561
13,"13066",2519,2057,2026,14,31,"PP",918
13,"13077",3518,2443,2378,12,65,"PP",847
13,"13065",2888,2004,1970,19,34,"PP",1030
13,"13042",928,696,688,3,8,"PP",302
13,"13054",4970,3911,3866,44,45,"PP",1873
13,"13070",765,612,605,4,7,"PP",237
13,"13041",253,182,180,0,2,"PP",68
13,"13085",2365,2011,1983,6,28,"PP",782
13,"13087",23161,16812,16595,145,217,"PP",5741
13,"13008",441,317,311,2,6,"PP",145
13,"13098",2124,1633,1591,15,42,"PP",721
13,"13043",231,186,185,5,1,"PP",98
13,"13057",1172,980,970,1,10,"PP",467
13,"13025",302,250,246,0,4,"PP",124
13,"13058",4110,3157,3127,28,30,"PP",1235
13,"13050",501,403,399,2,4,"PP",195
13,"13075",213,157,153,1,4,"PP",87
13,"13059",204,156,156,1,0,"PP",57
13,"13051",350,281,278,2,3,"PP",110
13,"13903",539,437,432,4,5,"PP",244
13,"13007",1273,1056,1028,10,28,"PP",355
13,"13035",986,791,784,7,7,"PP",240
13,"13079",12273,9195,9036,79,159,"PP",3254
13,"13023",9003,6578,6517,86,61,"PP",3903
13,"13092",1860,1544,1529,11,15,"PP",743
13,"13056",11354,8732,8634,48,98,"PP",2687
13,"13044",2675,1959,1920,12,39,"PP",751
13,"13055",666,495,490,0,5,"PP",186
13,"13072",775,570,565,5,5,"PP",273
13,"13069",666,518,508,3,10,"PP",186
13,"13037",865,678,667,2,11,"PP",307
13,"13045",679,532,522,7,10,"PP",262
13,"13904",527,411,406,8,5,"PP",161
13,"13049",814,585,579,0,6,"PP",275
13,"13012",411,294,292,0,2,"PP",90
13,"13024",898,643,637,7,6,"PP",272
13,"13005",23330,18245,18030,164,215,"PP",5915
13,"13090",1110,872,849,6,23,"PP",390
13,"13084",908,725,708,5,17,"PP",314
13,"13062",575,471,466,4,5,"PP",197
13,"13091",552,466,459,3,7,"PP",217
13,"13020",4792,3494,3451,26,43,"PP",1076
13,"13017",267,205,203,1,2,"PP",91
13,"13030",143,110,110,0,0,"PP",46
13,"13034",58010,44627,44241,332,386,"PP",18080
13,"13071",39775,28222,28052,175,170,"PP",7728
13,"13016",665,537,529,4,8,"PP",262
13,"13026",452,374,372,1,2,"PP",106
13,"13014",496,404,398,2,6,"PP",162
13,"13015",5494,4146,4106,18,40,"PP",1703
13,"13028",10416,8309,8171,77,138,"PP",3503
13,"13029",86,69,69,0,0,"PP",33
13,"13019",5179,3887,3830,35,57,"PP",1299
13,"13048",515,418,416,3,2,"PP",169
13,"13074",982,843,833,3,10,"PP",350
13,"13031",2455,1940,1914,9,26,"PP",818
13,"13094",308,253,249,3,4,"PP",123
13,"13093",4111,3056,3014,21,42,"PP",1245
13,"13073",542,409,405,0,4,"PP",187
13,"13061",5723,4210,4149,49,61,"PP",1549
13,"13068",1058,787,782,5,5,"PP",299
13,"13046",740,575,570,3,5,"PP",221
13,"13013",7086,5419,5340,45,79,"PP",2326
13,"13083",2453,1729,1690,14,39,"PP",820
13,"13040",892,720,710,3,10,"PP",276
13,"13063",3728,2708,2685,9,23,"PP",1037
13,"13010",887,673,665,0,8,"PP",296
13,"13078",9089,6661,6584,44,77,"PP",2620
13,"13032",1150,878,870,9,8,"PP",322
13,"13086",189,146,146,1,0,"PP",66
13,"13064",1684,1288,1283,13,5,"PP",411
13,"13006",608,487,479,4,8,"PP",202
13,"13095",83,65,65,1,0,"PP",36
13,"13027",3446,2543,2498,15,45,"PP",1056
13,"13081",652,525,508,2,17,"PP",195
13,"13036",800,620,614,3,6,"PP",276
13,"13047",5785,4462,4406,23,56,"PP",1735
13,"13080",350,265,265,1,0,"PP",125
13,"13901",895,676,660,4,16,"PP",274
12,"12033",1907,1483,1436,11,47,"PCPE",6
12,"12117",3576,2786,2747,17,39,"PCPE",5
12,"12056",285,243,238,3,5,"PCPE",0
12,"12096",775,587,580,12,7,"PCPE",2
12,"12065",192,166,166,0,0,"PCPE",0
12,"12053",2069,1691,1677,8,14,"PCPE",0
12,"12012",2695,2236,2204,6,32,"PCPE",7
12,"12006",176,140,140,1,0,"PCPE",2
12,"12004",4204,3174,3130,19,44,"PCPE",2
12,"12037",16,14,14,0,0,"PCPE",0
12,"12108",463,395,390,0,5,"PCPE",0
12,"12129",1840,1391,1360,19,31,"PCPE",1
12,"12082",9655,7570,7492,38,78,"PCPE",14
12,"12022",340,273,269,1,4,"PCPE",0
12,"12104",6954,5571,5470,26,101,"PCPE",7
12,"12076",87,70,70,1,0,"PCPE",0
12,"12036",593,448,445,2,3,"PCPE",0
12,"12138",19064,13610,13456,135,154,"PCPE",14
12,"12073",156,132,131,0,1,"PCPE",1
12,"12048",249,196,192,1,4,"PCPE",0
12,"12077",4625,3443,3387,20,56,"PCPE",1
12,"12137",37,26,26,1,0,"PCPE",0
12,"12102",536,452,437,1,15,"PCPE",0
12,"12071",1280,1002,988,5,14,"PCPE",6
12,"12044",483,438,431,4,7,"PCPE",0
12,"12001",1054,798,786,8,12,"PCPE",0
12,"12050",1320,1044,1032,8,12,"PCPE",2
12,"12013",148,119,116,4,3,"PCPE",2
12,"12040",117832,89135,88464,525,671,"PCPE",154
12,"12021",4442,3486,3432,25,54,"PCPE",8
12,"12084",17599,13146,13022,98,124,"PCPE",20
12,"12026",894,697,676,14,21,"PCPE",0
12,"12083",95,82,80,0,2,"PCPE",0
12,"12072",1117,962,937,8,25,"PCPE",1
12,"12121",1127,955,928,6,27,"PCPE",1
12,"12085",5061,3310,3264,20,46,"PCPE",4
12,"12074",784,690,678,9,12,"PCPE",0
12,"12045",354,282,279,2,3,"PCPE",0
12,"12024",139,115,113,1,2,"PCPE",0
12,"12100",1345,1115,1098,6,17,"PCPE",1
12,"12078",339,250,247,1,3,"PCPE",0
12,"12101",363,282,273,3,9,"PCPE",0
12,"12120",184,155,154,1,1,"PCPE",0
12,"12141",101,80,80,0,0,"PCPE",0
12,"12009",17430,12600,12501,77,99,"PCPE",24
12,"12125",214,185,183,2,2,"PCPE",0
12,"12051",477,337,335,2,2,"PCPE",0
12,"12014",184,140,136,1,4,"PCPE",0
12,"12068",49,34,34,1,0,"PCPE",0
12,"12113",85,69,69,2,0,"PCPE",0
12,"12092",112,84,84,0,0,"PCPE",0
12,"12081",611,503,493,3,10,"PCPE",0
12,"12109",647,531,520,1,11,"PCPE",1
12,"12901",3433,2691,2664,27,27,"PCPE",3
12,"12111",375,314,310,0,4,"PCPE",0
12,"12059",244,190,189,1,1,"PCPE",0
12,"12110",244,173,170,1,3,"PCPE",0
12,"12041",97,77,77,0,0,"PCPE",0
12,"12134",138,97,96,0,1,"PCPE",1
12,"12088",69,58,58,0,0,"PCPE",0
12,"12115",217,169,167,2,2,"PCPE",0
12,"12049",455,348,339,5,9,"PCPE",1
12,"12112",99,81,79,1,2,"PCPE",0
12,"12089",4331,3103,3050,25,53,"PCPE",6
12,"12043",581,470,459,4,11,"PCPE",1
12,"12028",12566,9902,9830,55,72,"PCPE",17
12,"12011",4587,3530,3480,30,50,"PCPE",6
12,"12039",840,726,719,2,7,"PCPE",0
12,"12128",1400,1102,1091,11,11,"PCPE",3
12,"12133",60,49,49,0,0,"PCPE",0
12,"12093",189,147,145,1,2,"PCPE",0
12,"12127",77,56,56,0,0,"PCPE",0
12,"12087",26,18,18,3,0,"PCPE",0
12,"12123",47,32,32,0,0,"PCPE",0
12,"12055",106,79,79,2,0,"PCPE",0
12,"12106",1170,983,967,16,16,"PCPE",1
12,"12095",974,789,784,8,5,"PCPE",1
12,"12097",67,55,54,0,1,"PCPE",0
12,"12038",171,121,120,1,1,"PCPE",0
12,"12046",193,154,153,3,1,"PCPE",0
12,"12063",42,35,34,2,1,"PCPE",0
12,"12094",851,688,674,2,14,"PCPE",1
12,"12107",351,313,309,3,4,"PCPE",0
12,"12119",147,100,100,1,0,"PCPE",0
12,"12091",185,145,141,3,4,"PCPE",0
12,"12079",405,318,312,4,6,"PCPE",0
12,"12098",588,479,473,4,6,"PCPE",0
12,"12902",2148,1562,1536,9,26,"PCPE",0
12,"12105",851,666,659,5,7,"PCPE",2
12,"12003",991,762,752,10,10,"PCPE",3
12,"12132",486,407,398,2,9,"PCPE",0
12,"12061",378,275,275,4,0,"PCPE",3
12,"12042",621,520,512,13,8,"PCPE",0
12,"12090",109,94,93,2,1,"PCPE",0
12,"12016",1582,1311,1295,9,16,"PCPE",2
12,"12005",8090,6113,6027,57,86,"PCPE",9
12,"12032",23508,17400,17279,89,121,"PCPE",30
12,"12135",35749,27015,26806,174,209,"PCPE",57
12,"12136",2657,2302,2252,22,50,"PCPE",1
12,"12064",97,83,82,0,1,"PCPE",0
12,"12015",96,83,81,0,2,"PCPE",0
12,"12069",74,50,49,0,1,"PCPE",0
12,"12018",293,244,235,2,9,"PCPE",1
12,"12075",123,94,92,1,2,"PCPE",0
12,"12140",1140,961,950,5,11,"PCPE",1
12,"12067",543,442,424,1,18,"PCPE",1
12,"12099",542,434,405,9,29,"PCPE",0
12,"12126",24480,18885,18687,115,198,"PCPE",41
12,"12027",17217,12263,12122,77,141,"PCPE",13
12,"12103",89,69,68,2,1,"PCPE",0
12,"12057",606,495,487,3,8,"PCPE",0
12,"12060",446,367,360,2,7,"PCPE",0
12,"12010",259,216,209,6,7,"PCPE",0
12,"12070",524,418,408,8,10,"PCPE",0
12,"12031",3830,3049,2987,20,62,"PCPE",5
12,"12029",717,572,566,6,6,"PCPE",4
12,"12122",805,660,647,4,13,"PCPE",0
12,"12020",124,104,103,1,1,"PCPE",0
12,"12052",590,464,442,5,22,"PCPE",0
12,"12142",161,124,123,0,1,"PCPE",0
12,"12131",65,53,53,0,0,"PCPE",1
12,"12025",137,106,106,0,0,"PCPE",0
12,"12034",1430,1078,1053,4,25,"PCPE",2
12,"12017",164,133,132,1,1,"PCPE",0
12,"12116",67,49,49,0,0,"PCPE",0
12,"12058",74,60,59,2,1,"PCPE",0
12,"12114",200,150,149,1,1,"PCPE",0
12,"12080",1955,1647,1624,13,23,"PCPE",0
12,"12118",74,60,59,0,1,"PCPE",1
12,"12130",404,339,332,0,7,"PCPE",0
12,"12007",758,672,667,7,5,"PCPE",0
12,"12124",1853,1411,1394,20,17,"PCPE",0
12,"12002",116,98,96,0,2,"PCPE",1
12,"12008",231,192,190,2,2,"PCPE",0
12,"12139",322,239,237,1,2,"PCPE",0
11,"11022",48778,26546,26333,277,213,"PSOE",7711
11,"11013",2324,1687,1653,16,34,"PSOE",748
11,"11007",18036,10832,10678,181,154,"PSOE",3204
11,"11035",13569,9000,8908,93,92,"PSOE",3023
11,"11003",1270,907,899,12,8,"PSOE",444
11,"11040",398,326,317,3,9,"PSOE",166
11,"11030",22796,15377,15222,145,155,"PSOE",3976
11,"11016",14880,9945,9848,124,97,"PSOE",2828
11,"11011",1688,1239,1205,14,34,"PSOE",449
11,"11019",1830,1413,1371,5,42,"PSOE",534
11,"11902",3619,2431,2410,17,21,"PSOE",1041
11,"11027",68010,46675,46322,400,353,"PSOE",9129
11,"11033",20773,13487,13333,171,154,"PSOE",4486
11,"11031",76452,51850,51456,568,394,"PSOE",11978
11,"11026",4804,3581,3511,31,70,"PSOE",1331
11,"11020",165400,113865,113092,1184,773,"PSOE",30086
11,"11002",4287,3245,3238,15,7,"PSOE",1363
11,"11017",3207,2389,2362,28,27,"PSOE",1062
11,"11025",4370,3174,3123,29,51,"PSOE",1739
11,"11041",9856,7043,6967,85,76,"PSOE",2571
11,"11015",62337,40342,40012,407,330,"PSOE",10249
11,"11008",17460,11800,11615,151,185,"PSOE",3610
11,"11038",13803,10593,10441,121,152,"PSOE",3653
