"prov_code","muni_code","censo","votantes","validos","blancos","nulos","siglas","votos"
33,"33066",42818,27780,27466,425,314,"ANDECHA",47
33,"33056",4850,3068,3044,25,24,"ANDECHA",1
33,"33007",1382,804,795,4,9,"ANDECHA",2
33,"33003",603,322,317,7,5,"ANDECHA",0
33,"33067",751,543,538,7,5,"ANDECHA",0
33,"33026",8201,5014,4974,74,40,"ANDECHA",5
33,"33071",546,385,383,7,2,"ANDECHA",0
33,"33015",1396,849,842,7,7,"ANDECHA",4
33,"33006",1476,862,857,9,5,"ANDECHA",5
33,"33059",4359,2651,2625,33,26,"ANDECHA",5
33,"33060",13991,8629,8481,109,148,"ANDECHA",18
33,"33078",127,81,81,0,0,"ANDECHA",0
33,"33029",315,145,142,1,3,"ANDECHA",0
33,"33044",177059,121380,120421,1543,959,"ANDECHA",182
33,"33062",385,194,187,4,7,"ANDECHA",1
33,"33032",11056,7052,6905,109,147,"ANDECHA",13
33,"33005",1357,832,825,11,7,"ANDECHA",3
33,"33009",878,545,542,4,3,"ANDECHA",0
33,"33031",33775,20484,20184,276,300,"ANDECHA",45
33,"33046",480,334,329,0,5,"ANDECHA",0
33,"33020",12981,8550,8453,120,97,"ANDECHA",10
33,"33037",33074,20693,20412,259,281,"ANDECHA",41
33,"33072",1443,816,814,8,2,"ANDECHA",1
33,"33057",1525,1005,988,17,17,"ANDECHA",1
33,"33034",9979,5937,5873,64,64,"ANDECHA",6
33,"33049",5973,3569,3518,48,51,"ANDECHA",12
33,"33069",3379,2249,2231,41,18,"ANDECHA",1
33,"33064",240,151,151,0,0,"ANDECHA",1
33,"33065",1077,670,657,11,13,"ANDECHA",2
33,"33047",1068,771,759,9,12,"ANDECHA",1
33,"33075",244,125,122,3,3,"ANDECHA",0
33,"33045",4359,2819,2787,32,32,"ANDECHA",2
33,"33058",1668,1050,1035,13,15,"ANDECHA",4
33,"33042",4237,2862,2816,49,46,"ANDECHA",7
33,"33048",132,86,85,1,1,"ANDECHA",0
33,"33012",5085,3158,3142,27,16,"ANDECHA",1
33,"33027",752,412,405,11,7,"ANDECHA",1
33,"33018",2804,1830,1806,30,24,"ANDECHA",2
33,"33077",1097,688,683,4,5,"ANDECHA",0
33,"33036",11281,7240,7153,96,87,"ANDECHA",6
33,"33074",3366,2042,2011,35,31,"ANDECHA",0
33,"33013",430,294,292,1,2,"ANDECHA",0
33,"33039",1646,1118,1110,8,8,"ANDECHA",4
33,"33008",1679,1140,1133,10,7,"ANDECHA",0
33,"33004",65304,43473,43153,563,320,"ANDECHA",52
46,"46086",80,66,65,1,1,"AUNACV",0
46,"46063",1786,1270,1255,8,15,"AUNACV",0
44,"44096",155,115,114,1,1,"AUNACV",0
46,"46257",5436,3972,3933,28,39,"AUNACV",0
44,"44085",49,29,29,0,0,"AUNACV",0
46,"46240",200,167,155,1,12,"AUNACV",0
44,"44084",54,46,46,1,0,"AUNACV",0
44,"44152",70,46,46,0,0,"AUNACV",0
46,"46154",795,619,608,5,11,"AUNACV",0
44,"44173",103,81,79,0,2,"AUNACV",0
46,"46083",15372,10939,10815,78,124,"AUNACV",3
46,"46005",23129,16610,16437,148,173,"AUNACV",6
46,"46187",1292,924,920,4,4,"AUNACV",0
44,"44182",203,160,158,0,2,"AUNACV",0
44,"44130",28,23,23,0,0,"AUNACV",0
46,"46230",14116,10038,9946,63,92,"AUNACV",6
46,"46101",819,670,663,8,7,"AUNACV",0
12,"12079",414,310,305,2,5,"AUNACV",0
44,"44055",75,52,50,0,2,"AUNACV",0
46,"46025",2445,1875,1853,16,22,"AUNACV",0
44,"44129",35,29,29,1,0,"AUNACV",0
46,"46058",1734,1245,1230,8,15,"AUNACV",0
46,"46099",744,539,535,2,4,"AUNACV",0
12,"12061",374,263,261,4,2,"AUNACV",0
12,"12040",119116,85613,84993,620,620,"AUNACV",33
46,"46002",1253,946,940,4,6,"AUNACV",0
44,"44147",401,264,256,7,8,"AUNACV",0
44,"44260",137,93,93,1,0,"AUNACV",0
46,"46189",469,374,367,2,7,"AUNACV",0
44,"44171",176,115,115,0,0,"AUNACV",0
46,"46177",4832,3592,3539,20,53,"AUNACV",3
46,"46193",8959,6880,6824,66,56,"AUNACV",0
44,"44215",167,113,113,2,0,"AUNACV",0
46,"46245",527,407,404,2,3,"AUNACV",0
46,"46126",5580,4361,4328,36,33,"AUNACV",1
46,"46125",852,660,650,5,10,"AUNACV",0
12,"12090",102,79,78,1,1,"AUNACV",0
46,"46024",454,343,339,1,4,"AUNACV",0
44,"44169",298,216,216,0,0,"AUNACV",0
12,"12131",97,87,87,0,0,"AUNACV",0
12,"12011",4583,3228,3177,24,51,"AUNACV",0
46,"46048",3504,2609,2576,17,33,"AUNACV",0
46,"46049",268,221,217,2,4,"AUNACV",0
46,"46102",19696,14700,14579,125,121,"AUNACV",7
46,"46166",8214,6093,6031,38,62,"AUNACV",3
46,"46026",1220,974,965,7,9,"AUNACV",0
12,"12027",17506,11776,11649,84,127,"AUNACV",8
12,"12064",80,71,69,0,2,"AUNACV",0
46,"46131",49805,35527,35231,298,296,"AUNACV",4
44,"44005",48,36,36,0,0,"AUNACV",0
12,"12139",299,202,200,3,2,"AUNACV",0
44,"44185",88,69,69,2,0,"AUNACV",0
46,"46164",12145,8373,8248,44,125,"AUNACV",1
12,"12024",138,107,107,1,0,"AUNACV",0
12,"12101",354,274,270,5,4,"AUNACV",0
46,"46181",16967,11951,11835,98,116,"AUNACV",5
12,"12091",171,110,108,4,2,"AUNACV",0
46,"46139",4520,3486,3457,18,29,"AUNACV",0
44,"44056",446,327,325,1,2,"AUNACV",0
46,"46040",993,745,733,3,12,"AUNACV",0
44,"44045",360,271,271,0,0,"AUNACV",0
44,"44196",121,88,88,0,0,"AUNACV",0
46,"46018",562,442,436,2,6,"AUNACV",0
46,"46217",900,672,667,7,5,"AUNACV",0
44,"44241",500,361,357,0,4,"AUNACV",0
44,"44094",127,103,103,0,0,"AUNACV",0
44,"44033",243,165,165,3,0,"AUNACV",0
46,"46117",493,386,380,2,6,"AUNACV",0
44,"44143",388,298,298,2,0,"AUNACV",0
46,"46011",7523,5154,5077,34,77,"AUNACV",0
44,"44247",291,207,206,4,1,"AUNACV",0
44,"44109",99,64,64,0,0,"AUNACV",0
44,"44049",784,539,532,3,7,"AUNACV",0
44,"44090",66,49,49,0,0,"AUNACV",0
46,"46039",2111,1657,1640,16,17,"AUNACV",1
44,"44114",233,161,159,0,2,"AUNACV",0
46,"46034",1826,1345,1335,3,10,"AUNACV",0
12,"12142",142,113,113,0,0,"AUNACV",0
12,"12020",118,104,103,1,1,"AUNACV",0
12,"12036",541,401,395,6,6,"AUNACV",0
44,"44164",19,16,16,1,0,"AUNACV",0
44,"44213",68,47,47,0,0,"AUNACV",0
46,"46242",326,260,257,3,3,"AUNACV",0
46,"46070",17824,12888,12802,106,86,"AUNACV",1
44,"44179",324,201,201,2,0,"AUNACV",0
44,"44066",85,62,62,0,0,"AUNACV",0
44,"44208",27,17,17,0,0,"AUNACV",0
46,"46098",2405,1778,1751,7,27,"AUNACV",1
44,"44100",177,136,135,1,1,"AUNACV",0
46,"46010",943,691,681,7,10,"AUNACV",3
44,"44012",303,215,215,2,0,"AUNACV",0
46,"46207",6761,4966,4909,46,57,"AUNACV",1
12,"12088",57,53,53,0,0,"AUNACV",0
12,"12033",1953,1391,1368,6,23,"AUNACV",0
12,"12051",437,297,295,3,2,"AUNACV",0
44,"44050",3113,2173,2154,14,19,"AUNACV",1
44,"44199",39,37,37,2,0,"AUNACV",0
46,"46140",383,321,321,2,0,"AUNACV",0
46,"46151",757,560,552,2,8,"AUNACV",0
44,"44059",562,411,407,2,4,"AUNACV",0
44,"44224",21,14,14,2,0,"AUNACV",0
44,"44191",714,509,500,5,9,"AUNACV",0
44,"44244",67,40,40,0,0,"AUNACV",0
12,"12068",41,22,21,0,1,"AUNACV",0
12,"12077",4828,3395,3357,28,38,"AUNACV",6
12,"12080",1883,1472,1438,8,34,"AUNACV",0
46,"46064",532,395,387,3,8,"AUNACV",0
12,"12025",116,82,79,1,3,"AUNACV",0
12,"12071",1272,936,925,3,11,"AUNACV",0
44,"44209",799,584,573,2,11,"AUNACV",0
12,"12108",443,354,352,4,2,"AUNACV",0
44,"44200",39,26,26,0,0,"AUNACV",0
46,"46904",812,615,605,2,10,"AUNACV",0
46,"46209",1903,1406,1383,5,23,"AUNACV",0
12,"12081",606,454,446,2,8,"AUNACV",0
44,"44257",149,92,91,0,1,"AUNACV",0
44,"44267",70,47,46,0,1,"AUNACV",0
44,"44141",122,88,85,0,3,"AUNACV",0
12,"12008",228,195,194,1,1,"AUNACV",0
46,"46253",112,84,84,0,0,"AUNACV",0
12,"12078",334,224,221,2,3,"AUNACV",0
46,"46067",1753,1356,1341,8,15,"AUNACV",0
12,"12014",164,111,111,0,0,"AUNACV",0
46,"46204",6625,4946,4882,52,64,"AUNACV",1
12,"12092",123,95,95,0,0,"AUNACV",0
46,"46902",352,283,283,0,0,"AUNACV",0
44,"44195",82,58,57,0,1,"AUNACV",0
44,"44120",219,147,145,3,2,"AUNACV",0
46,"46215",1407,1088,1068,10,20,"AUNACV",0
12,"12106",1151,928,908,9,20,"AUNACV",0
12,"12112",102,79,79,1,0,"AUNACV",0
12,"12037",17,13,13,1,0,"AUNACV",0
12,"12107",350,299,295,3,4,"AUNACV",0
46,"46073",1066,823,817,11,6,"AUNACV",0
44,"44201",477,399,395,1,4,"AUNACV",0
44,"44218",28,24,24,3,0,"AUNACV",0
46,"46046",901,623,609,2,14,"AUNACV",0
46,"46228",2426,1819,1802,19,17,"AUNACV",0
44,"44048",52,47,47,0,0,"AUNACV",0
44,"44036",22,20,20,0,0,"AUNACV",0
44,"44122",1277,939,934,5,5,"AUNACV",0
46,"46213",15499,10610,10482,173,128,"AUNACV",86
46,"46147",17186,11507,11399,72,108,"AUNACV",0
46,"46203",3546,2717,2689,28,28,"AUNACV",0
44,"44256",36,30,30,2,0,"AUNACV",0
46,"46250",582242,437146,434438,3315,2708,"AUNACV",129
12,"12044",442,371,368,1,3,"AUNACV",0
12,"12056",257,205,199,1,6,"AUNACV",0
46,"46221",348,292,290,1,2,"AUNACV",0
44,"44204",27,18,18,0,0,"AUNACV",0
12,"12089",4555,3070,3045,22,25,"AUNACV",1
46,"46214",16637,12113,12014,84,99,"AUNACV",2
46,"46130",862,633,625,6,8,"AUNACV",0
46,"46186",19689,14688,14576,118,112,"AUNACV",2
44,"44068",634,497,493,2,4,"AUNACV",0
12,"12016",1549,1244,1234,9,10,"AUNACV",1
12,"12015",115,94,94,0,0,"AUNACV",0
44,"44226",123,85,84,0,1,"AUNACV",0
12,"12098",529,417,413,3,4,"AUNACV",1
46,"46029",20448,14673,14556,99,117,"AUNACV",7
12,"12002",114,96,94,1,2,"AUNACV",0
44,"44189",44,35,35,0,0,"AUNACV",0
44,"44158",1153,879,872,6,7,"AUNACV",0
12,"12003",954,710,702,6,8,"AUNACV",0
46,"46227",893,687,675,6,12,"AUNACV",0
46,"46210",338,256,251,0,5,"AUNACV",0
46,"46197",1930,1430,1411,11,19,"AUNACV",2
46,"46035",6828,5155,5089,33,66,"AUNACV",1
46,"46113",2558,1791,1773,7,18,"AUNACV",0
46,"46174",942,746,736,1,10,"AUNACV",0
44,"44136",48,43,43,1,0,"AUNACV",0
44,"44144",319,225,223,0,2,"AUNACV",0
44,"44002",47,41,41,0,0,"AUNACV",0
44,"44236",60,38,38,0,0,"AUNACV",0
44,"44103",122,96,96,3,0,"AUNACV",0
44,"44221",386,307,304,1,3,"AUNACV",0
46,"46182",1312,908,904,5,4,"AUNACV",3
44,"44011",47,34,34,0,0,"AUNACV",0
46,"46190",50042,35290,35066,284,224,"AUNACV",12
46,"46162",1168,839,832,3,7,"AUNACV",0
46,"46243",124,93,90,1,3,"AUNACV",0
46,"46152",90,63,63,0,0,"AUNACV",0
46,"46218",1043,842,829,6,13,"AUNACV",1
46,"46178",5001,3513,3477,26,36,"AUNACV",0
12,"12102",518,424,417,4,7,"AUNACV",0
46,"46246",1049,808,793,3,15,"AUNACV",0
12,"12043",570,405,397,1,8,"AUNACV",0
44,"44065",55,33,32,0,1,"AUNACV",0
46,"46170",3417,2618,2577,11,41,"AUNACV",0
46,"46004",1932,1530,1512,10,18,"AUNACV",0
44,"44228",96,75,74,0,1,"AUNACV",5
12,"12127",63,45,44,1,1,"AUNACV",0
12,"12119",139,97,94,3,3,"AUNACV",0
12,"12095",950,723,712,5,11,"AUNACV",0
46,"46009",3144,2473,2449,22,24,"AUNACV",2
12,"12100",1273,1069,1052,5,17,"AUNACV",1
46,"46105",16126,10958,10847,76,111,"AUNACV",2
46,"46047",540,428,420,1,8,"AUNACV",0
46,"46234",317,247,245,1,2,"AUNACV",0
46,"46052",515,423,419,4,4,"AUNACV",0
12,"12103",87,61,60,0,1,"AUNACV",0
44,"44265",175,138,136,1,2,"AUNACV",0
44,"44246",1599,1012,1001,11,11,"AUNACV",1
12,"12076",72,54,54,0,0,"AUNACV",0
12,"12120",149,125,121,3,4,"AUNACV",1
46,"46007",12333,8890,8803,79,87,"AUNACV",5
46,"46108",420,328,324,1,4,"AUNACV",0
44,"44268",32,30,30,0,0,"AUNACV",0
46,"46116",13606,10262,10200,87,62,"AUNACV",2
44,"44047",225,103,103,0,0,"AUNACV",0
46,"46169",32403,23890,23698,222,192,"AUNACV",6
46,"46121",106,91,90,1,1,"AUNACV",0
44,"44250",20,15,15,0,0,"AUNACV",0
12,"12104",6843,5181,5111,32,70,"AUNACV",1
46,"46124",786,638,625,1,13,"AUNACV",0
44,"44237",367,267,262,0,5,"AUNACV",0
46,"46114",552,417,412,6,5,"AUNACV",0
46,"46056",176,142,142,0,0,"AUNACV",0
46,"46008",2617,1954,1931,17,23,"AUNACV",0
44,"44180",74,56,56,0,0,"AUNACV",0
44,"44029",585,454,451,2,3,"AUNACV",0
12,"12031",3960,2913,2869,13,44,"AUNACV",0
44,"44076",2089,1577,1565,8,12,"AUNACV",0
46,"46155",972,731,716,3,15,"AUNACV",0
44,"44131",26,22,22,0,0,"AUNACV",0
44,"44146",164,133,133,2,0,"AUNACV",0
46,"46231",2403,1670,1652,11,18,"AUNACV",2
12,"12140",1147,849,841,5,8,"AUNACV",1
12,"12129",1783,1207,1184,16,23,"AUNACV",0
46,"46229",903,715,708,5,7,"AUNACV",0
46,"46072",3522,2792,2741,25,51,"AUNACV",0
46,"46148",1515,1131,1113,5,18,"AUNACV",0
12,"12026",828,577,566,11,11,"AUNACV",0
46,"46258",2617,1925,1914,5,11,"AUNACV",0
46,"46077",7338,5447,5356,44,91,"AUNACV",2
44,"44019",70,42,42,0,0,"AUNACV",0
12,"12097",62,53,51,0,2,"AUNACV",0
44,"44060",32,25,25,0,0,"AUNACV",0
44,"44080",281,202,199,0,3,"AUNACV",0
44,"44102",26,19,19,0,0,"AUNACV",0
44,"44106",151,107,106,0,1,"AUNACV",0
46,"46161",1467,1129,1113,5,16,"AUNACV",0
12,"12109",646,489,482,4,7,"AUNACV",0
12,"12042",574,459,446,9,13,"AUNACV",0
46,"46149",350,252,249,3,3,"AUNACV",0
12,"12096",732,526,519,4,7,"AUNACV",0
12,"12115",205,161,161,1,0,"AUNACV",0
46,"46050",185,141,141,1,0,"AUNACV",0
46,"46232",853,661,648,7,13,"AUNACV",0
46,"46259",457,374,371,2,3,"AUNACV",0
46,"46141",433,340,337,6,3,"AUNACV",0
46,"46093",2151,1652,1640,10,12,"AUNACV",0
44,"44020",22,21,21,0,0,"AUNACV",0
46,"46157",2959,2145,2126,11,19,"AUNACV",1
44,"44150",28,17,17,0,0,"AUNACV",0
46,"46043",135,119,118,0,1,"AUNACV",0
44,"44262",141,104,103,0,1,"AUNACV",0
44,"44014",2506,1828,1818,8,10,"AUNACV",1
46,"46185",361,301,299,5,2,"AUNACV",0
46,"46252",125,89,86,1,3,"AUNACV",0
46,"46081",9999,7486,7412,47,74,"AUNACV",3
44,"44125",63,41,41,0,0,"AUNACV",0
12,"12001",1028,783,768,6,15,"AUNACV",0
46,"46112",533,435,432,7,3,"AUNACV",0
46,"46211",1862,1395,1381,12,14,"AUNACV",0
12,"12121",1043,878,856,5,22,"AUNACV",0
46,"46150",1794,1276,1272,8,4,"AUNACV",0
44,"44187",193,147,146,0,1,"AUNACV",0
46,"46074",2687,2033,2020,18,13,"AUNACV",1
44,"44261",713,553,549,3,4,"AUNACV",0
46,"46054",11389,8266,8190,54,76,"AUNACV",3
44,"44168",181,119,117,1,2,"AUNACV",0
46,"46001",771,562,560,3,2,"AUNACV",1
46,"46092",262,176,174,2,2,"AUNACV",0
46,"46239",446,357,352,1,5,"AUNACV",0
12,"12010",232,191,187,3,4,"AUNACV",0
44,"44264",254,170,170,0,0,"AUNACV",0
46,"46219",125,107,104,0,3,"AUNACV",0
12,"12093",161,111,109,2,2,"AUNACV",0
44,"44099",644,422,421,2,1,"AUNACV",0
46,"46128",1569,1216,1179,7,37,"AUNACV",0
46,"46090",1631,1360,1339,6,21,"AUNACV",0
46,"46146",1647,1241,1229,12,12,"AUNACV",0
46,"46261",1708,1259,1237,12,22,"AUNACV",0
44,"44118",154,109,106,1,3,"AUNACV",0
44,"44239",21,19,19,0,0,"AUNACV",0
44,"44223",73,48,48,0,0,"AUNACV",0
44,"44205",619,420,415,5,5,"AUNACV",0
46,"46136",2598,1875,1851,14,24,"AUNACV",1
44,"44156",47,31,31,0,0,"AUNACV",0
46,"46030",810,641,625,7,16,"AUNACV",0
46,"46045",1245,984,961,3,23,"AUNACV",0
44,"44088",24,23,23,0,0,"AUNACV",0
46,"46192",786,534,519,7,15,"AUNACV",0
44,"44229",141,99,98,1,1,"AUNACV",0
12,"12049",415,317,305,4,12,"AUNACV",0
46,"46205",14237,10641,10533,77,108,"AUNACV",5
46,"46076",610,500,494,1,6,"AUNACV",0
44,"44127",57,43,43,0,0,"AUNACV",0
46,"46038",302,221,220,1,1,"AUNACV",0
46,"46167",342,240,239,0,1,"AUNACV",0
44,"44159",37,27,27,1,0,"AUNACV",0
12,"12118",78,64,63,0,1,"AUNACV",0
44,"44148",74,56,54,0,2,"AUNACV",0
44,"44117",327,258,258,0,0,"AUNACV",0
44,"44037",447,288,288,1,0,"AUNACV",0
46,"46903",6306,4762,4743,44,19,"AUNACV",0
12,"12052",537,409,398,5,11,"AUNACV",0
46,"46226",29,20,19,0,1,"AUNACV",0
44,"44227",72,58,58,0,0,"AUNACV",0
12,"12105",825,602,598,6,4,"AUNACV",1
44,"44172",296,216,216,1,0,"AUNACV",0
46,"46080",979,720,712,2,8,"AUNACV",0
46,"46236",929,723,716,2,7,"AUNACV",0
44,"44177",101,68,68,1,0,"AUNACV",0
12,"12060",434,366,360,1,6,"AUNACV",0
12,"12136",2603,2151,2119,20,32,"AUNACV",0
46,"46138",361,289,287,1,2,"AUNACV",0
44,"44077",68,52,51,0,1,"AUNACV",0
44,"44149",99,74,73,4,1,"AUNACV",0
46,"46123",1926,1392,1368,11,24,"AUNACV",0
44,"44053",103,87,85,1,2,"AUNACV",0
44,"44028",171,136,136,0,0,"AUNACV",0
46,"46237",7172,5199,5146,53,53,"AUNACV",1
46,"46060",9278,6796,6724,49,72,"AUNACV",0
44,"44038",101,85,83,1,2,"AUNACV",0
44,"44245",240,177,174,0,3,"AUNACV",0
46,"46078",28484,19694,19520,173,174,"AUNACV",7
44,"44198",182,138,135,0,3,"AUNACV",0
44,"44210",750,577,572,2,5,"AUNACV",0
46,"46184",26514,19610,19399,180,211,"AUNACV",2
44,"44163",115,79,78,0,1,"AUNACV",0
12,"12134",135,95,95,1,0,"AUNACV",0
46,"46088",152,114,110,1,4,"AUNACV",0
44,"44042",114,82,81,0,1,"AUNACV",0
46,"46111",11367,7995,7908,66,87,"AUNACV",2
46,"46071",471,355,349,1,6,"AUNACV",0
44,"44093",78,62,61,0,1,"AUNACV",0
44,"44082",84,66,66,0,0,"AUNACV",0
46,"46119",761,587,580,6,7,"AUNACV",0
44,"44121",52,42,42,1,0,"AUNACV",0
44,"44031",83,50,50,0,0,"AUNACV",0
