"prov_code","muni_code","censo","votantes","validos","blancos","nulos","siglas","votos"
47,"47116",416,341,339,0,2,"ALCD",0
47,"47187",84,61,58,0,3,"ALCD",0
47,"47093",813,613,600,5,13,"ALCD",0
24,"24199",424,302,301,0,1,"ALCD",0
24,"24008",9282,6685,6603,52,82,"ALCD",5
47,"47158",889,667,659,8,8,"ALCD",0
47,"47123",466,354,352,4,2,"ALCD",0
47,"47067",174,127,126,0,1,"ALCD",0
24,"24080",213,164,161,3,3,"ALCD",0
24,"24092",798,606,602,1,4,"ALCD",0
47,"47153",108,77,77,0,0,"ALCD",0
47,"47058",200,145,143,0,2,"ALCD",1
47,"47223",157,122,118,2,4,"ALCD",0
24,"24170",1908,1365,1345,8,20,"ALCD",0
24,"24902",347,270,269,2,1,"ALCD",0
47,"47199",80,63,63,0,0,"ALCD",0
47,"47150",274,209,205,0,4,"ALCD",0
47,"47032",152,117,116,1,1,"ALCD",0
24,"24207",294,241,238,3,3,"ALCD",1
47,"47162",74,60,60,0,0,"ALCD",0
47,"47016",69,56,55,0,1,"ALCD",0
47,"47024",259,208,207,1,1,"ALCD",0
24,"24133",356,257,257,1,0,"ALCD",0
47,"47066",1268,981,977,12,4,"ALCD",0
24,"24156",239,159,158,1,1,"ALCD",0
24,"24154",1005,673,666,4,7,"ALCD",4
47,"47106",50,39,39,0,0,"ALCD",0
24,"24167",750,505,499,4,6,"ALCD",0
47,"47035",921,717,715,3,2,"ALCD",0
24,"24086",270,223,218,0,5,"ALCD",0
47,"47166",259,204,197,2,7,"ALCD",0
24,"24051",423,309,307,0,2,"ALCD",0
24,"24065",2138,1503,1472,15,31,"ALCD",0
24,"24176",316,247,244,1,3,"ALCD",0
24,"24116",417,314,309,1,5,"ALCD",0
24,"24062",139,98,98,1,0,"ALCD",0
24,"24074",97,75,75,1,0,"ALCD",0
47,"47213",109,82,82,0,0,"ALCD",0
47,"47110",450,350,346,1,4,"ALCD",0
47,"47190",98,80,80,1,0,"ALCD",0
24,"24009",322,153,152,2,1,"ALCD",0
24,"24015",2265,1649,1635,18,14,"ALCD",0
47,"47149",42,34,34,3,0,"ALCD",0
47,"47020",280,234,231,2,3,"ALCD",0
47,"47011",565,461,458,5,3,"ALCD",0
47,"47206",92,80,80,0,0,"ALCD",0
47,"47063",103,81,80,1,1,"ALCD",1
24,"24177",476,325,322,3,3,"ALCD",0
47,"47103",267,197,192,5,5,"ALCD",0
47,"47076",17399,13097,12972,92,125,"ALCD",4
47,"47229",210,148,147,1,1,"ALCD",0
24,"24164",370,218,217,0,1,"ALCD",0
24,"24121",645,492,487,1,5,"ALCD",0
47,"47008",24,19,19,1,0,"ALCD",0
24,"24189",5865,3933,3885,31,48,"ALCD",2
47,"47073",122,103,101,1,2,"ALCD",0
47,"47009",107,86,85,0,1,"ALCD",0
47,"47052",6576,4988,4944,40,44,"ALCD",1
24,"24185",474,357,350,3,7,"ALCD",0
47,"47174",267,218,215,1,3,"ALCD",0
47,"47225",80,63,63,0,0,"ALCD",0
24,"24002",231,173,172,1,1,"ALCD",0
47,"47041",150,112,110,2,2,"ALCD",0
47,"47126",50,41,41,0,0,"ALCD",0
24,"24058",208,155,154,3,1,"ALCD",0
24,"24163",3962,2950,2933,24,17,"ALCD",0
24,"24097",218,140,139,3,1,"ALCD",0
24,"24047",783,545,540,2,5,"ALCD",1
47,"47094",133,115,114,1,1,"ALCD",0
24,"24183",805,555,549,6,6,"ALCD",0
47,"47054",635,507,495,9,12,"ALCD",0
47,"47133",2682,2033,2015,16,18,"ALCD",0
24,"24227",1607,1127,1116,22,11,"ALCD",0
47,"47010",13729,10549,10454,81,95,"ALCD",0
24,"24205",945,694,685,11,9,"ALCD",2
24,"24122",1342,930,924,8,6,"ALCD",0
47,"47208",58,38,36,1,2,"ALCD",0
24,"24107",236,175,173,0,2,"ALCD",0
24,"24103",283,163,157,1,6,"ALCD",0
24,"24145",654,463,461,2,2,"ALCD",0
24,"24214",656,490,485,3,5,"ALCD",0
24,"24221",795,543,538,7,5,"ALCD",0
24,"24019",354,272,267,3,5,"ALCD",0
47,"47193",1577,1251,1241,7,10,"ALCD",1
47,"47031",189,145,145,1,0,"ALCD",0
47,"47037",168,138,133,0,5,"ALCD",0
47,"47134",165,128,125,1,3,"ALCD",0
47,"47173",880,644,638,20,6,"ALCD",0
47,"47185",99,73,71,0,2,"ALCD",0
24,"24078",380,289,277,0,12,"ALCD",0
47,"47146",255,206,204,1,2,"ALCD",1
47,"47184",573,453,451,1,2,"ALCD",0
47,"47049",101,68,68,0,0,"ALCD",0
24,"24071",1006,745,734,10,11,"ALCD",0
24,"24171",356,197,196,0,1,"ALCD",0
24,"24168",460,361,359,0,2,"ALCD",0
47,"47080",30,22,21,0,1,"ALCD",0
24,"24178",70,59,58,0,1,"ALCD",0
47,"47012",113,93,93,0,0,"ALCD",0
24,"24229",418,322,319,2,3,"ALCD",0
47,"47074",149,117,116,2,1,"ALCD",0
47,"47056",87,67,67,0,0,"ALCD",0
47,"47018",34,28,28,0,0,"ALCD",0
24,"24143",510,358,349,0,9,"ALCD",0
24,"24198",592,412,407,2,5,"ALCD",0
24,"24201",1090,762,759,10,3,"ALCD",0
47,"47164",378,313,311,1,2,"ALCD",0
47,"47200",85,66,66,0,0,"ALCD",0
47,"47092",110,87,87,0,0,"ALCD",0
24,"24083",1042,727,715,6,12,"ALCD",1
47,"47039",185,141,140,0,1,"ALCD",0
24,"24190",165,123,121,1,2,"ALCD",0
47,"47140",115,102,102,1,0,"ALCD",1
24,"24115",54058,37780,37357,308,423,"ALCD",14
24,"24039",2063,1597,1596,41,1,"ALCD",0
47,"47205",384,266,260,0,6,"ALCD",0
47,"47002",23,21,20,1,1,"ALCD",0
47,"47057",268,197,196,0,1,"ALCD",0
24,"24142",25119,17336,17141,154,195,"ALCD",4
24,"24175",1832,1314,1297,14,17,"ALCD",0
24,"24901",889,636,623,5,13,"ALCD",1
47,"47088",103,86,85,1,1,"ALCD",0
24,"24180",1134,812,800,9,12,"ALCD",0
24,"24153",232,179,177,2,2,"ALCD",0
47,"47006",190,136,135,1,1,"ALCD",0
47,"47040",64,53,53,0,0,"ALCD",0
47,"47198",69,50,50,0,0,"ALCD",0
24,"24106",248,167,166,1,1,"ALCD",0
47,"47230",303,246,242,2,4,"ALCD",1
47,"47102",291,230,220,1,10,"ALCD",0
47,"47179",395,293,287,0,6,"ALCD",0
24,"24028",388,292,288,2,4,"ALCD",0
24,"24196",2057,1502,1485,9,17,"ALCD",1
24,"24070",4124,3024,2981,20,43,"ALCD",0
47,"47132",45,36,33,1,3,"ALCD",0
24,"24096",117,80,79,1,1,"ALCD",0
47,"47147",116,92,92,0,0,"ALCD",0
47,"47210",382,282,274,3,8,"ALCD",0
24,"24118",126,88,88,1,0,"ALCD",0
24,"24222",14256,9996,9884,101,112,"ALCD",0
24,"24026",1177,864,849,7,15,"ALCD",0
47,"47194",298,239,237,2,2,"ALCD",0
24,"24017",577,426,418,1,8,"ALCD",0
24,"24101",397,258,257,3,1,"ALCD",0
47,"47207",278,215,212,3,3,"ALCD",0
24,"24216",723,522,518,1,4,"ALCD",2
47,"47111",1020,742,732,7,10,"ALCD",0
24,"24076",1277,956,947,4,9,"ALCD",0
24,"24162",1683,1257,1246,13,11,"ALCD",0
24,"24179",290,197,192,4,5,"ALCD",0
24,"24021",1675,1162,1144,8,18,"ALCD",0
47,"47220",165,130,129,0,1,"ALCD",0
24,"24108",376,280,277,2,3,"ALCD",0
47,"47025",120,94,94,1,0,"ALCD",0
47,"47078",163,127,125,1,2,"ALCD",0
47,"47137",29,25,25,1,0,"ALCD",0
47,"47048",188,144,144,1,0,"ALCD",0
47,"47112",2587,2015,1988,7,27,"ALCD",2
47,"47224",87,76,76,0,0,"ALCD",0
47,"47005",549,413,408,2,5,"ALCD",1
24,"24077",225,190,187,2,3,"ALCD",0
24,"24149",152,120,116,3,4,"ALCD",0
47,"47122",2032,1563,1535,7,28,"ALCD",0
47,"47214",1409,1087,1062,7,25,"ALCD",1
24,"24055",708,516,512,0,4,"ALCD",1
47,"47118",168,127,127,2,0,"ALCD",0
24,"24197",763,538,533,1,5,"ALCD",0
24,"24073",478,332,328,2,4,"ALCD",0
47,"47144",78,64,64,1,0,"ALCD",0
24,"24056",2883,2040,2003,11,37,"ALCD",1
47,"47212",380,323,322,2,1,"ALCD",0
47,"47104",2836,2182,2121,19,61,"ALCD",0
47,"47029",57,52,52,0,0,"ALCD",0
47,"47119",92,80,79,1,1,"ALCD",0
24,"24206",1700,1253,1240,12,13,"ALCD",1
24,"24226",199,139,137,0,2,"ALCD",0
24,"24057",1373,1045,1023,11,22,"ALCD",0
24,"24090",343,235,233,1,2,"ALCD",0
47,"47196",34,27,27,0,0,"ALCD",0
47,"47021",76,64,64,0,0,"ALCD",0
47,"47139",1040,777,767,6,10,"ALCD",2
24,"24046",942,637,633,5,4,"ALCD",1
47,"47070",37,27,27,0,0,"ALCD",0
47,"47071",410,324,321,4,3,"ALCD",0
47,"47085",16612,11829,11706,114,123,"ALCD",3
47,"47013",100,82,81,1,1,"ALCD",0
24,"24064",1523,1101,1087,3,14,"ALCD",0
47,"47075",4856,3681,3637,24,44,"ALCD",1
47,"47157",515,424,423,1,1,"ALCD",0
47,"47065",857,674,669,1,5,"ALCD",0
47,"47171",407,303,301,6,2,"ALCD",0
24,"24088",1029,791,789,10,2,"ALCD",0
47,"47109",179,138,138,2,0,"ALCD",0
24,"24014",7425,5124,5053,32,71,"ALCD",1
24,"24159",1806,1386,1366,6,20,"ALCD",1
24,"24141",95,85,84,0,1,"ALCD",2
24,"24042",63,56,56,1,0,"ALCD",0
47,"47034",72,58,58,3,0,"ALCD",0
24,"24225",1014,752,739,10,13,"ALCD",0
47,"47096",140,110,110,0,0,"ALCD",0
24,"24081",140,98,92,0,6,"ALCD",0
24,"24173",951,679,674,9,5,"ALCD",2
47,"47169",68,59,59,0,0,"ALCD",0
47,"47195",459,345,344,4,1,"ALCD",0
47,"47138",241,170,164,1,6,"ALCD",0
47,"47014",51,45,45,0,0,"ALCD",0
24,"24036",288,184,184,2,0,"ALCD",0
24,"24184",198,118,117,0,1,"ALCD",0
24,"24228",660,430,422,6,8,"ALCD",0
47,"47155",3228,2277,2254,18,23,"ALCD",1
47,"47170",33,28,27,2,1,"ALCD",0
24,"24067",623,388,384,0,4,"ALCD",0
24,"24120",341,246,244,1,2,"ALCD",0
47,"47141",134,111,110,0,1,"ALCD",0
24,"24022",330,230,229,0,1,"ALCD",0
24,"24005",378,260,257,2,3,"ALCD",0
24,"24193",378,268,265,2,3,"ALCD",0
47,"47130",96,72,72,0,0,"ALCD",0
47,"47117",301,233,227,2,6,"ALCD",0
47,"47113",159,129,128,0,1,"ALCD",0
47,"47219",41,36,34,0,2,"ALCD",0
24,"24139",2183,1548,1525,16,23,"ALCD",0
47,"47030",993,766,751,6,15,"ALCD",0
24,"24165",354,240,238,2,2,"ALCD",0
24,"24146",265,210,207,1,3,"ALCD",0
24,"24061",1704,1213,1204,9,9,"ALCD",0
47,"47183",130,106,105,0,1,"ALCD",0
47,"47077",246,193,191,1,2,"ALCD",0
47,"47168",29,26,26,1,0,"ALCD",0
24,"24104",259,169,169,0,0,"ALCD",0
24,"24010",8386,5708,5632,60,76,"ALCD",5
47,"47045",763,575,567,1,8,"ALCD",1
24,"24187",857,603,593,7,10,"ALCD",1
47,"47177",105,76,73,1,3,"ALCD",0
24,"24203",95,69,68,0,1,"ALCD",0
24,"24166",1407,1013,993,8,20,"ALCD",0
24,"24123",746,488,485,2,3,"ALCD",0
47,"47047",199,157,156,2,1,"ALCD",0
47,"47161",3918,3145,3126,12,19,"ALCD",0
47,"47023",2995,2344,2326,18,18,"ALCD",0
47,"47022",59,50,49,0,1,"ALCD",0
24,"24043",134,75,75,1,0,"ALCD",0
24,"24113",366,293,287,5,6,"ALCD",0
24,"24181",1493,1054,1045,5,9,"ALCD",0
47,"47001",55,46,46,0,0,"ALCD",0
24,"24129",122,89,89,1,0,"ALCD",0
47,"47167",241,204,204,1,0,"ALCD",0
24,"24044",168,119,118,1,1,"ALCD",0
24,"24210",503,358,356,3,2,"ALCD",1
47,"47131",170,134,128,2,6,"ALCD",0
24,"24160",684,483,474,6,9,"ALCD",0
47,"47124",392,316,311,3,5,"ALCD",0
47,"47003",227,180,179,3,1,"ALCD",0
47,"47105",183,158,156,0,2,"ALCD",0
47,"47129",871,664,659,4,5,"ALCD",5
24,"24217",135,109,108,1,1,"ALCD",0
47,"47007",3769,2765,2736,24,29,"ALCD",3
24,"24223",2610,1917,1908,39,9,"ALCD",3
47,"47083",80,59,54,1,5,"ALCD",0
24,"24124",367,244,233,3,11,"ALCD",0
47,"47036",228,181,181,3,0,"ALCD",0
47,"47165",6955,4955,4303,66,652,"ALCD",12
24,"24130",438,323,321,4,2,"ALCD",0
24,"24050",102,77,76,0,1,"ALCD",0
47,"47046",118,92,90,1,2,"ALCD",0
24,"24006",472,353,347,0,6,"ALCD",0
24,"24212",1032,773,760,4,13,"ALCD",0
24,"24194",290,212,212,3,0,"ALCD",0
24,"24105",1459,1042,1025,16,17,"ALCD",0
47,"47017",201,158,153,1,5,"ALCD",0
24,"24049",1483,1054,1048,6,6,"ALCD",0
24,"24119",706,488,481,3,7,"ALCD",0
47,"47226",156,123,123,0,0,"ALCD",0
24,"24052",158,104,102,0,2,"ALCD",0
47,"47135",83,72,72,2,0,"ALCD",0
47,"47089",148,125,124,0,1,"ALCD",0
47,"47172",144,124,122,0,2,"ALCD",0
24,"24151",478,353,352,1,1,"ALCD",0
24,"24037",360,254,250,2,4,"ALCD",0
24,"24213",150,122,122,1,0,"ALCD",0
24,"24109",977,633,624,3,9,"ALCD",0
24,"24098",1193,842,831,11,11,"ALCD",0
24,"24150",243,172,172,6,0,"ALCD",1
24,"24127",296,226,215,4,11,"ALCD",0
24,"24093",360,249,248,2,1,"ALCD",1
47,"47044",331,293,290,2,3,"ALCD",0
47,"47027",2745,2036,2018,9,18,"ALCD",3
47,"47068",34,26,26,0,0,"ALCD",0
24,"24117",434,334,331,1,3,"ALCD",0
24,"24060",602,363,361,3,2,"ALCD",0
24,"24084",163,116,116,0,0,"ALCD",0
24,"24016",466,270,269,1,1,"ALCD",0
24,"24089",102747,74428,73688,631,740,"ALCD",19
24,"24082",858,629,614,8,15,"ALCD",1
24,"24114",3061,2025,1994,9,31,"ALCD",0
47,"47059",97,76,76,2,0,"ALCD",0
47,"47060",258,216,214,1,2,"ALCD",0
24,"24068",457,344,340,0,4,"ALCD",0
47,"47028",33,21,21,0,0,"ALCD",0
24,"24034",3394,2380,2342,28,38,"ALCD",0
24,"24136",540,387,383,4,4,"ALCD",0
47,"47227",61,50,50,0,0,"ALCD",0
24,"24169",2969,2140,2118,13,22,"ALCD",1
47,"47064",33,28,25,0,3,"ALCD",0
47,"47055",203,167,163,0,4,"ALCD",0
47,"47042",54,37,37,0,0,"ALCD",0
24,"24134",3416,2470,2417,19,53,"ALCD",1
47,"47095",38,31,31,0,0,"ALCD",0
47,"47051",335,268,263,2,5,"ALCD",0
47,"47121",544,437,425,6,12,"ALCD",0
47,"47033",196,154,154,1,0,"ALCD",0
47,"47218",993,743,734,2,9,"ALCD",0
24,"24033",205,158,157,0,1,"ALCD",0
47,"47180",73,61,60,4,1,"ALCD",0
47,"47189",152,119,118,0,1,"ALCD",0
24,"24112",309,228,227,1,1,"ALCD",0
24,"24024",692,496,491,4,5,"ALCD",0
24,"24148",1672,1249,1241,23,8,"ALCD",1
47,"47101",1710,1357,1336,16,21,"ALCD",0
24,"24100",761,561,555,7,6,"ALCD",1
24,"24209",2769,1888,1865,12,23,"ALCD",1
47,"47128",60,52,51,0,1,"ALCD",0
47,"47192",102,83,81,1,2,"ALCD",0
47,"47186",246129,186191,184733,1198,1458,"ALCD",59
47,"47148",442,342,338,2,4,"ALCD",0
24,"24054",430,314,313,1,1,"ALCD",0
47,"47053",119,98,96,0,2,"ALCD",0
47,"47098",576,464,452,4,12,"ALCD",1
47,"47114",4045,2787,2762,26,25,"ALCD",1
24,"24003",648,460,453,7,7,"ALCD",0
24,"24218",451,330,325,2,5,"ALCD",0
47,"47079",58,48,47,0,1,"ALCD",0
47,"47159",822,644,636,1,8,"ALCD",0
24,"24188",3822,2850,2817,19,33,"ALCD",3
24,"24087",631,470,466,7,4,"ALCD",0
47,"47211",47,35,34,0,1,"ALCD",0
47,"47127",137,98,97,0,1,"ALCD",0
24,"24230",426,322,320,5,2,"ALCD",0
47,"47154",152,128,125,1,3,"ALCD",0
24,"24038",3089,2312,2273,17,39,"ALCD",0
47,"47050",3719,2630,2598,26,32,"ALCD",0
24,"24027",1211,863,847,8,16,"ALCD",1
47,"47228",440,331,331,2,0,"ALCD",0
24,"24001",189,124,122,0,2,"ALCD",0
47,"47004",1181,939,930,7,9,"ALCD",1
24,"24211",272,205,205,2,0,"ALCD",0
47,"47019",85,74,73,0,1,"ALCD",0
47,"47086",3906,2970,2936,24,34,"ALCD",0
47,"47182",1323,977,967,8,10,"ALCD",0
24,"24094",1385,983,968,11,15,"ALCD",1
24,"24012",290,207,205,1,2,"ALCD",0
24,"24041",538,367,366,3,1,"ALCD",0
24,"24125",462,290,286,4,4,"ALCD",0
24,"24155",471,388,384,6,4,"ALCD",0
24,"24144",695,470,465,2,5,"ALCD",2
47,"47231",4401,3299,3277,24,22,"ALCD",0
24,"24172",418,255,250,2,5,"ALCD",0
47,"47160",425,308,303,0,5,"ALCD",0
47,"47151",27,24,24,0,0,"ALCD",0
29,"29036",632,423,416,2,7,"AND",0
14,"14050",2391,1822,1787,14,35,"AND",0
29,"29010",1651,1278,1237,4,41,"AND",0
14,"14025",2924,2466,2422,14,44,"AND",0
29,"29903",524,353,349,3,4,"AND",0
29,"29017",6553,4744,4668,33,76,"AND",11
29,"29058",1450,911,894,4,17,"AND",1
29,"29006",673,428,420,1,8,"AND",0
29,"29014",217,141,140,4,1,"AND",0
14,"14015",2125,1579,1554,10,25,"AND",3
29,"29081",261,197,197,1,0,"AND",0
14,"14062",1025,806,792,6,14,"AND",0
14,"14068",538,401,398,10,3,"AND",0
29,"29089",3228,2377,2321,10,56,"AND",1
29,"29055",1796,1354,1336,11,18,"AND",2
14,"14043",7574,5515,5443,81,72,"AND",3
29,"29080",6676,4469,4419,35,50,"AND",5
14,"14054",13697,10315,10109,93,206,"AND",6
14,"14031",593,469,459,3,10,"AND",0
14,"14009",2788,1852,1834,20,18,"AND",0
29,"29021",161,108,107,4,1,"AND",0
29,"29054",41997,28422,28238,189,184,"AND",34
29,"29043",2509,1608,1576,18,32,"AND",2
29,"29099",950,693,685,4,8,"AND",1
29,"29009",1468,1069,1045,8,24,"AND",0
14,"14055",18557,12950,12764,178,186,"AND",32
29,"29003",983,754,743,1,11,"AND",1
14,"14056",23581,16120,15958,143,162,"AND",67
14,"14034",308,247,244,2,3,"AND",0
29,"29077",199,149,146,2,3,"AND",0
14,"14024",1903,1405,1376,16,29,"AND",2
29,"29011",2900,1822,1803,9,19,"AND",1
29,"29095",3321,2376,2307,24,69,"AND",5
14,"14012",6173,4364,4291,35,73,"AND",7
29,"29072",3262,2382,2352,17,30,"AND",0
14,"14021",260178,181773,180348,1872,1425,"AND",187
29,"29068",7016,4300,4244,35,56,"AND",4
29,"29029",403,298,294,2,4,"AND",0
29,"29100",2433,1684,1667,5,17,"AND",3
14,"14065",1850,1384,1377,16,7,"AND",2
29,"29039",2666,1898,1873,22,25,"AND",2
29,"29096",2810,1944,1909,31,35,"AND",1
14,"14049",16309,11635,11515,115,120,"AND",23
14,"14003",1248,939,930,2,9,"AND",2
14,"14061",744,595,582,1,13,"AND",0
29,"29051",40391,25780,25419,232,361,"AND",22
29,"29092",570,397,390,4,7,"AND",0
29,"29085",144,109,108,0,1,"AND",0
14,"14074",2299,1896,1866,16,30,"AND",0
29,"29050",421,306,302,3,4,"AND",0
14,"14019",6464,4967,4909,49,58,"AND",4
29,"29020",3267,2408,2359,16,49,"AND",4
29,"29073",1579,1091,1080,7,11,"AND",0
14,"14044",1604,1172,1165,7,7,"AND",0
29,"29038",17676,11056,10970,141,86,"AND",22
29,"29026",1057,751,748,5,3,"AND",1
14,"14071",929,642,630,2,12,"AND",1
29,"29047",1117,885,866,1,19,"AND",1
29,"29904",421,338,335,3,3,"AND",0
14,"14040",3776,2873,2833,32,40,"AND",2
29,"29065",187,137,136,0,1,"AND",0
29,"29086",793,470,470,3,0,"AND",0
29,"29042",14016,9368,9192,88,176,"AND",21
14,"14005",6311,4143,4084,72,59,"AND",3
14,"14029",4178,3047,3009,28,38,"AND",5
14,"14013",16796,11830,11616,129,214,"AND",17
14,"14027",7925,5836,5746,58,90,"AND",4
29,"29025",39665,25907,25714,192,193,"AND",42
29,"29022",179,137,136,0,1,"AND",0
29,"29032",6657,5031,4977,33,54,"AND",6
14,"14010",4027,2850,2807,19,43,"AND",2
29,"29070",40333,25991,25728,214,263,"AND",68
29,"29091",8957,6186,6078,56,108,"AND",6
29,"29035",1567,1157,1144,11,13,"AND",1
29,"29062",654,551,545,2,6,"AND",1
14,"14037",3318,2374,2320,22,54,"AND",2
14,"14038",32322,22117,21887,179,230,"AND",22
14,"14047",1672,1187,1178,14,9,"AND",0
14,"14018",3709,2697,2653,26,44,"AND",7
29,"29053",1699,1105,1091,14,14,"AND",5
29,"29064",503,348,339,8,9,"AND",0
14,"14032",423,334,330,4,4,"AND",0
14,"14035",5966,4236,4177,39,59,"AND",2
29,"29024",386,227,219,2,8,"AND",1
29,"29052",224,144,144,3,0,"AND",0
14,"14006",1330,1120,1101,8,19,"AND",1
29,"29902",2567,1577,1559,11,18,"AND",2
14,"14011",578,464,462,4,2,"AND",0
14,"14067",3889,2946,2899,29,47,"AND",1
14,"14072",1048,806,795,6,11,"AND",0
29,"29087",376,270,266,1,4,"AND",1
14,"14070",1332,986,974,10,12,"AND",0
14,"14057",6136,4713,4631,47,82,"AND",5
14,"14026",2067,1424,1405,4,19,"AND",1
14,"14058",7970,5491,5417,66,74,"AND",8
29,"29045",1684,1178,1168,8,10,"AND",0
14,"14053",6006,4285,4232,49,53,"AND",80
14,"14002",10951,7706,7620,83,86,"AND",4
29,"29028",1237,836,826,6,10,"AND",0
29,"29069",85684,54130,53621,455,509,"AND",72
14,"14052",9379,5917,5854,68,63,"AND",8
29,"29061",1016,798,769,8,29,"AND",3
29,"29002",1177,804,789,5,15,"AND",0
14,"14039",2604,2062,2021,12,41,"AND",0
14,"14042",18891,14051,13848,190,203,"AND",21
29,"29066",334,234,233,4,1,"AND",0
14,"14001",3514,2837,2789,28,48,"AND",1
14,"14059",690,533,528,4,5,"AND",1
29,"29090",1688,1144,1134,15,10,"AND",2
29,"29079",2416,1788,1764,10,24,"AND",0
14,"14022",4006,2977,2949,17,28,"AND",0
29,"29060",692,510,508,1,2,"AND",0
14,"14028",314,253,249,1,4,"AND",0
29,"29015",31880,22220,21952,190,268,"AND",23
29,"29097",4108,2871,2821,37,50,"AND",3
29,"29082",31885,22572,22400,152,172,"AND",32
29,"29013",1610,1238,1207,9,31,"AND",3
29,"29094",57554,38071,37696,339,375,"AND",43
29,"29031",1614,1107,1094,13,13,"AND",2
14,"14036",3740,2747,2696,24,51,"AND",3
29,"29098",1253,917,895,9,22,"AND",0
29,"29033",1122,747,730,4,17,"AND",0
29,"29901",43826,29318,29107,250,211,"AND",49
29,"29023",2081,1354,1340,4,14,"AND",2
29,"29088",2714,1829,1800,12,29,"AND",1
29,"29057",357,241,238,1,3,"AND",0
29,"29046",2675,1825,1807,14,18,"AND",1
29,"29071",934,596,588,3,8,"AND",0
14,"14064",320,242,236,2,6,"AND",0
14,"14017",10868,7764,7665,71,99,"AND",7
14,"14020",387,269,264,2,5,"AND",0
29,"29007",27491,19071,18910,153,161,"AND",27
14,"14007",15207,10558,10417,82,141,"AND",8
29,"29030",805,620,614,4,6,"AND",1
