"muni_code","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15"
9358,0,0,0,0,0,0,0,0
9360,0,0,0,0,0,0,0,0
9361,0,0,0,0,0,0,0,0
9362,0,0,0,0,0,0,0,0
9363,0,0,0,0,0,0,0,0
9365,1,1,0,0,1,1,0,0
9366,0,0,0,0,0,0,0,0
9368,0,0,0,0,0,0,0,0
9369,0,0,0,0,0,0,0,0
9372,0,1,1,0,0,1,1,0
9373,0,0,0,0,0,0,0,0
9374,1,1,0,0,1,1,0,0
9375,0,0,0,0,0,0,0,0
9377,0,0,0,0,0,0,0,0
9378,0,0,0,0,0,0,0,0
9380,0,0,0,0,0,0,0,0
9381,0,0,0,0,0,0,0,0
9382,0,0,0,0,0,0,0,0
9384,0,0,0,0,0,0,0,0
9386,0,0,0,0,0,0,0,0
9387,0,0,0,0,0,0,0,0
9388,1,1,0,0,1,1,0,0
9389,0,1,1,0,0,1,1,0
9390,0,0,0,0,0,0,0,0
9391,0,0,0,0,0,0,0,0
9392,1,1,0,0,1,1,0,0
9394,0,0,0,0,0,0,0,0
9395,0,0,0,0,0,0,0,0
9396,0,0,0,0,0,0,0,0
9398,0,0,0,0,0,0,0,0
9400,1,1,0,0,1,1,0,0
9403,0,0,0,0,0,0,0,0
9405,0,0,0,0,0,0,0,0
9406,1,1,0,0,1,1,0,0
9407,0,0,0,0,0,0,0,0
9408,0,0,0,0,0,0,0,0
9409,1,1,0,0,1,1,0,0
9410,1,1,0,0,1,1,0,0
9411,0,1,1,0,0,1,1,0
9412,0,0,0,0,0,0,0,0
9413,0,0,0,0,0,0,0,0
9414,0,0,0,0,0,0,0,0
9415,0,0,0,0,0,0,0,0
9416,0,1,1,0,0,1,1,0
9417,0,0,0,0,0,0,0,0
9418,1,1,0,0,1,1,0,0
9419,0,0,0,0,0,0,0,0
9421,1,1,0,0,1,1,0,0
9422,0,0,0,0,0,0,0,0
9423,0,0,0,0,0,0,0,0
9424,0,0,0,0,0,0,0,0
9425,0,0,0,0,0,0,0,0
9427,0,0,0,0,0,0,0,0
9428,0,0,0,0,0,0,0,0
9429,0,0,0,0,0,0,0,0
9430,0,0,0,0,0,0,0,0
9431,1,0,0,0,1,0,0,0
9432,1,1,0,0,1,1,0,0
9433,0,0,0,0,0,0,0,0
9434,1,1,0,0,1,1,0,0
9437,0,0,0,0,0,0,0,0
9438,0,0,0,0,0,0,0,0
9439,0,0,0,0,0,0,0,0
9440,0,0,0,0,0,0,0,0
9441,0,0,0,0,0,0,0,0
9442,1,1,0,0,1,1,0,0
9443,0,1,1,0,0,1,1,0
9444,0,0,0,0,0,0,0,0
9445,0,0,0,0,0,0,0,0
9446,0,0,0,0,0,0,0,0
9447,1,1,0,0,1,1,0,0
9448,0,1,1,0,0,1,1,0
9449,0,0,0,0,0,0,0,0
9450,0,0,0,0,0,0,0,0
9451,0,1,1,0,0,1,1,0
9454,0,1,1,0,0,1,1,0
9455,0,0,0,0,0,0,0,0
9456,0,0,0,0,0,0,0,0
9458,0,0,0,0,0,0,0,0
9460,0,0,0,0,0,0,0,0
9463,1,1,0,0,1,1,0,0
9464,0,0,0,0,0,0,0,0
9466,0,1,1,0,0,1,1,0
9467,1,0,0,0,1,0,0,0
9471,0,0,0,0,0,0,0,0
9472,1,1,0,0,1,1,0,0
9473,0,0,0,0,0,0,0,0
9476,1,1,0,0,1,1,0,0
9478,1,0,0,0,1,0,0,0
9480,0,0,0,0,0,0,0,0
9482,0,0,0,0,0,0,0,0
9483,0,0,0,0,0,0,0,0
9485,0,0,0,0,0,0,0,0
9901,0,0,0,0,0,0,0,0
9902,0,0,0,0,0,0,0,0
9903,0,0,0,0,0,0,0,0
9904,1,1,0,0,1,1,0,0
9905,0,0,0,0,0,0,0,0
9906,0,0,0,0,0,0,0,0
9907,0,0,0,0,0,0,0,0
9908,0,0,0,0,0,0,0,0
10001,1,1,0,0,1,1,0,0
10002,1,1,0,0,1,1,0,0
10003,0,0,0,0,0,0,0,0
10004,1,1,0,0,1,1,0,0
10005,1,1,0,0,1,1,0,0
10006,1,1,0,0,1,1,0,0
10007,0,0,0,0,0,0,0,0
10008,0,0,0,0,0,0,0,0
10009,0,0,0,0,0,0,0,0
10010,1,1,0,0,1,1,0,0
10011,1,0,0,0,0,0,0,0
10012,1,1,0,0,1,1,0,0
10013,0,0,0,0,0,0,0,0
10014,1,1,0,0,1,1,0,0
10015,1,0,0,0,1,0,0,0
10016,0,1,1,0,0,1,1,0
10017,0,0,0,0,0,0,0,0
10018,1,0,0,0,1,0,0,0
10019,0,1,1,0,0,1,1,0
10020,1,1,0,0,1,1,0,0
10021,1,1,0,0,1,1,0,0
10022,1,0,0,0,1,0,0,0
10023,1,1,0,0,0,0,0,0
10024,0,0,0,0,0,0,0,0
10025,1,1,0,0,1,1,0,0
10026,0,1,1,1,0,0,0,1
10027,1,1,0,0,0,1,1,0
10028,1,1,0,0,1,1,0,0
10029,1,1,0,0,1,1,0,0
10030,0,0,0,0,0,0,0,0
10031,0,0,0,0,0,0,0,0
10032,0,0,0,0,0,0,0,0
10033,0,0,0,0,0,0,0,0
10034,1,1,0,0,1,1,0,0
10035,1,0,0,0,1,0,0,0
10036,1,1,0,0,1,1,0,0
10037,0,1,1,0,0,1,1,0
10038,1,1,0,0,1,1,0,0
10039,0,0,0,0,0,0,0,0
10040,1,1,0,0,1,1,0,0
10041,1,1,0,0,1,1,0,0
10042,1,0,0,0,1,0,0,0
10043,0,1,1,0,0,1,1,0
10044,0,1,1,0,0,1,1,0
10045,0,0,0,0,0,0,0,0
10046,1,1,0,0,1,1,0,0
10047,1,1,0,0,0,1,1,0
10048,0,0,0,0,0,0,0,0
10049,1,1,0,0,1,1,0,0
10050,0,0,0,0,0,0,0,0
10051,0,0,0,0,0,0,0,0
10052,0,0,0,0,0,0,0,0
10053,0,0,0,0,0,0,0,0
10054,0,1,1,0,0,1,1,0
10055,0,0,0,0,0,0,0,0
10056,1,1,0,0,1,1,0,0
10057,1,1,0,0,1,1,0,0
10058,0,0,0,0,0,0,0,0
10059,1,1,0,0,1,1,0,0
10060,1,1,0,0,1,1,0,0
10061,1,1,0,0,1,0,0,0
10062,1,1,0,0,1,1,0,0
10063,1,1,0,0,0,1,1,0
10064,0,0,0,0,0,0,0,0
10065,1,1,0,0,1,1,0,0
10066,1,0,0,0,1,0,0,0
10067,0,0,0,0,0,0,0,0
10068,0,0,0,0,0,0,0,0
10069,0,0,0,0,0,0,0,0
10070,0,0,0,0,0,0,0,0
10071,0,0,0,0,0,0,0,0
10072,1,1,0,0,1,1,0,0
10073,0,0,0,0,0,0,0,0
10075,1,1,0,0,1,1,0,0
10076,1,1,0,0,1,1,0,0
10077,0,0,0,0,0,0,0,0
10078,1,1,0,0,1,1,0,0
10079,0,0,0,0,0,0,0,0
10080,0,0,0,0,0,0,0,0
10081,1,1,0,0,1,1,0,0
10082,0,1,1,0,0,1,1,0
10083,0,0,0,0,0,0,0,0
10084,0,1,1,0,0,1,1,0
10085,0,0,0,0,0,0,0,0
10086,0,1,1,0,0,1,1,0
10087,1,1,0,0,1,1,0,0
10088,0,0,0,0,0,0,0,0
10089,1,1,0,0,1,1,0,0
10090,1,1,0,0,0,1,1,0
10091,1,0,0,0,1,0,0,0
10092,1,1,0,0,1,1,0,0
10093,1,1,0,0,1,1,0,0
10094,0,1,1,0,0,1,1,0
10095,1,1,0,0,0,1,1,0
10096,1,1,0,0,1,1,0,0
10097,0,1,1,1,0,1,1,1
10098,0,0,0,0,0,0,0,0
10099,1,0,0,0,1,0,0,0
10100,1,1,0,0,1,1,0,0
10101,0,0,0,0,0,0,0,0
10102,1,1,0,0,1,1,0,0
10103,1,0,0,0,1,0,0,0
10104,0,0,0,0,0,0,0,0
10105,1,1,0,0,1,1,0,0
10106,1,1,0,0,1,1,0,0
10107,1,1,0,0,1,1,0,0
10108,0,1,1,0,0,1,1,0
10109,1,1,0,0,1,1,0,0
10110,1,1,0,0,1,1,0,0
10111,1,0,0,0,1,0,0,0
10112,0,0,0,0,0,0,0,0
10113,0,1,1,0,0,1,1,0
10114,1,1,0,0,0,0,0,0
10115,0,0,0,0,0,0,0,0
10116,1,1,0,0,1,1,0,0
10117,1,1,0,0,1,1,0,0
10118,1,1,0,0,1,1,0,0
10119,0,0,0,0,0,0,0,0
10120,0,1,1,0,0,1,1,0
10121,1,1,0,0,1,1,0,0
10122,0,0,0,0,0,0,0,0
10123,1,1,0,0,1,1,0,0
10124,0,0,0,0,0,0,0,0
10125,0,0,0,0,0,0,0,0
10126,1,0,0,0,1,0,0,0
10127,1,1,0,0,1,1,0,0
10128,1,1,0,0,1,1,0,0
10129,1,1,0,0,1,1,0,0
10130,0,1,1,0,0,1,1,0
10131,1,1,0,0,1,1,0,0
10132,1,1,0,0,1,1,0,0
10133,1,1,0,0,1,1,0,0
10134,0,0,0,0,0,0,0,0
10135,0,0,0,0,0,0,0,0
10136,1,1,0,0,1,1,0,0
10137,1,0,0,0,1,0,0,0
10138,1,1,0,0,1,1,0,0
10139,0,1,1,0,0,1,1,0
10140,0,0,0,0,0,0,0,0
10141,0,1,1,0,0,1,1,0
10142,1,0,0,0,1,0,0,0
10143,1,1,0,0,1,1,0,0
10144,1,1,0,0,1,1,0,0
10145,1,1,0,0,1,1,0,0
10146,1,1,0,0,1,1,0,0
10147,1,1,0,0,1,1,0,0
10148,0,0,0,0,0,0,0,0
10149,1,1,0,0,1,1,0,0
10150,1,1,0,0,1,1,0,0
10151,0,1,1,0,0,1,1,0
10152,1,1,0,0,1,1,0,0
10153,0,0,0,0,0,0,0,0
10154,0,0,0,0,0,0,0,0
10155,1,1,0,0,1,1,0,0
10156,1,1,0,0,1,1,0,0
10157,1,1,0,0,1,1,0,0
10158,1,1,0,0,1,1,0,0
10159,1,1,0,0,1,1,0,0
10160,1,1,0,0,1,1,0,0
10161,1,1,0,0,1,1,0,0
10162,1,1,0,0,1,1,0,0
10163,0,1,1,0,0,1,1,0
10164,0,0,0,0,0,0,0,0
10165,0,0,0,0,0,0,0,0
10166,0,0,0,0,0,0,0,0
10167,0,0,0,0,0,0,0,0
10168,1,1,0,0,1,1,0,0
10169,0,0,0,0,0,0,0,0
10170,0,0,0,0,0,0,0,0
10171,1,1,0,0,1,1,0,0
10172,1,0,0,0,1,0,0,0
10173,0,0,0,0,0,0,0,0
10174,1,1,0,0,1,1,0,0
10175,1,1,0,0,1,1,0,0
10176,1,0,0,0,1,0,0,0
10177,0,0,0,0,0,0,0,0
10178,1,1,0,0,0,0,0,0
10179,0,1,1,1,0,1,1,1
10180,0,1,1,0,0,1,1,0
10181,1,1,0,0,1,1,0,0
10182,1,1,0,0,1,1,0,0
10183,1,1,0,0,1,1,0,0
10184,0,0,0,0,0,0,0,0
10185,1,1,0,0,1,1,0,0
10186,1,1,0,0,1,1,0,0
10187,0,0,0,0,0,0,0,0
10188,1,0,0,0,1,0,0,0
10189,0,1,1,0,0,1,1,0
10190,1,0,0,0,1,0,0,0
10191,0,0,0,0,0,0,0,0
10192,1,1,0,0,1,1,0,0
10193,0,0,0,0,0,0,0,0
10194,0,0,0,0,0,0,0,0
10195,0,1,1,0,0,1,1,0
10196,1,1,0,0,1,1,0,0
10197,0,0,0,0,0,0,0,0
10198,0,0,0,0,0,0,0,0
10199,0,0,0,0,0,0,0,0
10200,1,0,0,0,1,0,0,0
10201,1,1,0,0,1,1,0,0
10202,1,1,0,0,1,1,0,0
10203,1,1,0,0,1,1,0,0
10204,0,0,0,0,0,0,0,0
10205,1,1,0,0,1,1,0,0
10206,1,1,0,0,1,1,0,0
10207,0,0,0,0,0,0,0,0
10208,1,1,0,0,1,1,0,0
10209,1,1,0,0,1,1,0,0
10210,1,1,0,0,1,1,0,0
10211,1,1,0,0,1,1,0,0
10212,1,1,0,0,1,1,0,0
10213,0,0,0,0,0,0,0,0
10214,0,1,1,0,0,1,1,0
10215,1,1,0,0,1,1,0,0
10216,1,0,0,0,1,0,0,0
10217,1,1,0,0,1,1,0,0
10218,1,1,0,0,1,1,0,0
10219,0,0,0,0,0,0,0,0
10901,0,0,0,0,0,0,0,0
10902,1,1,0,0,1,1,0,0
10903,1,1,0,0,0,1,1,1
11001,1,1,0,0,1,1,0,0
11002,1,1,0,0,1,0,0,0
11003,1,0,0,0,1,0,0,0
11004,0,0,0,0,0,0,0,0
11005,1,1,0,0,1,1,0,0
11006,1,1,0,0,1,1,0,0
11007,1,0,0,0,0,0,0,0
11008,1,0,0,0,0,0,0,0
11009,1,0,0,0,1,0,0,0
11010,1,1,0,0,1,0,0,0
11011,1,1,0,0,1,1,0,0
11012,0,1,1,0,0,0,0,0
11013,1,1,0,0,1,1,0,0
11014,1,1,0,0,1,1,0,0
11015,1,1,0,0,1,1,0,0
11016,0,0,0,0,0,0,0,0
11017,1,1,0,0,1,0,0,0
11018,1,1,0,0,1,1,0,0
11019,1,1,0,0,1,1,0,0
11020,1,1,0,0,1,1,0,0
11021,1,1,0,0,1,1,0,0
11022,0,0,0,0,0,0,0,0
11023,1,1,0,0,1,1,0,0
11024,1,1,0,0,1,1,0,0
11025,1,1,0,0,1,0,0,0
11026,0,0,0,0,0,0,0,0
11027,1,0,0,0,1,0,0,0
11028,0,1,1,0,0,1,1,0
11029,1,1,0,0,1,0,0,0
11030,1,1,0,0,1,1,0,0
11031,1,1,0,0,1,1,0,0
11032,1,1,0,0,1,1,0,0
11033,1,1,0,0,1,1,0,0
11034,1,1,0,0,0,0,0,0
11035,0,1,1,1,0,1,1,1
11036,1,1,0,0,1,1,0,0
11037,1,1,0,0,1,1,0,0
11038,1,1,0,0,1,1,0,0
11039,0,0,0,0,0,0,0,0
11040,1,1,0,0,1,1,0,0
11041,1,1,0,0,0,0,0,0
11042,1,1,0,0,1,1,0,0
11901,1,1,0,0,1,1,0,0
11902,1,1,0,0,1,1,0,0
12001,1,1,0,0,1,1,0,0
12002,1,1,0,0,0,0,0,0
12003,0,1,1,0,0,1,1,0
12004,0,0,0,0,0,0,0,0
12005,1,1,0,0,0,1,1,1
12006,1,1,0,0,1,1,0,0
12007,0,0,0,0,0,0,0,0
12008,0,0,0,0,0,0,0,0
12009,1,1,0,0,0,1,1,1
12010,1,1,0,0,1,1,0,0
12011,1,1,0,0,1,1,0,0
12012,1,1,0,0,1,1,0,0
12013,0,0,0,0,0,0,0,0
12014,0,1,1,0,0,1,1,0
12015,1,1,0,0,1,0,0,0
12016,0,0,0,0,0,0,0,0
12017,0,0,0,0,0,0,0,0
12018,0,0,0,0,0,0,0,0
12020,0,0,0,0,0,0,0,0
12021,1,1,0,0,0,0,0,0
12022,1,1,0,0,1,1,0,0
12024,1,0,0,0,1,0,0,0
12025,0,0,0,0,0,0,0,0
12026,0,0,0,0,0,0,0,0
12027,1,1,0,0,1,1,0,0
12028,0,0,0,0,0,0,0,0
12029,1,1,0,0,1,1,0,0
12031,1,1,0,0,0,0,0,0
12032,1,1,0,0,1,1,0,0
12033,0,1,1,1,0,1,1,0
12034,1,1,0,0,1,1,0,0
12036,0,0,0,0,0,0,0,0
12037,0,1,1,0,0,1,1,0
12038,0,0,0,0,0,0,0,0
12039,1,1,0,0,1,1,0,0
12040,1,1,0,0,1,1,0,0
12041,0,0,0,0,0,0,0,0
12042,0,0,0,0,0,0,0,0
12043,0,0,0,0,0,0,0,0
12044,1,1,0,0,1,1,0,0
12045,1,0,0,0,1,0,0,0
12046,0,1,1,0,0,1,1,0
12048,1,0,0,0,1,0,0,0
12049,1,0,0,0,0,0,0,0
12050,1,0,0,0,1,0,0,0
12051,0,0,0,0,0,0,0,0
12052,0,0,0,0,0,0,0,0
12053,1,1,0,0,1,1,0,0
12055,0,0,0,0,0,0,0,0
12056,0,0,0,0,0,0,0,0
12057,0,1,1,0,0,1,1,0
12058,0,0,0,0,0,0,0,0
12059,1,1,0,0,1,1,0,0
12060,0,0,0,0,0,0,0,0
12061,1,1,0,0,1,1,0,0
12063,1,1,0,0,1,1,0,0
12064,0,0,0,0,0,0,0,0
12065,0,0,0,0,0,0,0,0
12067,1,1,0,0,1,1,0,0
12068,0,0,0,0,0,0,0,0
12069,0,0,0,0,0,0,0,0
12070,1,1,0,0,0,0,0,0
12071,1,0,0,0,1,0,0,0
12072,0,0,0,0,0,0,0,0
12073,0,0,0,0,0,0,0,0
12074,0,0,0,0,0,0,0,0
12075,1,0,0,0,1,0,0,0
12076,0,0,0,0,0,0,0,0
12077,0,0,0,0,0,0,0,0
12078,0,0,0,0,0,0,0,0
12079,1,1,0,0,1,1,0,0
12080,1,1,0,0,1,1,0,0
12081,0,0,0,0,0,0,0,0
12082,0,0,0,0,0,0,0,0
12083,1,1,0,0,1,1,0,0
12084,1,0,0,0,1,0,0,0
12085,0,1,1,0,0,1,1,0
12087,0,0,0,0,0,0,0,0
12088,0,0,0,0,0,0,0,0
12089,0,0,0,0,0,0,0,0
12090,0,0,0,0,0,0,0,0
12091,0,0,0,0,0,0,0,0
12092,0,0,0,0,0,0,0,0
12093,0,0,0,0,0,0,0,0
12094,1,1,0,0,1,1,0,0
12095,1,1,0,0,1,1,0,0
12096,1,1,0,0,1,1,0,0
12097,0,0,0,0,0,0,0,0
12098,0,0,0,0,0,0,0,0
12099,0,0,0,0,0,0,0,0
12100,1,1,0,0,1,1,0,0
12101,0,0,0,0,0,0,0,0
12102,1,1,0,0,1,1,0,0
12103,0,0,0,0,0,0,0,0
12104,1,0,0,0,1,0,0,0
12105,0,0,0,0,0,0,0,0
12106,1,1,0,0,1,1,0,0
12107,1,1,0,0,1,1,0,0
12108,1,1,0,0,1,1,0,0
12109,1,1,0,0,1,1,0,0
12110,1,1,0,0,1,1,0,0
12111,0,0,0,0,0,0,0,0
12112,1,0,0,0,1,0,0,0
12113,0,0,0,0,0,0,0,0
12114,0,0,0,0,0,0,0,0
12115,0,0,0,0,0,0,0,0
12116,0,1,1,0,0,1,1,0
12117,1,1,0,0,1,1,0,0
12118,0,0,0,0,0,0,0,0
12119,0,0,0,0,0,0,0,0
12120,0,0,0,0,0,0,0,0
12121,1,1,0,0,1,1,0,0
12122,0,0,0,0,0,0,0,0
12123,0,0,0,0,0,0,0,0
12124,0,0,0,0,0,0,0,0
12125,0,0,0,0,0,0,0,0
12126,1,1,0,0,1,1,0,0
12127,1,1,0,0,1,1,0,0
12128,1,1,0,0,1,1,0,0
12129,1,1,0,0,1,1,0,0
12130,0,0,0,0,0,0,0,0
12131,0,0,0,0,0,0,0,0
12132,0,0,0,0,0,0,0,0
12133,0,0,0,0,0,0,0,0
12134,1,1,0,0,1,1,0,0
12135,1,1,0,0,1,1,0,0
12136,0,0,0,1,0,0,0,1
12137,1,0,0,0,1,0,0,0
12138,0,1,1,0,0,1,1,0
12139,1,1,0,0,0,0,0,0
12140,0,1,1,0,0,1,1,0
12141,0,0,0,0,0,0,0,0
12142,1,0,0,0,1,0,0,0
12901,1,1,0,0,1,1,0,0
12902,0,0,0,0,0,0,0,0
13001,0,0,0,0,0,0,0,0
13002,0,0,0,0,0,0,0,0
13003,0,0,0,0,0,0,0,0
13004,0,1,1,0,0,1,1,0
13005,1,1,0,0,1,1,0,0
13006,1,1,0,0,1,1,0,0
13007,1,1,0,0,1,1,0,0
13008,0,0,0,0,0,0,0,0
13009,0,1,1,0,0,1,1,0
13010,0,0,0,0,0,0,0,0
13011,1,1,0,0,1,1,0,0
13012,1,1,0,0,1,1,0,0
13013,1,1,0,0,1,1,0,0
13014,1,1,0,0,1,1,0,0
13015,0,0,0,0,0,0,0,0
13016,1,0,0,0,1,0,0,0
13017,1,1,0,0,1,1,0,0
13018,1,1,0,0,1,1,0,0
13019,1,1,0,0,1,1,0,0
13020,1,1,0,0,1,1,0,0
13021,0,0,0,0,0,0,0,0
13022,1,1,0,0,1,1,0,0
13023,0,0,0,0,0,0,0,0
13024,0,0,0,0,0,0,0,0
13025,0,1,1,0,0,1,1,0
13026,1,1,0,0,1,1,0,0
13027,0,1,1,0,0,1,1,0
13028,0,1,1,0,0,1,1,0
13029,1,1,0,0,1,1,0,0
13030,1,1,0,0,1,1,0,0
13031,0,1,1,0,0,1,1,0
13032,1,1,0,0,1,1,0,0
13033,1,1,0,0,1,1,0,0
13034,1,1,0,0,1,1,0,0
13035,1,1,0,0,1,1,0,0
13036,0,0,0,0,0,0,0,0
13037,1,1,0,0,1,1,0,0
13038,1,1,0,0,1,1,0,0
13039,0,0,0,0,0,0,0,0
13040,0,1,1,0,0,1,1,0
13041,1,0,0,0,1,0,0,0
13042,0,0,0,0,0,0,0,0
13043,0,0,0,0,0,0,0,0
13044,0,0,0,0,0,0,0,0
13045,0,0,0,0,0,0,0,0
13046,1,0,0,0,1,0,0,0
13047,1,1,0,0,1,1,0,0
13048,1,0,0,0,1,0,0,0
13049,0,0,0,0,0,0,0,0
13050,1,0,0,0,1,0,0,0
13051,1,1,0,0,1,1,0,0
13052,0,0,0,0,0,0,0,0
13053,1,1,0,0,1,1,0,0
13054,0,0,0,0,0,0,0,0
13055,0,0,0,0,0,0,0,0
13056,1,1,0,0,1,1,0,0
13057,0,0,0,0,0,0,0,0
13058,0,0,0,0,0,0,0,0
13059,0,0,0,0,0,0,0,0
13060,1,1,0,0,1,1,0,0
13061,1,1,0,0,1,1,0,0
13062,0,0,0,0,0,0,0,0
13063,1,1,0,0,1,1,0,0
13064,1,1,0,0,1,1,0,0
13065,0,0,0,0,0,0,0,0
13066,0,0,0,0,0,0,0,0
13067,1,1,0,0,1,1,0,0
13068,1,1,0,0,1,1,0,0
13069,1,1,0,0,1,1,0,0
13070,0,1,1,0,0,1,1,0
13071,1,1,0,0,1,1,0,0
13072,1,1,0,0,1,1,0,0
13073,1,1,0,0,1,1,0,0
13074,1,1,0,0,1,1,0,0
13075,0,0,0,0,0,0,0,0
13076,1,1,0,0,1,1,0,0
13077,0,1,1,1,0,1,1,1
13078,1,1,0,0,1,1,0,0
13079,1,1,0,0,1,1,0,0
13080,0,1,1,0,0,1,1,0
13081,1,1,0,0,1,1,0,0
13082,1,1,0,0,1,1,0,0
13083,0,0,0,0,0,0,0,0
13084,1,1,0,0,1,1,0,0
13085,1,0,0,0,1,0,0,0
13086,0,1,1,0,0,1,1,0
13087,1,1,0,0,1,1,0,0
13088,1,1,0,0,1,1,0,0
13089,0,1,1,0,0,1,1,0
13090,0,1,1,0,0,1,1,0
13091,0,0,0,0,0,0,0,0
13092,1,0,0,0,1,0,0,0
13093,1,0,0,0,1,0,0,0
13094,1,1,0,0,1,1,0,0
13095,0,0,0,0,0,0,0,0
13096,0,1,1,0,0,1,1,0
13097,0,1,1,0,0,1,1,0
13098,1,0,0,0,1,0,0,0
13901,1,1,0,0,1,1,0,0
13902,0,1,1,0,0,1,1,0
13903,0,0,0,0,0,0,0,0
13904,0,0,0,0,0,0,0,0
14001,0,0,0,0,0,0,0,0
14002,1,1,0,0,1,1,0,0
14003,1,1,0,0,1,1,0,0
14004,1,1,0,0,1,1,0,0
14005,1,1,0,0,1,1,0,0
14006,0,0,0,0,0,0,0,0
14007,1,0,0,0,1,0,0,0
14008,1,1,0,0,1,1,0,0
14009,1,1,0,0,1,1,0,0
14010,1,1,0,0,1,1,0,0
14011,1,1,0,0,1,1,0,0
14012,0,0,0,0,0,0,0,0
14013,0,0,0,0,0,0,0,0
14014,0,0,0,0,0,0,0,0
14015,1,1,0,0,1,1,0,0
14016,1,1,0,0,1,1,0,0
14017,1,1,0,0,1,1,0,0
14018,1,1,0,0,1,1,0,0
14019,1,1,0,0,1,1,0,0
14020,1,1,0,0,1,1,0,0
14021,1,0,0,0,1,0,0,0
14022,1,0,0,0,1,0,0,0
14023,0,0,0,0,0,0,0,0
14024,1,1,0,0,1,1,0,0
14025,1,1,0,0,1,1,0,0
14026,0,0,0,0,0,0,0,0
14027,1,1,0,0,1,1,0,0
14028,1,1,0,0,1,1,0,0
14029,1,1,0,0,1,1,0,0
14030,1,1,0,0,1,1,0,0
14031,1,1,0,0,1,1,0,0
14032,1,1,0,0,1,1,0,0
14033,1,1,0,0,1,1,0,0
14034,0,0,0,0,0,0,0,0
14035,1,1,0,0,1,1,0,0
14036,0,0,0,0,0,0,0,0
14037,1,1,0,0,1,1,0,0
14038,1,1,0,0,1,1,0,0
14039,1,1,0,0,1,1,0,0
14040,1,1,0,0,1,1,0,0
14041,1,1,0,0,1,1,0,0
14042,1,1,0,0,1,1,0,0
14043,1,1,0,0,1,1,0,0
14044,1,1,0,0,1,1,0,0
14045,1,1,0,0,1,1,0,0
14046,1,1,0,0,1,1,0,0
14047,1,0,0,0,1,0,0,0
14048,1,1,0,0,0,1,1,0
14049,1,1,0,0,1,1,0,0
14050,1,1,0,0,1,1,0,0
14051,1,1,0,0,1,1,0,0
14052,1,1,0,0,1,1,0,0
14053,1,1,0,0,1,1,0,0
14054,0,0,0,0,0,0,0,0
14055,0,0,0,1,0,0,0,1
14056,1,1,0,0,1,1,0,0
14057,1,0,0,0,1,0,0,0
14058,1,1,0,0,1,1,0,0
14059,0,0,0,0,0,0,0,0
14060,1,1,0,0,1,1,0,0
14061,1,1,0,0,1,1,0,0
14062,0,1,1,0,0,1,1,0
14063,0,0,0,0,0,0,0,0
14064,1,1,0,0,1,1,0,0
14065,0,0,0,0,0,0,0,0
14066,1,1,0,0,1,1,0,0
14067,1,1,0,0,1,1,0,0
14068,1,1,0,0,1,1,0,0
14069,0,0,0,0,0,0,0,0
14070,0,0,0,0,0,0,0,0
14071,1,1,0,0,1,1,0,0
14072,1,1,0,0,1,1,0,0
14073,1,1,0,0,1,1,0,0
14074,1,1,0,0,1,1,0,0
14075,1,1,0,0,1,1,0,0
15001,0,0,0,0,0,0,0,0
15002,1,1,0,0,1,1,0,0
15003,0,0,0,0,0,0,0,0
15004,1,1,0,0,1,1,0,0
15005,0,0,0,0,0,0,0,0
15006,0,1,1,0,0,0,0,0
15007,0,1,1,0,0,1,1,0
15008,1,1,0,0,1,1,0,0
15009,1,1,0,0,1,1,0,0
15010,1,0,0,0,0,0,0,0
15011,0,1,1,0,0,1,1,0
15012,0,0,0,0,0,0,0,0
15013,1,1,0,0,1,1,0,0
15014,0,0,0,0,0,0,0,0
15015,0,1,1,0,0,1,1,0
15016,1,1,0,0,1,1,0,0
15017,0,0,0,0,0,0,0,0
15018,1,1,0,0,1,1,0,0
15019,1,1,0,0,0,0,0,0
15020,1,1,0,0,0,1,1,0
15021,0,1,1,0,0,0,0,0
15022,1,1,0,0,1,1,0,0
15023,0,1,1,0,0,1,1,0
15024,1,1,0,0,1,1,0,0
15025,1,1,0,0,1,1,0,0
15027,0,0,0,0,0,0,0,0
15028,1,1,0,0,1,1,0,0
15029,0,0,0,0,0,0,0,0
15030,0,1,1,0,0,1,1,0
15031,1,1,0,0,1,1,0,0
15032,0,0,0,0,0,0,0,0
15033,0,1,1,0,0,1,1,0
15034,1,1,0,0,1,1,0,0
15035,1,0,0,0,0,0,0,0
15036,0,1,1,0,0,1,1,0
15037,1,1,0,0,1,1,0,0
15038,0,0,0,0,0,0,0,0
15039,0,0,0,0,0,0,0,0
15040,1,0,0,0,1,0,0,0
15041,0,0,0,0,0,0,0,0
15042,0,0,0,0,0,0,0,0
15043,0,1,1,0,0,1,1,0
15044,0,0,0,0,0,0,0,0
15045,1,1,0,0,0,0,0,0
15046,0,0,0,0,0,0,0,0
15047,1,1,0,0,1,1,0,0
15048,0,1,1,0,0,1,1,0
15049,1,1,0,0,0,0,0,0
15050,1,1,0,0,1,1,0,0
15051,0,1,1,0,0,1,1,0
15052,1,1,0,0,1,1,0,0
15053,0,0,0,0,0,0,0,0
15054,0,0,0,0,0,0,0,0
15055,1,1,0,0,1,1,0,0
