"muni_code","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15"
6081,1,1,0,0,1,1,0,0
6082,0,0,0,0,0,0,0,0
6083,1,1,0,0,1,1,0,0
6084,1,1,0,0,1,1,0,0
6085,1,1,0,0,1,1,0,0
6086,0,0,0,0,0,0,0,0
6087,1,1,0,0,1,1,0,0
6088,1,1,0,0,1,1,0,0
6089,0,0,0,0,0,0,0,0
6090,1,1,0,0,1,1,0,0
6091,1,1,0,0,1,1,0,0
6092,1,0,0,0,1,0,0,0
6093,1,0,0,0,1,0,0,0
6094,0,0,0,0,0,0,0,0
6095,1,1,0,0,1,1,0,0
6096,0,1,1,0,0,1,1,0
6097,1,1,0,0,1,1,0,0
6098,1,1,0,0,1,1,0,0
6099,1,0,0,0,1,0,0,0
6100,1,1,0,0,1,1,0,0
6101,0,0,0,0,0,0,0,0
6102,1,1,0,0,1,1,0,0
6103,1,1,0,0,1,1,0,0
6104,1,1,0,0,1,1,0,0
6105,1,1,0,0,1,1,0,0
6106,0,1,1,0,0,1,1,0
6107,1,1,0,0,1,1,0,0
6108,1,0,0,0,0,0,0,0
6109,1,1,0,0,1,1,0,0
6110,1,1,0,0,1,1,0,0
6111,1,0,0,0,1,0,0,0
6112,1,1,0,0,1,1,0,0
6113,1,1,0,0,1,1,0,0
6114,1,1,0,0,1,1,0,0
6115,1,1,0,0,1,1,0,0
6116,0,1,1,0,0,1,1,0
6117,0,1,1,0,0,1,1,0
6118,1,1,0,0,1,1,0,0
6119,1,1,0,0,1,1,0,0
6120,0,1,1,0,0,1,1,0
6121,1,1,0,0,1,1,0,0
6122,0,0,0,0,0,0,0,0
6123,1,1,0,0,1,1,0,0
6124,1,1,0,0,1,1,0,0
6125,1,1,0,0,1,1,0,0
6126,1,1,0,0,1,1,0,0
6127,0,0,0,0,0,0,0,0
6128,0,0,0,0,0,0,0,0
6129,0,0,0,0,0,0,0,0
6130,1,1,0,0,1,1,0,0
6131,1,1,0,0,1,1,0,0
6132,1,1,0,0,1,1,0,0
6133,0,0,0,0,0,0,0,0
6134,1,1,0,0,1,1,0,0
6135,0,1,1,0,0,1,1,0
6136,0,1,1,0,0,1,1,0
6137,1,1,0,0,1,1,0,0
6138,1,0,0,0,1,0,0,0
6139,0,1,1,0,0,1,1,0
6140,0,0,0,0,0,0,0,0
6141,1,1,0,0,1,1,0,0
6142,1,1,0,0,1,1,0,0
6143,1,1,0,0,1,1,0,0
6144,1,1,0,0,1,1,0,0
6145,0,1,1,0,0,1,1,0
6146,1,1,0,0,1,1,0,0
6147,1,1,0,0,1,1,0,0
6148,1,1,0,0,1,1,0,0
6149,1,0,0,0,1,0,0,0
6150,1,1,0,0,1,1,0,0
6151,1,1,0,0,1,1,0,0
6152,0,1,1,0,0,1,1,0
6153,1,1,0,0,1,1,0,0
6154,1,1,0,0,1,1,0,0
6155,0,0,0,0,0,0,0,0
6156,1,1,0,0,1,1,0,0
6157,0,1,1,0,0,1,1,0
6158,1,1,0,0,1,1,0,0
6159,0,0,0,0,0,0,0,0
6160,1,1,0,0,1,1,0,0
6161,1,1,0,0,1,1,0,0
6162,1,1,0,0,1,1,0,0
6901,1,1,0,0,1,1,0,0
6902,0,0,0,0,0,0,0,0
7001,1,0,0,0,1,0,0,0
7002,0,0,0,0,0,0,0,0
7003,0,1,1,0,0,1,1,0
7004,1,1,0,0,1,1,0,0
7005,0,0,0,0,0,0,0,0
7006,0,1,1,1,0,1,1,1
7007,0,0,0,0,0,0,0,0
7008,0,0,0,0,0,0,0,0
7009,0,1,1,0,0,1,1,0
7010,0,0,0,0,0,0,0,0
7011,1,1,0,0,1,1,0,0
7012,0,1,1,0,0,1,1,0
7013,0,0,0,0,0,0,0,0
7014,1,1,0,0,1,1,0,0
7015,0,0,0,0,0,0,0,0
7016,1,1,0,0,1,1,0,0
7017,0,0,0,0,0,0,0,0
7018,0,0,0,0,0,0,0,0
7019,0,0,0,0,0,0,0,0
7020,0,1,1,0,0,0,0,0
7021,0,0,0,0,0,0,0,0
7022,0,0,0,0,0,0,0,0
7023,0,0,0,0,0,0,0,0
7024,0,0,0,0,0,0,0,0
7025,0,0,0,0,0,0,0,0
7026,1,1,0,0,1,1,0,0
7027,1,1,0,0,1,1,0,0
7028,0,0,0,0,0,0,0,0
7029,0,1,1,1,0,1,1,1
7030,0,1,1,0,0,0,0,0
7031,0,0,0,1,0,0,0,1
7032,0,1,1,0,0,1,1,0
7033,0,0,0,0,0,0,0,0
7034,0,1,1,0,0,0,0,0
7035,0,0,0,0,0,0,0,0
7036,0,1,1,0,0,1,1,0
7037,1,1,0,0,1,1,0,0
7038,0,1,1,0,0,0,0,0
7039,0,0,0,0,0,0,0,0
7040,1,1,0,0,1,1,0,0
7041,0,0,0,0,0,0,0,0
7042,0,0,0,0,0,0,0,0
7043,0,0,0,0,0,0,0,0
7044,0,0,0,0,0,0,0,0
7045,0,1,1,0,0,1,1,0
7046,1,0,0,0,1,0,0,0
7047,0,0,0,0,0,0,0,0
7048,1,1,0,0,1,1,0,0
7049,0,0,0,0,0,0,0,0
7050,0,0,0,0,0,0,0,0
7051,0,0,0,0,0,0,0,0
7052,0,1,1,0,0,1,1,0
7053,0,1,1,0,0,1,1,0
7054,0,0,0,0,0,0,0,0
7055,0,0,0,0,0,0,0,0
7056,0,1,1,0,0,0,0,0
7057,0,0,0,0,0,0,0,0
7058,0,0,0,0,0,0,0,0
7059,0,0,0,0,0,0,0,0
7060,0,0,0,0,0,0,0,0
7061,0,0,0,0,0,0,0,0
7062,1,1,0,0,1,1,0,0
7063,0,0,0,0,0,0,0,0
7064,0,1,1,0,0,1,1,0
7065,0,0,0,0,0,0,0,0
7901,0,0,0,0,0,0,0,0
7902,1,0,0,0,1,0,0,0
8001,1,1,0,0,1,1,0,0
8002,0,0,0,0,0,0,0,0
8003,1,1,0,0,0,0,0,0
8004,0,0,0,0,0,0,0,0
8005,0,1,1,0,0,0,0,0
8006,0,1,1,1,0,0,0,0
8007,1,1,0,0,0,0,0,0
8008,1,1,0,0,0,0,0,0
8009,1,1,0,0,0,0,0,0
8010,1,1,0,0,0,0,0,0
8011,0,0,0,0,0,0,0,0
8012,1,1,0,0,0,0,0,0
8013,1,0,0,0,1,0,0,0
8014,0,0,0,0,0,0,0,0
8015,1,1,0,0,1,1,0,0
8016,1,0,0,0,1,0,0,0
8017,0,0,0,0,0,0,0,0
8018,0,0,0,1,0,0,0,0
8019,1,0,0,0,1,0,0,0
8020,0,0,0,0,0,0,0,0
8021,0,0,0,0,0,0,0,0
8022,1,1,0,0,0,0,0,0
8023,1,1,0,0,0,0,0,0
8024,1,0,0,0,1,0,0,0
8025,1,0,0,0,0,0,0,0
8026,0,0,0,0,0,0,0,0
8027,0,0,0,0,0,0,0,0
8028,1,0,0,0,1,0,0,0
8029,0,0,0,0,0,0,0,0
8030,0,1,1,0,0,0,0,0
8031,0,0,0,0,0,0,0,0
8032,0,1,1,1,0,0,0,0
8033,1,1,0,0,0,0,0,0
8034,0,0,0,0,0,0,0,0
8035,0,0,0,0,0,0,0,0
8036,0,0,0,0,0,0,0,0
8037,0,0,0,0,0,0,0,0
8038,1,1,0,0,0,0,0,0
8039,1,1,0,0,0,0,0,0
8040,1,1,0,0,0,0,0,0
8041,1,1,0,0,1,1,0,0
8042,1,0,0,0,1,0,0,0
8043,0,0,0,0,0,0,0,0
8044,1,1,0,0,0,0,0,0
8045,0,0,0,0,0,0,0,0
8046,1,1,0,0,0,0,0,0
8047,1,1,0,0,0,0,0,0
8048,0,0,0,0,0,0,0,0
8049,1,0,0,0,0,0,0,0
8050,0,0,0,0,0,0,0,0
8051,1,1,0,0,1,1,0,0
8052,0,0,0,0,0,0,0,0
8053,1,1,0,0,1,1,0,0
8054,0,0,0,0,0,0,0,0
8055,1,0,0,0,0,0,0,0
8056,0,1,1,1,0,1,1,1
8057,0,0,0,0,0,0,0,0
8058,1,1,0,0,1,1,0,0
8059,0,0,0,0,0,0,0,0
8060,0,0,0,0,0,0,0,0
8061,1,1,0,0,1,1,0,0
8062,1,1,0,0,1,0,0,0
8063,0,0,0,0,0,0,0,0
8064,0,0,0,0,0,0,0,0
8065,0,0,0,0,0,0,0,0
8066,0,0,0,0,0,0,0,0
8067,1,1,0,0,1,1,0,0
8068,1,1,0,0,1,1,0,0
8069,1,1,0,0,0,0,0,0
8070,0,0,0,0,0,0,0,0
8071,0,0,0,0,0,0,0,0
8072,1,1,0,0,0,0,0,0
8073,1,1,0,0,1,1,0,0
8074,0,0,0,0,0,0,0,0
8075,1,1,0,0,0,1,1,0
8076,1,1,0,0,1,1,0,0
8077,1,1,0,0,1,1,0,0
8078,1,0,0,0,0,0,0,0
8079,1,1,0,0,0,0,0,0
8080,0,0,0,0,0,0,0,0
8081,0,0,0,0,0,0,0,0
8082,0,0,0,0,0,0,0,0
8083,0,0,0,0,0,0,0,0
8084,1,1,0,0,0,0,0,0
8085,0,0,0,0,0,0,0,0
8086,0,0,0,0,0,0,0,0
8087,0,0,0,0,0,0,0,0
8088,0,1,1,0,0,0,0,0
8089,1,1,0,0,1,1,0,0
8090,0,0,0,0,0,0,0,0
8091,1,1,0,0,1,0,0,0
8092,0,0,0,0,0,0,0,0
8093,0,1,1,0,0,0,0,0
8094,0,0,0,0,0,0,0,0
8095,0,0,0,0,0,0,0,0
8096,1,1,0,0,1,1,0,0
8097,0,0,0,0,0,0,0,0
8098,0,0,0,0,0,0,0,0
8099,0,0,0,0,0,0,0,0
8100,0,0,0,0,0,0,0,0
8101,1,1,0,0,1,1,0,0
8102,0,0,0,0,0,0,0,0
8103,1,1,0,0,0,0,0,0
8104,0,0,0,0,0,0,0,0
8105,1,1,0,0,1,1,0,0
8106,1,1,0,0,0,0,0,0
8107,1,1,0,0,1,1,0,0
8108,1,1,0,0,0,0,0,0
8109,0,0,0,0,0,0,0,0
8110,1,1,0,0,1,1,0,0
8111,0,0,0,0,0,0,0,0
8112,1,1,0,0,0,0,0,0
8113,0,0,0,0,0,0,0,0
8114,0,0,0,0,0,0,0,0
8115,1,1,0,0,0,0,0,0
8116,0,1,1,0,0,0,0,0
8117,1,0,0,0,1,0,0,0
8118,1,1,0,0,0,0,0,0
8119,0,0,0,0,0,0,0,0
8120,0,0,0,0,0,0,0,0
8121,1,1,0,0,1,1,0,0
8122,1,1,0,0,1,0,0,0
8123,0,1,1,0,0,1,1,0
8124,1,1,0,0,1,1,0,0
8125,1,0,0,0,0,0,0,0
8126,1,1,0,0,0,0,0,0
8127,1,1,0,0,0,0,0,0
8128,1,1,0,0,0,0,0,0
8129,0,1,1,0,0,0,0,0
8130,0,0,0,0,0,0,0,0
8131,1,1,0,0,0,0,0,0
8132,0,0,0,0,0,0,0,0
8133,0,0,0,0,0,0,0,0
8134,1,0,0,0,1,0,0,0
8135,1,1,0,0,1,1,0,0
8136,1,0,0,0,0,0,0,0
8137,1,1,0,0,1,0,0,0
8138,0,0,0,0,0,0,0,0
8139,1,0,0,0,1,0,0,0
8140,0,0,0,0,0,0,0,0
8141,1,1,0,0,0,0,0,0
8142,1,0,0,0,1,0,0,0
8143,1,0,0,0,1,0,0,0
8144,0,1,1,0,0,0,0,0
8145,1,0,0,0,1,0,0,0
8146,1,1,0,0,1,1,0,0
8147,0,0,0,0,0,0,0,0
8148,1,1,0,0,1,1,0,0
8149,0,0,0,0,0,0,0,0
8150,0,0,0,0,0,0,0,0
8151,0,0,0,0,0,0,0,0
8152,0,0,0,0,0,0,0,0
8153,1,1,0,0,0,0,0,0
8154,0,0,0,0,0,0,0,0
8155,1,1,0,0,1,0,0,0
8156,1,1,0,0,1,0,0,0
8157,0,0,0,0,0,0,0,0
8158,1,1,0,0,0,0,0,0
8159,1,1,0,0,1,0,0,0
8160,0,0,0,0,0,0,0,0
8161,1,1,0,0,0,0,0,0
8162,1,1,0,0,1,0,0,0
8163,1,1,0,0,1,1,0,0
8164,0,0,0,0,0,0,0,0
8165,0,0,0,0,0,0,0,0
8166,0,1,1,0,0,0,0,0
8167,1,1,0,0,1,1,0,0
8168,0,0,0,0,0,0,0,0
8169,1,0,0,0,0,0,0,0
8170,0,0,0,0,0,0,0,0
8171,1,0,0,0,0,0,0,0
8172,0,0,0,0,0,0,0,0
8174,0,0,0,0,0,0,0,0
8175,1,1,0,0,0,0,0,0
8176,0,0,0,0,0,0,0,0
8177,0,1,1,0,0,0,0,0
8178,0,0,0,0,0,0,0,0
8179,1,0,0,0,0,0,0,0
8180,1,0,0,0,0,0,0,0
8181,1,1,0,0,0,0,0,1
8182,1,1,0,0,1,1,0,0
8183,0,0,0,0,0,0,0,0
8184,1,1,0,0,1,1,0,0
8185,0,0,0,0,0,0,0,0
8187,1,1,0,0,0,1,1,0
8188,0,0,0,0,0,0,0,0
8189,0,0,0,0,0,0,0,0
8190,0,0,0,0,0,0,0,0
8191,0,1,1,0,0,0,0,0
8192,1,1,0,0,0,0,0,0
8193,0,0,0,0,0,0,0,0
8194,1,1,0,0,1,1,0,0
8195,0,0,0,0,0,0,0,0
8196,1,1,0,0,1,1,0,0
8197,1,1,0,0,0,0,0,0
8198,0,0,0,0,0,0,0,0
8199,0,0,0,0,0,0,0,0
8200,1,1,0,0,1,1,0,0
8201,0,0,0,0,0,0,0,0
8202,0,0,0,0,0,0,0,0
8203,0,1,1,0,0,0,0,0
8204,0,0,0,0,0,0,0,0
8205,0,1,1,0,0,0,0,0
8206,1,1,0,0,1,0,0,0
8207,0,0,0,0,0,0,0,0
8208,1,1,0,0,0,1,1,1
8209,1,1,0,0,1,0,0,0
8210,0,0,0,0,0,0,0,0
8211,1,0,0,0,0,0,0,0
8212,0,1,1,0,0,0,0,0
8213,0,0,0,0,0,0,0,0
8214,0,0,0,0,0,0,0,0
8215,1,0,0,0,1,0,0,0
8216,1,0,0,0,0,0,0,0
8217,1,1,0,0,1,1,0,0
8218,0,0,0,0,0,0,0,0
8219,1,1,0,0,0,0,0,0
8220,0,0,0,0,0,0,0,0
8221,1,1,0,0,1,1,0,0
8222,0,0,0,0,0,0,0,0
8223,1,1,0,0,0,0,0,0
8224,0,0,0,0,0,0,0,0
8225,0,0,0,0,0,0,0,0
8226,1,1,0,0,0,0,0,0
8227,1,0,0,0,0,0,0,0
8228,0,0,0,0,0,0,0,0
8229,0,0,0,0,0,0,0,0
8230,0,0,0,0,0,0,0,0
8231,1,1,0,0,1,1,0,0
8232,1,0,0,0,0,0,0,0
8233,0,0,0,0,0,0,0,0
8234,1,1,0,0,0,0,0,0
8235,0,1,1,0,0,0,0,0
8236,1,1,0,0,0,0,0,0
8237,0,0,0,0,0,0,0,0
8238,1,1,0,0,0,0,0,0
8239,0,0,0,0,0,0,0,0
8240,0,1,1,1,0,0,0,0
8241,0,0,0,0,0,0,0,0
8242,0,0,0,0,0,0,0,0
8243,0,0,0,0,0,0,0,0
8244,0,0,0,0,0,0,0,0
8245,1,1,0,0,1,1,0,0
8246,0,0,0,0,0,0,0,0
8247,0,0,0,0,0,0,0,0
8248,0,0,0,0,0,0,0,0
8249,0,0,0,0,0,0,0,0
8250,1,0,0,0,1,0,0,0
8251,1,1,0,0,1,1,0,0
8252,0,1,1,0,0,1,1,0
8253,0,0,0,0,0,0,0,0
8254,1,1,0,0,0,0,0,0
8255,0,0,0,0,0,0,0,0
8256,1,1,0,0,0,0,0,0
8257,0,0,0,0,0,0,0,0
8258,1,1,0,0,0,0,0,0
8259,0,0,0,0,0,0,0,0
8260,1,0,0,0,0,0,0,0
8261,0,0,0,0,0,0,0,0
8262,0,1,1,0,0,0,0,0
8263,1,1,0,0,0,1,1,0
8264,0,1,1,0,0,1,1,0
8265,1,0,0,0,0,0,0,0
8266,0,1,1,0,0,1,1,0
8267,0,0,0,1,0,0,0,1
8268,0,0,0,0,0,0,0,0
8269,1,1,0,0,0,0,0,0
8270,0,1,1,0,0,0,0,0
8271,0,0,0,0,0,0,0,0
8272,0,0,0,0,0,0,0,0
8273,0,0,0,0,0,0,0,0
8274,0,1,1,0,0,1,1,0
8275,0,0,0,0,0,0,0,0
8276,0,1,1,0,0,0,0,0
8277,0,0,0,0,0,0,0,0
8278,0,1,1,0,0,0,0,0
8279,1,0,0,0,1,0,0,0
8280,0,0,0,0,0,0,0,0
8281,1,1,0,0,0,0,0,0
8282,1,1,0,0,1,0,0,0
8283,0,0,0,0,0,0,0,0
8284,0,0,0,0,0,0,0,0
8285,0,1,1,0,0,0,0,0
8286,0,0,0,0,0,0,0,0
8287,0,1,1,0,0,0,0,0
8288,0,0,0,0,0,0,0,0
8289,0,0,0,0,0,0,0,0
8290,1,1,0,0,0,0,0,0
8291,1,1,0,0,0,0,0,0
8292,0,0,0,1,0,0,0,1
8293,0,0,0,0,0,0,0,0
8294,0,0,0,0,0,0,0,0
8295,1,1,0,0,1,1,0,0
8296,1,1,0,0,0,0,0,0
8297,0,0,0,0,0,0,0,0
8298,0,0,0,0,0,0,0,0
8299,1,0,0,0,1,0,0,0
8300,0,0,0,0,0,0,0,0
8301,1,1,0,0,1,1,0,0
8302,0,1,1,1,0,1,1,1
8303,1,0,0,0,1,0,0,0
8304,1,0,0,0,1,0,0,0
8305,0,0,0,0,0,0,0,0
8306,0,0,0,0,0,0,0,0
8307,0,1,1,0,0,0,0,0
8308,0,0,0,0,0,0,0,0
8901,0,0,0,0,0,0,0,0
8902,0,0,0,0,0,0,0,0
8903,0,0,0,0,0,0,0,0
8904,1,1,0,0,1,1,0,0
8905,0,0,0,0,0,0,0,0
9001,1,0,0,0,1,0,0,0
9003,1,0,0,0,1,0,0,0
9006,0,0,0,0,0,0,0,0
9007,0,0,0,0,0,0,0,0
9009,0,0,0,0,0,0,0,0
9010,0,0,0,0,0,0,0,0
9011,0,0,0,0,0,0,0,0
9012,0,0,0,0,0,0,0,0
9013,0,0,0,0,0,0,0,0
9014,1,1,0,0,1,1,0,0
9016,0,0,0,0,0,0,0,0
9017,1,1,0,0,1,1,0,0
9018,0,0,0,0,0,0,0,0
9019,1,1,0,0,1,1,0,0
9020,0,0,0,0,0,0,0,0
9021,0,1,1,0,0,1,1,0
9022,0,0,0,0,0,0,0,0
9023,0,0,0,0,0,0,0,0
9024,0,0,0,0,0,0,0,0
9025,0,0,0,0,0,0,0,0
9026,1,0,0,0,1,0,0,0
9027,1,1,0,0,1,1,0,0
9029,0,0,0,0,0,0,0,0
9030,0,0,0,0,0,0,0,0
9032,1,1,0,0,1,1,0,0
9033,0,0,0,0,0,0,0,0
9034,0,0,0,0,0,0,0,0
9035,0,0,0,0,0,0,0,0
9036,0,0,0,0,0,0,0,0
9037,0,0,0,0,0,0,0,0
9038,1,1,0,0,1,1,0,0
9039,0,0,0,0,0,0,0,0
9041,1,1,0,0,1,1,0,0
9043,0,0,0,0,0,0,0,0
9044,0,0,0,0,0,0,0,0
9045,0,0,0,0,0,0,0,0
9046,1,0,0,0,1,0,0,0
9047,0,0,0,0,0,0,0,0
9048,0,0,0,0,0,0,0,0
9050,0,0,0,0,0,0,0,0
9051,0,0,0,0,0,0,0,0
9052,0,0,0,0,0,0,0,0
9054,0,0,0,0,0,0,0,0
9055,1,1,0,0,1,1,0,0
9056,0,1,1,0,0,1,1,0
9057,0,0,0,0,0,0,0,0
9058,0,0,0,0,0,0,0,0
9059,0,1,1,0,0,1,1,0
9060,0,0,0,0,0,0,0,0
9061,0,0,0,0,0,0,0,0
9062,0,1,1,0,0,1,1,0
9063,0,0,0,0,0,0,0,0
9064,0,0,0,0,0,0,0,0
9065,0,0,0,0,0,0,0,0
9066,1,1,0,0,1,1,0,0
9067,0,0,0,0,0,0,0,0
9068,1,1,0,0,1,1,0,0
9070,0,0,0,0,0,0,0,0
9071,0,0,0,0,0,0,0,0
9072,1,1,0,0,1,1,0,0
9073,1,1,0,0,1,1,0,0
9074,0,0,0,0,0,0,0,0
9075,0,0,0,0,0,0,0,0
9076,1,1,0,0,1,1,0,0
9077,0,0,0,0,0,0,0,0
9078,1,1,0,0,1,1,0,0
9079,0,0,0,0,0,0,0,0
9082,0,0,0,0,0,0,0,0
9083,0,0,0,0,0,0,0,0
9084,0,0,0,0,0,0,0,0
9085,0,0,0,0,0,0,0,0
9086,0,0,0,0,0,0,0,0
9088,0,0,0,0,0,0,0,0
9090,0,0,0,0,0,0,0,0
9091,0,0,0,0,0,0,0,0
9093,0,0,0,0,0,0,0,0
9094,0,0,0,0,0,0,0,0
9095,0,0,0,0,0,0,0,0
9098,1,0,0,0,1,0,0,0
9100,0,0,0,0,0,0,0,0
9101,0,0,0,0,0,0,0,0
9102,0,0,0,0,0,0,0,0
9103,1,1,0,0,1,1,0,0
9104,0,0,0,0,0,0,0,0
9105,0,0,0,0,0,0,0,0
9108,0,0,0,0,0,0,0,0
9109,0,0,0,0,0,0,0,0
9110,0,0,0,0,0,0,0,0
9112,0,0,0,0,0,0,0,0
9113,1,0,0,0,1,0,0,0
9114,0,0,0,0,0,0,0,0
9115,0,0,0,0,0,0,0,0
9117,1,1,0,0,1,1,0,0
9119,0,0,0,0,0,0,0,0
9120,0,0,0,0,0,0,0,0
9122,0,0,0,0,0,0,0,0
9123,0,0,0,0,0,0,0,0
9124,0,0,0,0,0,0,0,0
9125,1,1,0,0,1,1,0,0
9127,0,0,0,0,0,0,0,0
9128,0,0,0,0,0,0,0,0
9129,1,1,0,0,1,1,0,0
9130,1,1,0,0,1,1,0,0
9131,1,1,0,0,1,1,0,0
9132,0,0,0,0,0,0,0,0
9133,0,0,0,0,0,0,0,0
9134,1,1,0,0,1,1,0,0
9135,0,1,1,0,0,1,1,0
9136,1,1,0,0,1,1,0,0
9137,0,0,0,0,0,0,0,0
9138,0,0,0,0,0,0,0,0
9139,0,0,0,0,0,0,0,0
9140,1,1,0,0,1,1,0,0
9141,1,1,0,0,1,1,0,0
9143,0,0,0,0,0,0,0,0
9144,0,0,0,0,0,0,0,0
9148,1,1,0,0,1,1,0,0
9149,0,0,0,0,0,0,0,0
9151,0,0,0,0,0,0,0,0
9152,0,0,0,0,0,0,0,0
9154,0,0,0,0,0,0,0,0
9155,0,0,0,0,0,0,0,0
9159,0,0,0,0,0,0,0,0
9160,0,0,0,0,0,0,0,0
9162,0,0,0,0,0,0,0,0
9163,1,1,0,0,1,1,0,0
9164,0,0,0,0,0,0,0,0
9166,0,0,0,0,0,0,0,0
9167,0,0,0,0,0,0,0,0
9168,1,1,0,0,1,1,0,0
9169,0,0,0,0,0,0,0,0
9170,0,0,0,0,0,0,0,0
9172,1,1,0,0,1,1,0,0
9173,1,0,0,0,1,0,0,0
9174,0,0,0,0,0,0,0,0
9175,0,0,0,0,0,0,0,0
9176,0,0,0,1,0,0,0,1
9177,0,0,0,0,0,0,0,0
9178,1,1,0,0,1,1,0,0
9179,0,0,0,0,0,0,0,0
9180,0,0,0,0,0,0,0,0
9181,1,1,0,0,1,1,0,0
9182,0,0,0,0,0,0,0,0
9183,0,0,0,0,0,0,0,0
9184,0,0,0,0,0,0,0,0
9189,0,0,0,0,0,0,0,0
9190,1,1,0,0,1,1,0,0
9191,0,0,0,0,0,0,0,0
9192,0,0,0,0,0,0,0,0
9194,0,0,0,0,0,0,0,0
9195,0,0,0,0,0,0,0,0
9196,1,1,0,0,1,1,0,0
9197,0,0,0,0,0,0,0,0
9198,1,0,0,0,1,0,0,0
9199,0,0,0,0,0,0,0,0
9200,1,1,0,0,1,1,0,0
9201,0,0,0,0,0,0,0,0
9202,0,0,0,0,0,0,0,0
9206,0,0,0,0,0,0,0,0
9208,0,0,0,0,0,0,0,0
9209,1,1,0,0,1,1,0,0
9211,0,0,0,0,0,0,0,0
9213,0,0,0,0,0,0,0,0
9214,0,0,0,0,0,0,0,0
9215,0,0,0,0,0,0,0,0
9216,0,0,0,0,0,0,0,0
9217,0,0,0,1,0,0,0,1
9218,1,1,0,0,1,1,0,0
9219,1,1,0,0,1,1,0,0
9220,0,0,0,0,0,0,0,0
9221,0,0,0,0,0,0,0,0
9223,0,0,0,0,0,0,0,0
9224,0,0,0,0,0,0,0,0
9225,0,0,0,0,0,0,0,0
9226,1,1,0,0,1,1,0,0
9227,0,0,0,0,0,0,0,0
9228,0,0,0,0,0,0,0,0
9229,0,0,0,0,0,0,0,0
9230,0,0,0,0,0,0,0,0
9231,0,0,0,0,0,0,0,0
9232,0,0,0,0,0,0,0,0
9235,0,0,0,0,0,0,0,0
9236,0,0,0,0,0,0,0,0
9238,1,1,0,0,1,1,0,0
9239,0,0,0,0,0,0,0,0
9241,0,0,0,0,0,0,0,0
9242,1,1,0,0,1,1,0,0
9243,0,0,0,0,0,0,0,0
9244,1,1,0,0,1,1,0,0
9246,0,0,0,0,0,0,0,0
9247,0,0,0,0,0,0,0,0
9248,0,0,0,0,0,0,0,0
9249,1,1,0,0,1,1,0,0
9250,1,0,0,0,1,0,0,0
9251,0,0,0,0,0,0,0,0
9253,0,0,0,0,0,0,0,0
9255,0,0,0,0,0,0,0,0
9256,0,0,0,0,0,0,0,0
9257,0,0,0,0,0,0,0,0
9258,0,0,0,0,0,0,0,0
9259,0,0,0,0,0,0,0,0
9261,0,0,0,0,0,0,0,0
9262,0,0,0,0,0,0,0,0
9265,0,0,0,0,0,0,0,0
9266,0,0,0,0,0,0,0,0
9267,0,0,0,0,0,0,0,0
9268,0,0,0,0,0,0,0,0
9269,0,0,0,0,0,0,0,0
9270,0,0,0,0,0,0,0,0
9272,1,1,0,0,1,1,0,0
9273,0,0,0,0,0,0,0,0
9274,1,1,0,0,1,1,0,0
9275,0,0,0,0,0,0,0,0
9276,0,1,1,0,0,0,0,0
9277,1,1,0,0,1,1,0,0
9279,0,0,0,0,0,0,0,0
9280,0,0,0,0,0,0,0,0
9281,0,0,0,0,0,0,0,0
9283,0,0,0,0,0,0,0,0
9287,1,1,0,0,1,1,0,0
9288,0,0,0,0,0,0,0,0
9289,1,0,0,0,1,0,0,0
9292,1,1,0,0,1,1,0,0
9294,0,0,0,0,0,0,0,0
9295,0,0,0,0,0,0,0,0
9297,0,0,0,0,0,0,0,0
9298,0,0,0,0,0,0,0,0
9301,0,0,0,0,0,0,0,0
9302,0,0,0,0,0,0,0,0
9303,1,0,0,0,1,0,0,0
9304,0,0,0,0,0,0,0,0
9306,0,0,0,0,0,0,0,0
9307,1,0,0,0,1,0,0,0
9308,0,1,1,0,0,1,1,0
9309,0,0,0,0,0,0,0,0
9310,1,0,0,0,1,0,0,0
9311,1,1,0,0,1,1,0,0
9312,0,0,0,0,0,0,0,0
9314,1,1,0,0,1,1,0,0
9315,1,0,0,0,1,0,0,0
9316,0,0,0,0,0,0,0,0
9317,0,0,0,0,0,0,0,0
9318,0,0,0,0,0,0,0,0
9321,1,0,0,0,1,0,0,0
9323,0,0,0,0,0,0,0,0
9325,0,0,0,0,0,0,0,0
9326,0,0,0,0,0,0,0,0
9327,0,0,0,0,0,0,0,0
9328,0,1,1,0,0,1,1,0
9329,1,1,0,0,1,1,0,0
9330,0,0,0,0,0,0,0,0
9332,0,0,0,0,0,0,0,0
9334,0,1,1,0,0,1,1,0
9335,0,0,0,0,0,0,0,0
9337,0,0,0,0,0,0,0,0
9338,1,0,0,0,1,0,0,0
9339,0,0,0,0,0,0,0,0
9340,0,0,0,0,0,0,0,0
9343,0,0,0,0,0,0,0,0
9345,0,0,0,0,0,0,0,0
9346,0,0,0,0,0,0,0,0
9347,0,0,0,0,0,0,0,0
9348,0,0,0,0,0,0,0,0
9350,0,0,0,0,0,0,0,0
9351,0,0,0,0,0,0,0,0
9352,0,0,0,0,0,0,0,0
9353,0,0,0,0,0,0,0,0
9354,0,0,0,0,0,0,0,0
9355,0,0,0,0,0,0,0,0
9356,0,0,0,0,0,0,0,0
