"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","AREA","DISTR","SECCION","ENTREV","P1","P2","P3","P401","P402","P403","P404","P501","P502","P601","P602","P6A","P701","P702","P801","P802","P9","P10","P10A","P11","P11A","P12","P12A","P1301","P1302","P1303","P1304","P1305","P1306","P13A","P1401","P14A01","P1402","P14A02","P1403","P14A03","P15.P17","P18","P18A","P1901","P1902","P1903","P1904","P1905","P2001.P22","P23","P23A","P23B","P23C","P24","P24A","P2501","P2502","P2503","P2504","P2505","P2506","P26","P26A","P27","P27A","P28","P29","P29A","P30.P35","P36.P38","P38A","P39","P40","P40A","P41","P42.P48","P49","P50","P51","P52","P53","P54","P55.P55A.P56","P56A","P57","P58.P58A","P59","P60","P61.P61A","P62","P63","P6401","P6402","P6403","P6404","P6501","P6502","P6503","P6504","P6505","P66","P67","P68","P69","P7001","P7002","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","FINAL","PESO","RECUERDO","OCUPAPAD","ESTUDIOS","OCUPA","CONDICION","ESTATUS"
2760,828,11,10,37,4,0,0,0,0,1,3,3,4,1,4,5,10,4,5,4,14,4,1,1,4,1,10,10,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,12828183,3,0,1,1,1,1,3,222222222222181312,1,9,9,9,1,1,8,8,1,2,1,1,3,3,2,9,8,21,1,1511882831321333248,181,1,2,1,1,5,"98 7 7 0 0 0 0",1,600,10,3,1,46,513,11,4,11,1,836,13,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,24,4,8,4,35,1,1,NA,1,NA,NA,1,4,"1,5004",1,6,6,8,6,NA
2760,829,11,10,37,4,0,0,0,0,1,4,4,5,2,5,5,4,NA,2,4,99,1,4,7,1,2,10,10,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,3,1,NA,0,NA,0,11838111,8,0,1,1,8,1,1,2222228121334,2,0,0,0,8,8,8,8,1,1,1,2,1,1,4,NA,0,21,98,1153381822218333440,281,1,2,1,1,4,"99 3 3 0 0 0 0",1,999,10,3,2,44,423,2,4,11,1,911,50,95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,24,4,8,4,30,1,1,NA,1,NA,NA,1,4,"1,5004",1,99,2,9,12,NA
2760,830,11,10,37,4,0,0,0,0,1,4,3,4,1,5,5,4,12,4,3,11,9,4,9,4,8,10,10,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,38812283,3,0,1,8,1,8,1,222222222222131328,2,0,0,0,2,2,1,2,2,1,2,8,2,2,4,NA,0,31,4,1352131138238332416,111,1,98,1,1,5," 59898 0 0 0 0",2,998,10,4,1,58,103,3,3,11,1,711,23,45,3,1,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,3,NA,9,7,2,1,10,NA,NA,24,4,8,4,30,1,1,NA,1,NA,NA,1,4,"1,5004",1,9,2,7,6,NA
2760,831,11,10,37,4,0,0,0,0,1,2,2,4,1,4,5,4,10,4,2,11,3,1,3,6,3,10,10,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,21812113,8,0,1,1,1,1,3,2222221211318,1,2,8,7,8,8,2,8,3,1,3,1,2,2,4,NA,0,11,98,1513121332221333248,181,2,3,1,2,8," 3 8 6 0 0 0 0",1,998,10,4,1,34,103,5,4,11,1,999,19,99,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,4,4,7,NA,NA,NA,5,NA,NA,24,4,8,4,30,1,1,NA,1,NA,NA,1,4,"1,5004",2,9,3,99,12,NA
2760,832,11,10,37,4,0,0,0,0,1,3,4,4,2,3,5,10,93,4,5,11,1,1,2,9,4,10,10,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,11811133,1,1,1,3,1,1,3,2222221111213,2,0,0,0,2,2,1,2,1,1,1,3,3,3,2,NA,2,31,1,1421312121123333376,111,3,2,4,0,2," 8 3 3 0 0 0 0",2,600,10,4,1,42,103,3,4,11,1,711,23,45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,5,NA,2,NA,NA,NA,NA,NA,NA,24,4,8,4,35,2,1,NA,1,NA,NA,1,4,"1,5004",3,6,2,7,6,NA
2760,833,11,10,37,4,0,0,0,0,1,3,8,4,2,4,4,4,NA,2,8,98,7,1,9,4,8,10,10,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,81813113,3,0,1,2,8,8,1,2222223121384,2,0,0,0,2,2,8,3,1,8,1,8,2,2,3,NA,0,31,99,1153223338381333248,181,1,98,9,0,5,"999999 0 0 0 0",1,999,10,3,2,27,103,11,5,11,7,203,13,99,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,6,NA,4,9,NA,NA,7,NA,NA,24,4,8,4,35,2,1,NA,1,NA,NA,1,4,"1,5004",1,99,6,2,11,NA
2760,834,11,10,37,4,0,0,0,0,1,4,8,5,1,5,5,98,NA,5,2,15,2,7,1,4,8,37,37,1,1,4,4,NA,NA,NA,NA,NA,1,NA,99,0,NA,0,NA,0,31828111,3,0,1,1,1,1,8,222222222221811808,2,0,0,0,8,8,2,2,1,1,3,1,3,3,1,9,8,91,98,1153122821222333440,881,2,98,1,2,7," 79898 0 0 0 0",1,600,10,3,2,67,103,2,6,12,2,912,23,70,1,1,NA,1,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,7,NA,NA,9,NA,3,7,NA,NA,24,4,8,4,40,2,1,NA,1,NA,NA,1,4,"1,5004",2,6,2,9,8,NA
2760,835,11,10,37,4,0,0,0,0,1,4,3,5,1,5,5,4,8,2,4,5,7,8,1,2,8,10,10,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,99,0,NA,0,NA,0,21833118,8,0,1,1,8,1,2,222222222221821408,2,0,0,0,2,2,8,3,8,1,3,1,3,3,1,9,8,91,4,1513131833332333312,181,1,98,1,1,5,"999999 0 0 0 0",1,999,10,4,2,60,103,2,6,12,7,533,13,50,1,NA,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,24,4,8,4,40,2,1,NA,1,NA,NA,1,4,"1,5004",1,99,2,5,11,NA
2760,836,11,10,0,2,0,0,0,0,1,4,8,4,1,4,5,4,5,2,3,5,1,7,98,98,8,10,10,1,1,8,2,NA,NA,NA,NA,NA,1,NA,98,0,98,0,98,0,31838138,3,0,1,1,8,8,1,222222222221811328,1,3,8,4,2,2,1,8,8,1,2,1,7,7,1,NA,3,39,0,1151213238811333376,811,1,98,1,1,5," 59898 0 0 0 0",2,602,10,2,1,73,102,0,6,11,2,602,23,1,1,NA,1,1,1,8,9,28,NA,NA,2,4,2,NA,NA,NA,1,4,2,NA,NA,NA,NA,10,NA,2,5,8,5,25,3,1,NA,1,NA,NA,1,4,"1,5004",1,6,1,6,8,NA
2760,837,11,10,0,2,0,0,0,0,1,3,3,5,2,4,5,13,6,5,2,14,1,7,1,4,2,10,10,1,1,3,8,NA,NA,NA,NA,NA,NA,NA,3,1,5,1,6,1,11133112,3,0,1,1,1,1,8,8188223111338,1,2,4,1,2,8,1,2,1,1,1,1,3,3,2,NA,2,21,98,1411112132812333312,111,1,98,1,1,4," 59898 0 0 0 0",2,602,10,4,2,40,103,3,9,12,4,502,21,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,5,8,5,30,3,1,NA,1,NA,NA,1,4,"1,5004",1,6,2,5,9,NA
2760,838,11,10,0,2,0,0,0,0,1,4,3,5,2,5,5,98,NA,1,8,1,4,10,4,10,2,10,10,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,3,1,98,0,98,0,13113332,3,0,1,1,1,1,3,8888213131338,1,1,5,1,1,1,1,1,1,3,1,1,3,3,3,NA,0,21,98,1428111111313333248,215,0,2,5,0,1,"99 1 1 0 0 0 0",3,602,10,3,1,23,523,3,0,30,1,761,13,70,1,NA,1,1,1,7,8,NA,NA,NA,2,3,1,NA,NA,NA,3,NA,6,NA,2,4,3,NA,NA,2,5,8,5,25,3,1,1,1,NA,NA,1,4,"1,5004",8,6,2,7,6,NA
2760,839,11,10,0,2,0,0,0,0,1,4,3,2,2,4,4,13,NA,4,5,14,4,9,4,9,8,10,10,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,11133112,3,0,1,1,1,1,3,8888881111333,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,NA,0,21,4,1132111132821333248,111,1,98,1,1,4," 4 5 5 0 0 0 0",2,602,10,4,1,35,103,3,0,30,1,502,13,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,4,NA,10,NA,3,5,1,NA,NA,2,5,8,5,35,3,1,NA,1,NA,NA,1,4,"1,5004",1,6,2,5,7,NA
2760,840,11,10,0,2,0,0,0,0,1,3,3,3,1,4,5,4,6,4,5,5,1,7,4,1,4,10,10,1,1,8,8,NA,NA,NA,NA,NA,NA,NA,3,8,98,0,98,0,11133132,3,0,1,1,3,1,1,222222222221111328,1,3,8,4,2,2,1,3,1,1,2,1,2,2,1,NA,2,31,1,1143121133221333248,211,1,26,1,1,4," 69898 0 0 0 0",2,711,10,4,1,51,103,3,5,11,1,711,13,45,3,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,5,NA,8,NA,1,5,2,NA,NA,2,5,8,5,30,3,1,NA,1,NA,NA,1,4,"1,5004",1,7,2,7,6,NA
2760,841,11,10,0,2,0,0,0,0,1,4,8,5,1,4,5,98,NA,2,3,5,1,7,98,98,1,10,10,1,1,8,2,NA,NA,NA,NA,NA,1,NA,5,8,1,2,98,0,31838123,3,0,8,1,8,1,2,222222222221811808,2,0,0,0,2,2,8,3,1,1,3,1,7,7,3,NA,0,31,8,1132218132822333312,289,0,98,1,98,98,"999898 0 0 0 0",1,600,10,4,2,74,222,0,10,14,3,601,40,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,6,NA,9,1,NA,6,5,NA,NA,2,5,8,5,35,4,1,NA,1,NA,NA,1,4,"1,5004",99,6,1,6,8,NA
2760,842,11,10,0,2,0,0,0,0,1,4,3,5,2,4,4,10,NA,4,5,11,1,7,4,1,8,10,6,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,3,8,98,0,98,0,31838112,8,0,1,1,1,1,3,2288222121338,1,1,5,1,2,1,1,1,1,1,1,1,3,3,3,NA,0,31,4,1433121132832333312,211,99,98,1,99,5," 5 5 5 0 0 0 0",1,711,10,4,2,25,523,8,8,12,1,152,21,80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,7,NA,NA,NA,NA,NA,1,2,NA,2,5,8,5,30,4,1,NA,1,NA,NA,1,4,"1,5004",99,7,5,1,12,NA
2760,843,11,10,0,2,0,0,0,0,1,3,8,5,1,4,5,6,13,4,5,11,7,1,2,98,4,10,10,1,1,8,8,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,33818338,3,0,1,1,8,1,1,222222222221111328,2,0,0,0,2,2,1,8,8,1,2,1,3,2,3,NA,0,31,98,1133131132231333376,814,0,98,1,1,98,"989898 0 0 0 0",2,602,10,3,2,56,103,3,7,12,7,602,23,1,3,NA,NA,1,1,63,NA,NA,NA,NA,2,3,2,NA,NA,NA,8,NA,8,1,NA,2,9,NA,NA,2,5,8,5,25,4,2,1,1,NA,NA,1,4,"1,5004",8,6,2,6,11,NA
2760,844,11,10,0,1,0,0,0,0,1,3,4,2,1,3,5,4,8,5,4,99,1,4,5,2,1,10,10,1,1,2,2,NA,NA,NA,NA,NA,1,NA,98,0,98,0,98,0,31331112,1,1,1,1,1,1,3,222222222221811104,1,2,5,1,1,1,3,2,3,1,3,1,4,4,2,9,9,11,98,1413131131311333376,824,0,1,1,2,98,"989898 0 0 0 0",1,711,10,4,1,79,103,2,10,14,2,713,40,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,1,NA,3,2,NA,1,NA,1,NA,29,4,8,2,40,1,1,NA,1,NA,NA,1,4,"1,5004",8,7,2,7,8,NA
2760,845,11,10,0,1,0,0,0,0,1,3,3,2,1,4,5,96,4,2,5,5,1,7,4,2,2,10,10,1,1,1,1,NA,NA,NA,NA,NA,1,NA,5,1,3,1,6,1,11811133,1,1,1,1,1,1,3,222222222221111296,1,3,8,8,8,8,8,1,1,1,1,1,2,1,4,NA,0,21,2,1141131831111333376,821,1,2,1,1,3,"99 398 0 0 0 0",1,997,10,4,2,71,103,2,5,14,7,723,13,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,29,4,8,2,40,1,1,NA,1,NA,NA,1,4,"1,5004",1,11,2,7,11,NA
2760,846,11,10,0,1,0,0,0,0,1,2,2,5,2,2,5,3,6,5,3,14,1,4,2,7,1,10,10,1,1,2,2,NA,NA,NA,NA,NA,1,NA,98,0,98,0,98,0,23131131,1,1,3,1,1,1,3,222222222221111328,2,0,0,0,1,1,8,1,1,1,1,1,7,7,3,NA,0,21,99,1313131131311333376,881,1,98,1,1,98,"989898 0 0 0 0",1,602,10,4,1,77,102,0,10,14,2,602,29,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,29,4,8,2,40,1,1,NA,1,NA,NA,1,4,"1,5004",1,6,1,6,8,NA
2760,847,11,10,0,1,0,0,0,0,1,4,4,5,1,5,5,98,NA,5,4,14,1,7,4,7,4,10,10,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,21138138,1,1,8,1,1,1,3,2222221111312,2,0,0,0,1,1,3,1,2,1,1,1,4,4,4,NA,0,21,98,1143131133331333376,821,1,98,1,1,4," 4 4 4 0 0 0 0",1,602,10,4,2,45,103,2,7,11,7,602,23,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,29,4,8,2,35,2,1,NA,1,NA,NA,1,4,"1,5004",1,6,2,6,11,NA
2760,848,11,10,0,1,0,0,0,0,1,4,3,3,2,5,5,13,NA,5,4,15,1,8,1,4,8,10,10,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,83888388,2,0,8,8,8,8,3,2222228888818,2,0,0,0,1,1,3,1,8,1,8,8,4,4,4,NA,0,31,4,1311131131311333376,881,1,3,1,2,98,"999898 0 0 0 0",1,170,10,3,2,23,103,3,5,11,1,533,50,50,1,NA,1,1,1,9,15,17,25,28,2,3,3,NA,NA,NA,5,NA,4,4,1,2,2,NA,NA,29,4,8,2,30,2,1,NA,1,NA,NA,1,4,"1,5004",1,1,2,5,12,NA
2760,849,11,10,0,1,0,0,0,0,1,4,4,5,2,5,5,13,17,5,1,14,1,8,5,1,8,10,10,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,81838113,1,1,1,1,1,1,1,2222221311319,1,2,5,3,1,1,3,1,9,1,9,9,4,4,4,NA,0,31,98,1141111131311333376,181,99,99,1,99,99,"999999 0 0 0 0",1,601,10,4,2,30,523,3,99,90,1,353,21,75,1,NA,NA,1,NA,9,NA,41,43,44,2,3,3,NA,NA,NA,6,NA,5,3,NA,NA,5,NA,NA,29,4,8,2,35,2,1,NA,1,NA,NA,1,4,"1,5004",99,6,2,3,2,NA
2760,850,11,10,0,1,0,0,0,0,1,2,2,1,1,1,1,15,19,2,1,5,1,7,5,8,3,10,10,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,6,1,98,0,98,0,33131333,3,0,1,1,1,1,1,2222223111323,1,3,5,1,2,2,1,3,3,1,3,1,2,2,2,NA,2,21,2,1413131133131333376,111,99,99,9,0,99,"999999 0 0 0 0",1,152,10,3,1,42,523,3,8,12,1,152,40,50,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,7,NA,3,1,NA,NA,4,2,NA,29,4,8,2,40,2,1,NA,1,NA,NA,1,4,"1,5004",99,1,2,1,3,NA
2760,851,11,10,0,1,0,0,0,0,1,3,3,5,2,5,5,6,13,5,4,14,1,7,5,2,8,10,10,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,23833113,1,1,8,1,8,1,1,2222222831828,2,0,0,0,8,8,8,8,8,2,2,1,4,4,4,NA,0,31,98,1131131131111333376,811,12,98,1,1,4,"99 4 4 0 0 0 0",1,711,10,4,1,21,523,3,6,11,1,960,13,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,9,1,NA,29,4,8,2,30,2,1,NA,1,NA,NA,1,4,"1,5004",7,7,2,9,7,NA
2760,852,11,10,0,1,0,0,0,0,1,3,3,5,2,5,5,13,6,5,4,15,7,2,99,99,4,10,10,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,98,0,98,0,98,0,31133313,2,0,8,1,1,1,1,2222221181818,2,0,0,0,8,8,8,8,8,1,1,1,4,4,4,NA,0,31,2,1123131133331332224,824,0,99,1,99,99,"999999 0 0 0 0",2,602,10,3,1,30,103,3,4,11,4,837,23,15,1,NA,NA,1,1,39,NA,43,44,NA,2,4,2,NA,NA,NA,9,NA,6,NA,NA,NA,12,NA,NA,29,4,8,2,35,3,1,NA,1,NA,NA,1,4,"1,5004",8,6,2,8,9,NA
2760,208,8,5,0,1,0,0,0,0,1,2,4,5,1,3,5,10,15,4,5,14,1,4,2,8,1,5,5,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,33333333,3,0,1,1,3,1,1,222222222221111104,1,4,1,4,1,1,3,3,3,1,3,3,3,3,2,NA,4,11,1,1451111131111333376,211,5,98,1,2,6," 5 6 6 0 0 0 0",1,600,5,4,2,60,103,3,7,14,1,601,40,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,1,6,5,8,2,27,2,1,NA,1,NA,NA,1,8,"1,5004",5,6,2,6,4,NA
2760,209,8,5,0,1,0,0,0,0,1,2,4,1,1,4,5,8,15,2,4,3,1,4,5,2,2,28,28,4,4,4,2,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,33111112,1,1,1,1,1,1,1,222222222221111104,1,2,3,4,2,2,3,3,3,1,3,3,3,3,2,NA,2,31,1,1343113131131232256,111,2,3,1,2,6," 9 6 6 0 0 0 0",1,742,28,3,1,67,103,7,10,14,2,265,13,70,1,1,NA,1,NA,22,NA,NA,NA,NA,1,3,2,NA,NA,NA,2,NA,39,1,1,3,3,31,NA,6,5,8,2,38,2,1,NA,1,NA,NA,1,8,"1,5004",2,7,5,2,8,NA
2760,210,8,5,0,1,0,0,0,0,1,1,3,3,1,1,5,15,19,4,5,12,9,7,1,2,1,5,5,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,0,NA,0,33118113,2,0,1,1,1,1,3,2222223131333,1,2,1,3,2,2,3,1,3,1,1,1,3,3,3,NA,0,41,1,1123131133131313280,211,2,3,1,2,8," 8 8 9 0 0 0 0",1,621,5,4,2,42,103,5,8,14,1,621,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,6,5,8,2,19,2,1,NA,1,NA,NA,1,8,"1,5004",2,6,3,6,4,NA
2760,211,8,5,0,1,0,0,0,0,1,4,4,5,1,5,5,10,15,5,4,14,9,1,5,98,1,5,5,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33818133,3,0,1,1,3,1,3,222222222221811104,1,4,5,9,2,2,1,3,3,1,3,3,3,3,3,NA,0,31,4,1453313311333333248,811,2,99,9,0,99," 6 698 0 0 0 0",1,600,5,4,2,49,103,3,5,12,1,512,13,80,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,4,1,62,1,1,10,8,63,1,6,5,8,2,25,3,1,NA,1,NA,NA,1,8,"1,5004",2,6,2,5,7,NA
2760,212,8,5,0,1,0,0,0,0,1,2,3,4,1,3,5,4,10,5,4,13,2,4,5,2,3,5,5,1,1,3,3,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,33818233,2,0,8,1,2,1,3,222222222228132128,1,3,3,4,2,2,3,3,3,1,2,3,3,3,4,NA,0,31,4,1413111133131333376,111,2,5,1,1,99," 6 8 8 0 0 0 0",2,601,5,4,2,73,103,2,8,14,7,601,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,2,32,3,1,NA,1,NA,NA,1,8,"1,5004",2,6,2,6,11,NA
2760,213,8,5,0,1,0,0,0,0,1,3,3,4,2,4,4,19,8,4,5,13,1,7,9,7,8,5,5,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,4,8,NA,0,NA,0,33138333,3,0,1,1,1,1,1,2222221111313,2,0,0,0,1,1,3,1,1,1,1,1,3,2,2,NA,2,31,4,1213111131331333376,111,1,2,1,1,3," 4 2 2 0 0 0 0",1,921,28,4,1,38,103,3,3,30,1,525,13,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,2,22,3,1,NA,1,NA,NA,1,8,"1,5004",1,9,2,5,7,NA
2760,214,8,5,0,1,0,0,0,0,1,4,3,5,2,5,5,10,NA,5,4,13,9,4,5,7,1,48,5,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,3,2,9,2,NA,0,31131113,1,1,1,1,1,1,3,2222221131112,1,2,3,4,1,1,1,1,3,1,3,1,2,2,2,NA,3,31,4,2141111111111333376,211,12,98,1,23,99,"99 7 5 0 0 0 0",2,600,5,4,2,35,103,3,6,13,7,723,13,31,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,2,22,4,2,1,1,NA,NA,1,8,"1,5004",7,6,2,7,11,NA
2760,215,8,5,0,1,0,0,0,0,1,4,8,5,1,3,5,98,NA,4,2,98,7,1,1,10,1,5,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,13311118,1,1,8,3,1,1,1,2222221131818,2,0,0,0,8,8,1,1,1,3,1,8,4,4,4,NA,0,32,0,1313313111313333248,811,99,99,1,99,99,"999898 0 0 0 0",1,600,5,3,1,31,523,3,2,11,1,761,13,50,1,1,1,1,1,16,19,21,25,32,1,3,3,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,6,5,8,2,37,4,1,NA,1,NA,NA,1,8,"1,5004",99,6,2,7,6,NA
2760,216,8,5,19,4,0,0,0,0,1,9,9,1,1,4,5,19,NA,4,5,12,1,7,1,5,1,5,5,1,1,1,1,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,11838138,1,1,1,8,1,8,3,222222222221131328,1,3,8,1,8,8,8,3,3,1,3,1,2,2,4,NA,0,31,2,1451111113111333120,811,2,1,1,2,10,"101010 0 0 0 0",1,600,5,4,1,72,223,2,10,13,1,521,11,75,1,NA,NA,1,NA,14,20,NA,24,NA,NA,2,2,NA,NA,NA,1,NA,3,NA,NA,1,2,NA,NA,21,4,8,1,30,1,1,NA,1,NA,NA,1,8,"1,5004",2,6,2,5,7,NA
2760,217,8,5,19,4,0,0,0,0,1,3,1,3,1,4,5,4,5,4,5,11,1,98,5,98,1,40,40,1,1,1,4,NA,NA,NA,NA,NA,1,NA,97,0,0,0,0,0,83818333,3,0,8,1,1,8,3,222222222221111328,1,5,1,7,2,2,8,3,3,1,3,1,4,1,2,NA,2,11,1,1161111133131333120,111,2,29,1,2,6," 89999 0 0 0 0",1,602,40,4,2,68,103,3,6,13,1,533,13,50,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,21,4,8,1,34,2,1,NA,1,NA,NA,1,8,"1,5004",2,6,2,5,5,NA
2760,218,8,5,19,4,0,0,0,0,1,9,2,1,1,4,5,15,NA,4,8,15,1,98,3,98,8,5,5,2,2,2,3,NA,NA,NA,NA,NA,1,NA,10,2,NA,0,NA,0,33888338,8,0,8,1,8,8,3,222222222228831808,1,8,8,4,2,2,8,3,8,1,8,8,2,2,4,NA,0,31,5,1133131131131333376,811,99,29,1,99,99,"999999 0 0 0 0",1,602,5,4,2,71,223,8,9,13,2,281,11,80,3,NA,NA,1,NA,96,NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,NA,12,1,NA,2,2,NA,1,21,4,8,1,31,2,1,NA,1,NA,NA,1,8,"1,5004",99,6,5,2,8,NA
2760,219,8,5,19,4,0,0,0,0,1,1,3,2,1,3,3,10,7,4,5,11,10,99,9,7,1,5,45,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,2,10,2,NA,0,11833138,3,0,1,1,2,1,3,222222222221111328,1,3,1,7,2,2,8,3,3,1,3,1,4,4,1,NA,2,11,1,1141131132131322240,211,2,3,1,2,8," 8 7 7 0 0 0 0",1,140,5,4,2,46,103,6,5,11,7,341,13,93,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,4,NA,1,2,1,NA,6,NA,NA,21,4,8,1,26,2,1,NA,1,NA,NA,1,8,"1,5004",2,1,4,3,11,NA
2760,220,8,5,19,4,0,0,0,0,1,2,4,3,1,4,5,4,10,2,4,3,1,7,1,7,1,30,30,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,19113933,1,1,1,1,1,1,3,222222222221131328,1,1,5,1,1,1,8,1,1,1,1,1,3,1,2,NA,2,21,4,1233131133131222272,211,1,2,1,1,3," 3 8 8 0 0 0 0",9,140,30,4,1,52,103,8,8,14,1,272,11,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,NA,7,NA,3,NA,17,1,1,21,4,8,1,29,3,1,NA,1,NA,NA,1,8,"1,5004",1,1,5,2,2,NA
2760,221,8,5,19,4,0,0,0,0,1,2,4,2,1,5,5,10,4,4,2,11,1,9,4,1,1,5,5,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,97,0,0,0,0,0,33133113,1,2,1,3,1,1,3,9999993131113,1,1,5,1,2,2,3,2,1,1,1,1,4,4,4,NA,0,21,1,1452131132131232256,111,1,28,1,1,3,"99 8 6 0 0 0 0",2,600,5,4,1,36,523,5,1,30,1,932,11,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,6,NA,3,3,NA,NA,15,NA,NA,21,4,8,1,25,3,1,NA,1,NA,NA,1,8,"1,5004",1,6,3,9,7,NA
