"muni_code","prov_name","muni_name","lpop2011","ccaa","fs_rm_2016s2_2018s2","fs_rm_2001s2_2015s2_bin","fs_rm_2001s2_2018s2_bin","fs_rm_2011s1_2018s2_bin","fs_rm_2016s2_2018s2_bin","fs_rm_2016s2_2019s1_bin","fs_rm_2019s1_2019s2_bin","fs_rm_2019s2_bin","fs_2001_06","fs_2010_12","fs_2016_06","fs_2018_12","fs_2019_06","n_unemploy_2016","n_unemploy_2019","unemp_2016","unemp_2019","PP2019_04","VOX2019_04","part2019_04","PP2016_06","VOX2016_06","part2016_06","PP2015_12","VOX2015_12","part2015_12","PP2011_11","part2011_11","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15","l_fs_2001_06","l_fs_2016_06","l_fs_2018_12","l_fs_2019_06","l_fs_rm_2016s2_2018s2","change_2019_VOX","election","PSOE_share"
45015,"toledo","Arcicollar",6.69332366826995,"castilla-la mancha",4,0,1,1,1,1,0,0,4,4,4,0,0,79,68,0.0978934324659231,0.0842627013630731,0.178,0.168,0.764350453172205,0.397228637413395,0,0.721122112211221,0.362637362637363,0.0043956043956044,0.741157556270096,0.552083333333333,0.77724358974359,1,0,0,0,1,0,0,0,1.6094379124341,1.6094379124341,0,0,1.6094379124341,1.30463144161774,"2011_11",30.2083333333333
45016,"toledo","Arges",8.64029538855022,"castilla-la mancha",0,0,0,0,0,0,0,0,1,1,1,1,1,562,487,0.0993810786914235,0.0861184792219275,0.184482277421155,0.159642757465811,0.815173345339937,0.390660225442834,0.00322061191626409,0.748334919124643,0.344859241126071,0.00520195838433293,0.787269681742044,0.571279554937413,0.76919032597266,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.37572624238266,"2019_04",29.30505163271
45016,"toledo","Arges",8.64029538855022,"castilla-la mancha",0,0,0,0,0,0,0,0,1,1,1,1,1,562,487,0.0993810786914235,0.0861184792219275,0.184482277421155,0.159642757465811,0.815173345339937,0.390660225442834,0.00322061191626409,0.748334919124643,0.344859241126071,0.00520195838433293,0.787269681742044,0.571279554937413,0.76919032597266,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.37572624238266,"2016_06",23.5748792270531
45016,"toledo","Arges",8.64029538855022,"castilla-la mancha",0,0,0,0,0,0,0,0,1,1,1,1,1,562,487,0.0993810786914235,0.0861184792219275,0.184482277421155,0.159642757465811,0.815173345339937,0.390660225442834,0.00322061191626409,0.748334919124643,0.344859241126071,0.00520195838433293,0.787269681742044,0.571279554937413,0.76919032597266,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.37572624238266,"2015_12",25.0611995104039
45016,"toledo","Arges",8.64029538855022,"castilla-la mancha",0,0,0,0,0,0,0,0,1,1,1,1,1,562,487,0.0993810786914235,0.0861184792219275,0.184482277421155,0.159642757465811,0.815173345339937,0.390660225442834,0.00322061191626409,0.748334919124643,0.344859241126071,0.00520195838433293,0.787269681742044,0.571279554937413,0.76919032597266,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.37572624238266,"2011_11",25.904033379694
45017,"toledo","Azutan",5.6970934865054,"castilla-la mancha",5,0,1,1,1,1,0,0,5,5,5,0,0,55,44,0.184563758389262,0.147651006711409,0.230046948356808,0.0704225352112676,0.838461538461538,0.369458128078818,0,0.778625954198473,0.342465753424658,0,0.843511450381679,0.438679245283019,0.802238805970149,0,1,1,0,0,1,1,0,1.79175946922805,1.79175946922805,0,0,1.79175946922805,1.08673469387755,"2019_04",50.7042253521127
45017,"toledo","Azutan",5.6970934865054,"castilla-la mancha",5,0,1,1,1,1,0,0,5,5,5,0,0,55,44,0.184563758389262,0.147651006711409,0.230046948356808,0.0704225352112676,0.838461538461538,0.369458128078818,0,0.778625954198473,0.342465753424658,0,0.843511450381679,0.438679245283019,0.802238805970149,0,1,1,0,0,1,1,0,1.79175946922805,1.79175946922805,0,0,1.79175946922805,1.08673469387755,"2016_06",41.3793103448276
45017,"toledo","Azutan",5.6970934865054,"castilla-la mancha",5,0,1,1,1,1,0,0,5,5,5,0,0,55,44,0.184563758389262,0.147651006711409,0.230046948356808,0.0704225352112676,0.838461538461538,0.369458128078818,0,0.778625954198473,0.342465753424658,0,0.843511450381679,0.438679245283019,0.802238805970149,0,1,1,0,0,1,1,0,1.79175946922805,1.79175946922805,0,0,1.79175946922805,1.08673469387755,"2015_12",42.9223744292237
45017,"toledo","Azutan",5.6970934865054,"castilla-la mancha",5,0,1,1,1,1,0,0,5,5,5,0,0,55,44,0.184563758389262,0.147651006711409,0.230046948356808,0.0704225352112676,0.838461538461538,0.369458128078818,0,0.778625954198473,0.342465753424658,0,0.843511450381679,0.438679245283019,0.802238805970149,0,1,1,0,0,1,1,0,1.79175946922805,1.79175946922805,0,0,1.79175946922805,1.08673469387755,"2011_11",48.5849056603774
45020,"toledo","Belvis de la Jara",7.48268182815465,"castilla-la mancha",0,0,0,0,0,0,0,0,2,2,2,2,2,149,104,0.0838491840180079,0.0585256049521666,0.326824254881809,0.127440904419322,0.796610169491525,0.543859649122807,0.00389863547758285,0.803875968992248,0.513384321223709,0.00764818355640535,0.808834729626809,0.62380538662033,0.834527220630373,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.75244623655913,"2019_04",31.551901336074
45020,"toledo","Belvis de la Jara",7.48268182815465,"castilla-la mancha",0,0,0,0,0,0,0,0,2,2,2,2,2,149,104,0.0838491840180079,0.0585256049521666,0.326824254881809,0.127440904419322,0.796610169491525,0.543859649122807,0.00389863547758285,0.803875968992248,0.513384321223709,0.00764818355640535,0.808834729626809,0.62380538662033,0.834527220630373,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.75244623655913,"2016_06",30.5068226120858
45020,"toledo","Belvis de la Jara",7.48268182815465,"castilla-la mancha",0,0,0,0,0,0,0,0,2,2,2,2,2,149,104,0.0838491840180079,0.0585256049521666,0.326824254881809,0.127440904419322,0.796610169491525,0.543859649122807,0.00389863547758285,0.803875968992248,0.513384321223709,0.00764818355640535,0.808834729626809,0.62380538662033,0.834527220630373,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.75244623655913,"2015_12",32.3135755258126
