"muni_code","prov_name","muni_name","lpop2011","ccaa","fs_rm_2016s2_2018s2","fs_rm_2001s2_2015s2_bin","fs_rm_2001s2_2018s2_bin","fs_rm_2011s1_2018s2_bin","fs_rm_2016s2_2018s2_bin","fs_rm_2016s2_2019s1_bin","fs_rm_2019s1_2019s2_bin","fs_rm_2019s2_bin","fs_2001_06","fs_2010_12","fs_2016_06","fs_2018_12","fs_2019_06","n_unemploy_2016","n_unemploy_2019","unemp_2016","unemp_2019","PP2019_11","PSOE2019_11","VOX2019_11","part2019_11","PP2019_04","PSOE2019_04","VOX2019_04","part2019_04","PP2016_06","PSOE2016_06","VOX2016_06","part2016_06","PSOE2015_12","PP2015_12","VOX2015_12","part2015_12","PSOE2011_11","PP2011_11","part2011_11","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15","l_fs_2001_06","l_fs_2016_06","l_fs_2018_12","l_fs_2019_06","l_fs_rm_2016s2_2018s2","change_2019_VOX"
1014,"alava","Berantevilla",6.17378610390194,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,0.0666666666666667,0.0333333333333333,0.195488721804511,0.131578947368421,0.0639097744360902,0.740437158469945,0.176895306859206,0.173285198555957,0.0649819494584837,0.773224043715847,0.261029411764706,0.136029411764706,0.00367647058823529,0.754716981132076,0.116197183098592,0.22887323943662,NA,0.78494623655914,0.131386861313869,0.37956204379562,0.72987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983500417710944
1016,"alava","Bernedo",6.3491389913798,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,0.0332167832167832,0.0227272727272727,0.135416666666667,0.109375,0.0260416666666667,0.453271028037383,0.148471615720524,0.126637554585153,0.0218340611353712,0.560570071258907,0.238938053097345,0.0707964601769911,0,0.526558891454965,0.0562248995983936,0.228915662650602,NA,0.580865603644647,0.118143459915612,0.291139240506329,0.522776572668113,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19270833333333
1017,"alava","Campezo/Kanpezu",7.04403289727469,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,59,40,0.0514834205933682,0.0349040139616056,0.0996240601503759,0.137218045112782,0.0225563909774436,0.657282741738066,0.078397212543554,0.134146341463415,0.0156794425087108,0.709558823529412,0.145132743362832,0.0955752212389381,0.00353982300884956,0.672555948174323,0.0953206239168111,0.133448873483536,NA,0.672036823935558,0.132045088566828,0.210950080515298,0.691208791208791,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43859649122807
1018,"alava","Zigoitia",7.46164039220858,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,57,48,0.0327586206896552,0.0275862068965517,0.0971488912354805,0.131995776135164,0.0337909186906019,0.68120085775554,0.0855991943605237,0.141993957703928,0.0251762336354481,0.708806818181818,0.141935483870968,0.101075268817204,0,0.677489177489177,0.0758047767393562,0.127725856697819,NA,0.703649635036496,0.148462354188759,0.176033934252386,0.682437275985663,1,0,0,0,0,0,0,0,0,0,0,0,0,1.34217529039071
1019,"alava","Kripan",5.27811465923052,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.0102040816326531,0.0204081632653061,0.0982142857142857,0.0446428571428571,0,0.756756756756757,0.107438016528926,0.0578512396694215,0,0.817567567567568,0.171428571428571,0.019047619047619,0,0.706666666666667,0.027027027027027,0.153153153153153,NA,0.777777777777778,0.0483870967741935,0.185483870967742,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1020,"alava","Kuartango",5.87211778947542,"euskadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,0.0338028169014084,0.0366197183098591,0.102678571428571,0.0892857142857143,0.00446428571428571,0.705882352941177,0.0966386554621849,0.100840336134454,0.0168067226890756,0.746875,0.0982905982905983,0.0341880341880342,0,0.724770642201835,0.0263157894736842,0.109649122807018,NA,0.711656441717791,0.0545454545454545,0.154545454545455,0.700315457413249,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.265625
1021,"alava","Elburgo / Burgelu",6.43615036836943,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,0.0288461538461538,0.0208333333333333,0.150470219435737,0.112852664576803,0.0532915360501567,0.681528662420382,0.154545454545455,0.154545454545455,0.0666666666666667,0.71002132196162,0.233009708737864,0.12621359223301,0.00323624595469256,0.6553911205074,0.0783132530120482,0.189759036144578,NA,0.730434782608696,0.12037037037037,0.308641975308642,0.701902748414376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79937304075235
1022,"alava","Elciego",6.95463886488099,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,63,53,0.0601145038167939,0.0505725190839695,0.216061185468451,0.281070745697897,0.0401529636711281,0.704635761589404,0.195079086115993,0.270650263620387,0.0333919156414763,0.758212877792378,0.303308823529412,0.224264705882353,0.00367647058823529,0.69712140175219,0.229982964224872,0.262350936967632,NA,0.736645962732919,0.275747508305648,0.382059800664452,0.74455205811138,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20247559625641
1023,"alava","Elvillar/Bilar",5.89440283426485,"euskadi",0,0,0,0,0,0,0,0,1,1,1,1,1,18,11,0.0495867768595041,0.0303030303030303,0.231578947368421,0.110526315789474,0.0473684210526316,0.736641221374046,0.237864077669903,0.101941747572816,0.0339805825242718,0.801526717557252,0.338709677419355,0.0752688172043011,0,0.700374531835206,0.0512820512820513,0.338461538461538,NA,0.732342007434944,0.148936170212766,0.395744680851064,0.813793103448276,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39398496240602
1027,"alava","Iruraiz-Gauna",6.29156913955832,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0.0277777777777778,0.0222222222222222,0.0885608856088561,0.0774907749077491,0.011070110701107,0.614864864864865,0.068259385665529,0.0989761092150171,0.0170648464163823,0.686046511627907,0.145669291338583,0.0275590551181102,0,0.617788461538462,0.0522388059701493,0.138059701492537,NA,0.644230769230769,0.101449275362319,0.221014492753623,0.658139534883721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648708487084869
1028,"alava","Labastida/Bastida",7.30586003268401,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,119,109,0.0799194089993284,0.0732034922766957,0.256868131868132,0.175824175824176,0.0357142857142857,0.673693858845096,0.203367875647668,0.185233160621762,0.0362694300518135,0.724719101123595,0.287323943661972,0.136619718309859,0.0028169014084507,0.669158878504673,0.122177954847278,0.261620185922975,NA,0.704735376044568,0.185526315789474,0.351315789473684,0.698915009041591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984693877551019
1030,"alava","Lagran",5.2040066870768,"euskadi",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.021978021978022,0.021978021978022,0.254901960784314,0.186274509803922,0,0.723404255319149,0.247863247863248,0.188034188034188,0,0.825174825174825,0.325581395348837,0.0775193798449612,0,0.826923076923077,0.0813008130081301,0.32520325203252,NA,0.792452830188679,0.15,0.383333333333333,0.723529411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
