"muni_code","prov_name","muni_name","lpop2011","ccaa","fs_rm_2016s2_2018s2","fs_rm_2001s2_2015s2_bin","fs_rm_2001s2_2018s2_bin","fs_rm_2011s1_2018s2_bin","fs_rm_2016s2_2018s2_bin","fs_rm_2016s2_2019s1_bin","fs_rm_2019s1_2019s2_bin","fs_rm_2019s2_bin","fs_2001_06","fs_2010_12","fs_2016_06","fs_2018_12","fs_2019_06","n_unemploy_2016","n_unemploy_2019","unemp_2016","unemp_2019","PP2019_04","PSOE2019_04","part2019_04","PP2016_06","PSOE2016_06","part2016_06","PSOE2015_12","PP2015_12","part2015_12","major_2015_izq","major_2019_izq","change_to_izq_2019","change_to_izq_19_15","major_2015_izq2","major_2019_izq2","change_to_izq2_2019","change_to_izq2_19_15","l_fs_2001_06","l_fs_2016_06","l_fs_2018_12","l_fs_2019_06","l_fs_rm_2016s2_2018s2","change_2019_VOX","election","VOX_share"
1023,"alava","Elvillar/Bilar",5.89440283426485,"euskadi",0,0,0,0,0,0,0,0,1,1,1,1,1,18,11,0.0495867768595041,0.0303030303030303,0.237864077669903,0.101941747572816,0.801526717557252,0.338709677419355,0.0752688172043011,0.700374531835206,0.0512820512820513,0.338461538461538,0.732342007434944,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39398496240602,"2019_04",3.39805825242718
1023,"alava","Elvillar/Bilar",5.89440283426485,"euskadi",0,0,0,0,0,0,0,0,1,1,1,1,1,18,11,0.0495867768595041,0.0303030303030303,0.237864077669903,0.101941747572816,0.801526717557252,0.338709677419355,0.0752688172043011,0.700374531835206,0.0512820512820513,0.338461538461538,0.732342007434944,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39398496240602,"2016_06",0
1023,"alava","Elvillar/Bilar",5.89440283426485,"euskadi",0,0,0,0,0,0,0,0,1,1,1,1,1,18,11,0.0495867768595041,0.0303030303030303,0.237864077669903,0.101941747572816,0.801526717557252,0.338709677419355,0.0752688172043011,0.700374531835206,0.0512820512820513,0.338461538461538,0.732342007434944,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39398496240602,"2015_12",NA
3001,"alicante","Adsubia",6.51767127291227,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,28,19,0.0413589364844904,0.0280649926144756,0.336879432624113,0.148936170212766,0.826086956521739,0.51865671641791,0.0746268656716418,0.798219584569733,0.0664335664335664,0.496503496503497,0.857566765578635,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.76470588235295,"2019_04",6.02836879432624
3001,"alicante","Adsubia",6.51767127291227,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,28,19,0.0413589364844904,0.0280649926144756,0.336879432624113,0.148936170212766,0.826086956521739,0.51865671641791,0.0746268656716418,0.798219584569733,0.0664335664335664,0.496503496503497,0.857566765578635,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.76470588235295,"2016_06",0
3001,"alicante","Adsubia",6.51767127291227,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,28,19,0.0413589364844904,0.0280649926144756,0.336879432624113,0.148936170212766,0.826086956521739,0.51865671641791,0.0746268656716418,0.798219584569733,0.0664335664335664,0.496503496503497,0.857566765578635,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.76470588235295,"2015_12",0
3005,"alicante","Albatera",9.36648905446611,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,1230,1050,0.105218135158255,0.0898203592814371,0.258111380145278,0.232606941081517,0.790459319245856,0.509205591544494,0.195192635526764,0.761616681683614,0.204805491990847,0.446060804184374,0.794273184573713,1,0,0,0,1,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39088203145328,"2019_04",22.3567393058918
3005,"alicante","Albatera",9.36648905446611,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,1230,1050,0.105218135158255,0.0898203592814371,0.258111380145278,0.232606941081517,0.790459319245856,0.509205591544494,0.195192635526764,0.761616681683614,0.204805491990847,0.446060804184374,0.794273184573713,1,0,0,0,1,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39088203145328,"2016_06",0.306853051483123
3005,"alicante","Albatera",9.36648905446611,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,1230,1050,0.105218135158255,0.0898203592814371,0.258111380145278,0.232606941081517,0.790459319245856,0.509205591544494,0.195192635526764,0.761616681683614,0.204805491990847,0.446060804184374,0.794273184573713,1,0,0,0,1,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.39088203145328,"2015_12",0.63746322327558
3013,"alicante","Alguena",7.31721240835984,"comunidad valenciana",0,0,0,0,0,0,1,1,2,2,2,2,2,149,136,0.098937583001328,0.0903054448871182,0.336018411967779,0.336018411967779,0.824299065420561,0.461722488038278,0.248803827751196,0.75381850853549,0.281456953642384,0.419426048565121,0.820466786355476,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,2.28272759985606,"2019_04",8.05523590333717
3013,"alicante","Alguena",7.31721240835984,"comunidad valenciana",0,0,0,0,0,0,1,1,2,2,2,2,2,149,136,0.098937583001328,0.0903054448871182,0.336018411967779,0.336018411967779,0.824299065420561,0.461722488038278,0.248803827751196,0.75381850853549,0.281456953642384,0.419426048565121,0.820466786355476,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,2.28272759985606,"2016_06",0.358851674641148
3013,"alicante","Alguena",7.31721240835984,"comunidad valenciana",0,0,0,0,0,0,1,1,2,2,2,2,2,149,136,0.098937583001328,0.0903054448871182,0.336018411967779,0.336018411967779,0.824299065420561,0.461722488038278,0.248803827751196,0.75381850853549,0.281456953642384,0.419426048565121,0.820466786355476,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,2.28272759985606,"2015_12",0.33112582781457
3014,"alicante","Alacant / Alicante",12.704800384098,"comunidad valenciana",0,0,0,0,0,0,0,0,12,12,11,6,6,33767,28753,0.10253397100129,0.0873088893949745,0.189136455186304,0.281046873569532,0.737268659028211,0.373961368620265,0.203761002132837,0.705592805336997,0.190446848459835,0.322984182715504,0.728442251671241,1,0,0,0,1,0,0,0,2.56494935746154,2.484906649788,1.94591014905531,1.94591014905531,0,1.45346554119825,"2019_04",12.6945436235466
3014,"alicante","Alacant / Alicante",12.704800384098,"comunidad valenciana",0,0,0,0,0,0,0,0,12,12,11,6,6,33767,28753,0.10253397100129,0.0873088893949745,0.189136455186304,0.281046873569532,0.737268659028211,0.373961368620265,0.203761002132837,0.705592805336997,0.190446848459835,0.322984182715504,0.728442251671241,1,0,0,0,1,0,0,0,2.56494935746154,2.484906649788,1.94591014905531,1.94591014905531,0,1.45346554119825,"2016_06",0.266153984799784
3014,"alicante","Alacant / Alicante",12.704800384098,"comunidad valenciana",0,0,0,0,0,0,0,0,12,12,11,6,6,33767,28753,0.10253397100129,0.0873088893949745,0.189136455186304,0.281046873569532,0.737268659028211,0.373961368620265,0.203761002132837,0.705592805336997,0.190446848459835,0.322984182715504,0.728442251671241,1,0,0,0,1,0,0,0,2.56494935746154,2.484906649788,1.94591014905531,1.94591014905531,0,1.45346554119825,"2015_12",0.322042470077372
3019,"alicante","Aspe",9.9127445737988,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,2583,2169,0.127959972258001,0.107450708411771,0.196446446446446,0.288204871538205,0.786032977691562,0.39366555536059,0.230040357957536,0.754469840854018,0.228312436462216,0.348017621145374,0.781141471725313,1,1,0,0,1,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.58249594813614,"2019_04",13.8888888888889
3019,"alicante","Aspe",9.9127445737988,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,2583,2169,0.127959972258001,0.107450708411771,0.196446446446446,0.288204871538205,0.786032977691562,0.39366555536059,0.230040357957536,0.754469840854018,0.228312436462216,0.348017621145374,0.781141471725313,1,1,0,0,1,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.58249594813614,"2016_06",0.228110194771012
3019,"alicante","Aspe",9.9127445737988,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,2583,2169,0.127959972258001,0.107450708411771,0.196446446446446,0.288204871538205,0.786032977691562,0.39366555536059,0.230040357957536,0.754469840854018,0.228312436462216,0.348017621145374,0.781141471725313,1,1,0,0,1,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.58249594813614,"2015_12",0.271094544222298
3023,"alicante","Beneixama",7.47929963778283,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,95,76,0.0536420101637493,0.0429136081309994,0.242702251876564,0.306922435362802,0.881798404641044,0.380462724935733,0.246786632390745,0.84692417739628,0.248126561199001,0.361365528726062,0.865957446808511,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.45333333333333,"2019_04",8.34028356964137
3023,"alicante","Beneixama",7.47929963778283,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,95,76,0.0536420101637493,0.0429136081309994,0.242702251876564,0.306922435362802,0.881798404641044,0.380462724935733,0.246786632390745,0.84692417739628,0.248126561199001,0.361365528726062,0.865957446808511,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.45333333333333,"2016_06",0.171379605826907
3023,"alicante","Beneixama",7.47929963778283,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,95,76,0.0536420101637493,0.0429136081309994,0.242702251876564,0.306922435362802,0.881798404641044,0.380462724935733,0.246786632390745,0.84692417739628,0.248126561199001,0.361365528726062,0.865957446808511,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.45333333333333,"2015_12",0.166527893422148
3028,"alicante","Beniarres",7.13009851012558,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,100,80,0.0800640512409928,0.0640512409927942,0.223899371069182,0.289308176100629,0.83402489626556,0.389162561576355,0.220443349753695,0.819639278557114,0.229647630619684,0.364520048602673,0.828031809145129,0,1,1,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.62163014678051,"2019_04",7.79874213836478
3028,"alicante","Beniarres",7.13009851012558,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,100,80,0.0800640512409928,0.0640512409927942,0.223899371069182,0.289308176100629,0.83402489626556,0.389162561576355,0.220443349753695,0.819639278557114,0.229647630619684,0.364520048602673,0.828031809145129,0,1,1,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.62163014678051,"2016_06",0.246305418719212
3028,"alicante","Beniarres",7.13009851012558,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,100,80,0.0800640512409928,0.0640512409927942,0.223899371069182,0.289308176100629,0.83402489626556,0.389162561576355,0.220443349753695,0.819639278557114,0.229647630619684,0.364520048602673,0.828031809145129,0,1,1,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.62163014678051,"2015_12",0.729040097205346
3029,"alicante","Benigembla",6.25190388316589,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,11,12,0.0211946050096339,0.023121387283237,0.233532934131737,0.317365269461078,0.713114754098361,0.39344262295082,0.245901639344262,0.755102040816326,0.262295081967213,0.344262295081967,0.768595041322314,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.57776162790698,"2019_04",4.79041916167665
3029,"alicante","Benigembla",6.25190388316589,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,11,12,0.0211946050096339,0.023121387283237,0.233532934131737,0.317365269461078,0.713114754098361,0.39344262295082,0.245901639344262,0.755102040816326,0.262295081967213,0.344262295081967,0.768595041322314,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.57776162790698,"2016_06",0
3029,"alicante","Benigembla",6.25190388316589,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,11,12,0.0211946050096339,0.023121387283237,0.233532934131737,0.317365269461078,0.713114754098361,0.39344262295082,0.245901639344262,0.755102040816326,0.262295081967213,0.344262295081967,0.768595041322314,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.57776162790698,"2015_12",0
3031,"alicante","Benidorm",11.1279245299944,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,7065,6142,0.103828348886766,0.0902637960173414,0.213207813271278,0.302940554262746,0.684425544114485,0.393987990899937,0.23003766829523,0.651365093134774,0.22264909698036,0.349179562672795,0.676348647736586,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.53671422185296,"2019_04",12.0478104506029
3031,"alicante","Benidorm",11.1279245299944,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,7065,6142,0.103828348886766,0.0902637960173414,0.213207813271278,0.302940554262746,0.684425544114485,0.393987990899937,0.23003766829523,0.651365093134774,0.22264909698036,0.349179562672795,0.676348647736586,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.53671422185296,"2016_06",0.216312982508485
3031,"alicante","Benidorm",11.1279245299944,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,7065,6142,0.103828348886766,0.0902637960173414,0.213207813271278,0.302940554262746,0.684425544114485,0.393987990899937,0.23003766829523,0.651365093134774,0.22264909698036,0.349179562672795,0.676348647736586,0,0,0,0,0,0,0,0,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.53671422185296,"2015_12",0.226203726975692
3049,"alicante","Callosa de Segura",9.79361688140042,"comunidad valenciana",3,1,1,1,1,1,0,0,6,5,5,2,2,1884,1556,0.105139795747531,0.0868352028573023,0.253386368522898,0.252096323371318,0.775590875401466,0.472360695690706,0.224880912817104,0.754549966909332,0.216760502381984,0.436877436119532,0.773133587154445,1,0,0,0,1,0,0,0,1.94591014905531,1.79175946922805,1.09861228866811,1.09861228866811,1.38629436111989,1.57633354872668,"2019_04",18.5874005590196
3049,"alicante","Callosa de Segura",9.79361688140042,"comunidad valenciana",3,1,1,1,1,1,0,0,6,5,5,2,2,1884,1556,0.105139795747531,0.0868352028573023,0.253386368522898,0.252096323371318,0.775590875401466,0.472360695690706,0.224880912817104,0.754549966909332,0.216760502381984,0.436877436119532,0.773133587154445,1,0,0,0,1,0,0,0,1.94591014905531,1.79175946922805,1.09861228866811,1.09861228866811,1.38629436111989,1.57633354872668,"2016_06",0.177246039658801
3049,"alicante","Callosa de Segura",9.79361688140042,"comunidad valenciana",3,1,1,1,1,1,0,0,6,5,5,2,2,1884,1556,0.105139795747531,0.0868352028573023,0.253386368522898,0.252096323371318,0.775590875401466,0.472360695690706,0.224880912817104,0.754549966909332,0.216760502381984,0.436877436119532,0.773133587154445,1,0,0,0,1,0,0,0,1.94591014905531,1.79175946922805,1.09861228866811,1.09861228866811,1.38629436111989,1.57633354872668,"2015_12",0.173235166738848
3051,"alicante","Campo de Mirra/Camp de Mirra, el",6.06842558824411,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,42,18,0.0972222222222222,0.0416666666666667,0.263843648208469,0.348534201954397,0.906976744186046,0.401360544217687,0.251700680272109,0.850574712643678,0.242622950819672,0.409836065573771,0.885714285714286,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.68014594101551,"2019_04",7.49185667752443
3051,"alicante","Campo de Mirra/Camp de Mirra, el",6.06842558824411,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,42,18,0.0972222222222222,0.0416666666666667,0.263843648208469,0.348534201954397,0.906976744186046,0.401360544217687,0.251700680272109,0.850574712643678,0.242622950819672,0.409836065573771,0.885714285714286,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.68014594101551,"2016_06",0
3051,"alicante","Campo de Mirra/Camp de Mirra, el",6.06842558824411,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,42,18,0.0972222222222222,0.0416666666666667,0.263843648208469,0.348534201954397,0.906976744186046,0.401360544217687,0.251700680272109,0.850574712643678,0.242622950819672,0.409836065573771,0.885714285714286,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.68014594101551,"2015_12",0
3053,"alicante","Castalla",9.24028744834414,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,904,719,0.0877329192546583,0.0697787267080745,0.216709292412617,0.21074168797954,0.796626054358013,0.407234957020057,0.157414040114613,0.782037088292278,0.144002789400279,0.34850069735007,0.806003335186215,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.59695534209674,"2019_04",12.2421142369991
3053,"alicante","Castalla",9.24028744834414,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,904,719,0.0877329192546583,0.0697787267080745,0.216709292412617,0.21074168797954,0.796626054358013,0.407234957020057,0.157414040114613,0.782037088292278,0.144002789400279,0.34850069735007,0.806003335186215,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.59695534209674,"2016_06",0.304441260744986
3053,"alicante","Castalla",9.24028744834414,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,904,719,0.0877329192546583,0.0697787267080745,0.216709292412617,0.21074168797954,0.796626054358013,0.407234957020057,0.157414040114613,0.782037088292278,0.144002789400279,0.34850069735007,0.806003335186215,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.59695534209674,"2015_12",0.400976290097629
3054,"alicante","Castell de Castells",6.10031895202006,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,30,22,0.0672645739910314,0.0493273542600897,0.246323529411765,0.316176470588235,0.824404761904762,0.4,0.327272727272727,0.807580174927114,0.347014925373134,0.358208955223881,0.810650887573965,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.77632653061224,"2019_04",7.35294117647059
3054,"alicante","Castell de Castells",6.10031895202006,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,30,22,0.0672645739910314,0.0493273542600897,0.246323529411765,0.316176470588235,0.824404761904762,0.4,0.327272727272727,0.807580174927114,0.347014925373134,0.358208955223881,0.810650887573965,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.77632653061224,"2016_06",0
3054,"alicante","Castell de Castells",6.10031895202006,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,30,22,0.0672645739910314,0.0493273542600897,0.246323529411765,0.316176470588235,0.824404761904762,0.4,0.327272727272727,0.807580174927114,0.347014925373134,0.358208955223881,0.810650887573965,0,0,0,0,0,0,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,1.77632653061224,"2015_12",0
3055,"alicante","Catral",9.05648964715792,"comunidad valenciana",0,1,1,0,0,0,0,0,5,1,1,0,0,818,671,0.0954047119197574,0.0782598553767203,0.26910548734653,0.213730894512653,0.770344959024204,0.514669591445023,0.176309295311215,0.715530596436871,0.175686073352142,0.47345473198256,0.764125386996904,0,1,1,0,0,1,1,0,1.79175946922805,0.693147180559945,0,0,0,1.94346727035393,"2019_04",16.6875469807066
3055,"alicante","Catral",9.05648964715792,"comunidad valenciana",0,1,1,0,0,0,0,0,5,1,1,0,0,818,671,0.0954047119197574,0.0782598553767203,0.26910548734653,0.213730894512653,0.770344959024204,0.514669591445023,0.176309295311215,0.715530596436871,0.175686073352142,0.47345473198256,0.764125386996904,0,1,1,0,0,1,1,0,1.79175946922805,0.693147180559945,0,0,0,1.94346727035393,"2016_06",0.164518782561009
3055,"alicante","Catral",9.05648964715792,"comunidad valenciana",0,1,1,0,0,0,0,0,5,1,1,0,0,818,671,0.0954047119197574,0.0782598553767203,0.26910548734653,0.213730894512653,0.770344959024204,0.514669591445023,0.176309295311215,0.715530596436871,0.175686073352142,0.47345473198256,0.764125386996904,0,1,1,0,0,1,1,0,1.79175946922805,0.693147180559945,0,0,0,1.94346727035393,"2015_12",0.384714029238266
3058,"alicante","Cox",8.85008760668957,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,538,410,0.0771326164874552,0.0587813620071685,0.337282581295689,0.214015628938745,0.811556271391182,0.553362762918722,0.18099195014282,0.787113714401131,0.186274509803922,0.498994469582705,0.811602991712149,0,0,0,1,0,0,0,1,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.65036175158803,"2019_04",18.6286866649861
3058,"alicante","Cox",8.85008760668957,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,538,410,0.0771326164874552,0.0587813620071685,0.337282581295689,0.214015628938745,0.811556271391182,0.553362762918722,0.18099195014282,0.787113714401131,0.186274509803922,0.498994469582705,0.811602991712149,0,0,0,1,0,0,0,1,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.65036175158803,"2016_06",0.259672812256557
3058,"alicante","Cox",8.85008760668957,"comunidad valenciana",0,0,0,0,0,0,0,0,2,2,2,2,2,538,410,0.0771326164874552,0.0587813620071685,0.337282581295689,0.214015628938745,0.811556271391182,0.553362762918722,0.18099195014282,0.787113714401131,0.186274509803922,0.498994469582705,0.811602991712149,0,0,0,1,0,0,0,1,1.09861228866811,1.09861228866811,1.09861228866811,1.09861228866811,0,1.65036175158803,"2015_12",0.326797385620915
3061,"alicante","Daya Nueva",7.54750168281497,"comunidad valenciana",4,0,1,1,1,1,0,0,4,4,4,0,0,168,137,0.0886075949367089,0.0722573839662447,0.275735294117647,0.216911764705882,0.787476280834915,0.540364583333333,0.177083333333333,0.734848484848485,0.181372549019608,0.485294117647059,0.783349101229896,0,0,0,0,0,0,0,0,1.6094379124341,1.6094379124341,0,0,1.6094379124341,1.87655028007946,"2019_04",17.4019607843137
3061,"alicante","Daya Nueva",7.54750168281497,"comunidad valenciana",4,0,1,1,1,1,0,0,4,4,4,0,0,168,137,0.0886075949367089,0.0722573839662447,0.275735294117647,0.216911764705882,0.787476280834915,0.540364583333333,0.177083333333333,0.734848484848485,0.181372549019608,0.485294117647059,0.783349101229896,0,0,0,0,0,0,0,0,1.6094379124341,1.6094379124341,0,0,1.6094379124341,1.87655028007946,"2016_06",0.130208333333333
3061,"alicante","Daya Nueva",7.54750168281497,"comunidad valenciana",4,0,1,1,1,1,0,0,4,4,4,0,0,168,137,0.0886075949367089,0.0722573839662447,0.275735294117647,0.216911764705882,0.787476280834915,0.540364583333333,0.177083333333333,0.734848484848485,0.181372549019608,0.485294117647059,0.783349101229896,0,0,0,0,0,0,0,0,1.6094379124341,1.6094379124341,0,0,1.6094379124341,1.87655028007946,"2015_12",0.122549019607843
3063,"alicante","Denia",10.6629607182676,"comunidad valenciana",1,0,1,1,1,1,0,0,1,1,1,0,0,4486,3484,0.104952857777882,0.0815104227592822,0.149495256937047,0.316339471414802,0.732605729877217,0.304239671209172,0.226422236642873,0.702554606605699,0.219475460919242,0.258270579070371,0.734412310957814,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,1.49254019739714,"2019_04",9.42017957692893
3063,"alicante","Denia",10.6629607182676,"comunidad valenciana",1,0,1,1,1,1,0,0,1,1,1,0,0,4486,3484,0.104952857777882,0.0815104227592822,0.149495256937047,0.316339471414802,0.732605729877217,0.304239671209172,0.226422236642873,0.702554606605699,0.219475460919242,0.258270579070371,0.734412310957814,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,1.49254019739714,"2016_06",0.151416828898983
3063,"alicante","Denia",10.6629607182676,"comunidad valenciana",1,0,1,1,1,1,0,0,1,1,1,0,0,4486,3484,0.104952857777882,0.0815104227592822,0.149495256937047,0.316339471414802,0.732605729877217,0.304239671209172,0.226422236642873,0.702554606605699,0.219475460919242,0.258270579070371,0.734412310957814,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0,0,0.693147180559945,1.49254019739714,"2015_12",0.119449493638016
3064,"alicante","Dolores",8.89604050162011,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,745,685,0.102012871422703,0.0937970696973846,0.22296573875803,0.286402569593148,0.755795363709033,0.487122680697868,0.236499584602603,0.729810568295115,0.245435576421492,0.412102243088159,0.771230158730159,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.06415213358889,"2019_04",14.0256959314775
3064,"alicante","Dolores",8.89604050162011,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,745,685,0.102012871422703,0.0937970696973846,0.22296573875803,0.286402569593148,0.755795363709033,0.487122680697868,0.236499584602603,0.729810568295115,0.245435576421492,0.412102243088159,0.771230158730159,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.06415213358889,"2016_06",0.166158958737192
3064,"alicante","Dolores",8.89604050162011,"comunidad valenciana",0,0,0,0,0,0,0,0,1,1,1,1,1,745,685,0.102012871422703,0.0937970696973846,0.22296573875803,0.286402569593148,0.755795363709033,0.487122680697868,0.236499584602603,0.729810568295115,0.245435576421492,0.412102243088159,0.771230158730159,1,1,0,0,1,1,0,0,0.693147180559945,0.693147180559945,0.693147180559945,0.693147180559945,0,2.06415213358889,"2015_12",0.234741784037559
3065,"alicante","Elche / Elx",12.3345406156398,"comunidad valenciana",1,0,1,1,1,1,0,0,2,2,2,1,1,28353,23656,0.124674056908674,0.104020367870476,0.194992770478406,0.290108128496888,0.756899391377753,0.372127059400679,0.223891091942275,0.735467827168169,0.222116422268774,0.320851583825303,0.759721822886717,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,0.693147180559945,0.693147180559945,0.693147180559945,1.59192086818975,"2019_04",13.0257119507135
3065,"alicante","Elche / Elx",12.3345406156398,"comunidad valenciana",1,0,1,1,1,1,0,0,2,2,2,1,1,28353,23656,0.124674056908674,0.104020367870476,0.194992770478406,0.290108128496888,0.756899391377753,0.372127059400679,0.223891091942275,0.735467827168169,0.222116422268774,0.320851583825303,0.759721822886717,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,0.693147180559945,0.693147180559945,0.693147180559945,1.59192086818975,"2016_06",0.207677527492744
3065,"alicante","Elche / Elx",12.3345406156398,"comunidad valenciana",1,0,1,1,1,1,0,0,2,2,2,1,1,28353,23656,0.124674056908674,0.104020367870476,0.194992770478406,0.290108128496888,0.756899391377753,0.372127059400679,0.223891091942275,0.735467827168169,0.222116422268774,0.320851583825303,0.759721822886717,1,1,0,0,1,1,0,0,1.09861228866811,1.09861228866811,0.693147180559945,0.693147180559945,0.693147180559945,1.59192086818975,"2015_12",0.203929410271059
